,configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,frames,cpu,fps,kbs,etime,size
0,1,True,False,False,True,True,False,True,True,20.0,9.0,250,1670.5,43.094,21933.700000000004,5.8420000000000005,27417130.0
1,1001,False,False,True,True,True,True,True,True,20.0,1.0,250,1528.7,61.92999999999999,24937.609999999997,4.074999999999999,31172015.0
2,1002,True,False,False,False,True,False,True,True,60.0,5.0,250,1353.6,43.26199999999999,21658.269999999997,5.819000000000001,27072842.0
3,1003,False,False,False,True,True,True,False,False,20.0,9.0,250,1771.4,25.967999999999996,19980.81,9.67,24976007.0
4,1004,False,False,True,False,False,True,True,False,20.0,9.0,250,1658.1,43.732,24219.549999999996,5.76,30274435.0
5,1005,True,False,False,True,False,True,False,False,20.0,1.0,250,1675.3,65.08000000000001,21343.330000000005,3.8760000000000003,26679161.0
6,1006,False,False,False,False,False,True,True,False,60.0,5.0,250,1652.8,49.908,19608.140000000003,5.046000000000001,24510178.0
7,1007,True,False,False,True,False,True,False,False,20.0,5.0,250,1673.6,36.369,21034.989999999998,6.9159999999999995,26293734.0
8,1008,True,False,False,False,True,False,False,False,20.0,1.0,250,1424.2,57.371,22040.510000000002,4.396,27550637.0
9,1009,False,False,True,True,False,False,True,True,40.0,9.0,250,1533.5,40.374,25932.109999999997,6.2379999999999995,32415142.0
10,1010,False,False,False,False,False,True,True,False,60.0,1.0,250,1644.4,61.30400000000001,19757.330000000005,4.112,24696658.0
11,101,False,False,True,False,False,True,True,True,40.0,9.0,250,1657.6,43.86300000000001,24219.59,5.739999999999999,30274493.0
12,1011,False,False,False,True,True,True,False,False,20.0,1.0,250,1622.0,61.899000000000015,20002.239999999998,4.074,25002806.0
13,1012,False,False,True,False,False,True,True,False,20.0,1.0,250,1491.2,61.657999999999994,24605.330000000005,4.095,30756665.0
14,1013,True,False,False,False,True,False,False,False,20.0,5.0,250,1612.1,37.126999999999995,21561.22,6.769,26951528.0
15,1014,True,False,False,True,False,True,False,False,20.0,9.0,250,1748.8,26.282999999999998,20790.75,9.553,25988439.0
16,1015,True,False,False,True,False,True,True,True,40.0,1.0,250,1689.8,64.21799999999999,21343.330000000005,3.9259999999999997,26679161.0
17,1016,True,False,True,False,True,True,False,True,40.0,1.0,250,1585.7,64.887,24754.57,3.8899999999999997,30943211.0
18,1017,True,False,True,False,False,False,True,True,20.0,9.0,250,1620.5,44.459,25361.18,5.662999999999999,31701475.0
19,1018,True,False,False,True,False,True,True,True,40.0,5.0,250,1631.8,52.837,21098.299999999996,4.771,26372871.0
