configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.06999769673350495
1,1,1,0,1,0,1,0.0139735427001552
10,1,0,1,1,1,0,0.01410692547765316
11,1,0,1,1,1,1,0.014002669512504012
12,0,0,1,1,1,1,0.06621729640632118
13,1,0,1,0,1,1,0.013939547996106376
14,0,1,1,1,0,0,0.07143710474400411
15,0,0,1,0,0,1,0.06814050622330686
16,1,1,1,1,0,1,0.013933960123556828
17,0,1,0,1,0,1,0.06845926541137905
18,0,1,0,0,1,0,0.07094660905073864
19,0,1,0,0,0,1,0.06484884894940902
2,1,0,1,1,0,0,0.014080508448957462
20,1,0,0,0,0,1,0.01402486951288556
21,0,0,0,0,0,1,0.06897434898335983
22,1,1,0,1,0,0,0.013833743984661459
23,0,1,1,0,1,0,0.07071865692955531
24,1,1,1,1,1,0,0.014069462163382444
25,0,1,1,0,0,1,0.06794877653495023
26,1,1,1,0,0,0,0.013946857537828315
27,0,0,1,0,1,0,0.07035449644039753
28,1,0,0,0,1,0,0.013963218706674826
29,1,1,0,0,1,1,0.01383123147647266
3,1,0,1,0,0,0,0.013894736912963073
4,1,1,1,1,1,1,0.013890952811799136
5,1,0,0,1,1,1,0.01397277996213102
6,1,0,0,1,0,1,0.013955098815278837
7,0,0,0,1,1,1,0.06660362692628237
8,0,0,1,1,0,1,0.06583886930765008
9,0,1,1,1,1,1,0.06798923649293251
