configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
1,True,False,False,True,True,False,True,True,20,9,14579510,40.04, 0.50, 0:03.81, 1062, 504 , 133.12 , 11571.04
1001,False,False,True,True,True,True,True,True,20,1,9718103,31.29, 0.36, 0:02.23, 1416, 504 , 228.76 , 7712.78
1002,True,False,False,False,True,False,True,True,60,5,15471893,38.91, 0.56, 0:03.81, 1034, 504 , 133.21 , 12279.28
1003,False,False,False,True,True,True,False,False,20,9,8959552,50.46, 0.54, 0:04.62, 1102, 504 , 109.63 , 7110.76
1004,False,False,True,False,False,True,True,False,20,9,9628845,42.55, 0.47, 0:03.70, 1160, 504 , 137.25 , 7641.94
1005,True,False,False,True,False,True,False,False,20,1,8470682,29.29, 0.34, 0:01.94, 1521, 504 , 262.60 , 6722.76
1006,False,False,False,False,False,True,True,False,60,5,9020689,33.51, 0.40, 0:03.36, 1009, 504 , 151.31 , 7159.28
1007,True,False,False,True,False,True,False,False,20,5,8384241,37.03, 0.36, 0:03.65, 1024, 504 , 139.15 , 6654.16
1008,True,False,False,False,True,False,False,False,20,1,14791878,31.67, 0.39, 0:02.25, 1421, 504 , 226.46 , 11739.59
1009,False,False,True,True,False,False,True,True,40,9,17221565,48.04, 0.58, 0:04.25, 1141, 504 , 119.42 , 13667.91
1010,False,False,False,False,False,True,True,False,60,1,9033164,29.63, 0.34, 0:02.00, 1496, 504 , 254.87 , 7169.18
101,False,False,True,False,False,True,True,True,40,9,9629379,39.95, 0.39, 0:03.78, 1066, 504 , 134.40 , 7642.36
1011,False,False,False,True,True,True,False,False,20,1,9072729,28.76, 0.31, 0:01.89, 1534, 504 , 270.11 , 7200.58
1012,False,False,True,False,False,True,True,False,20,1,9665644,30.20, 0.36, 0:02.14, 1427, 504 , 239.00 , 7671.15
1013,True,False,False,False,True,False,False,False,20,5,14513979,43.39, 0.52, 0:04.18, 1049, 504 , 121.43 , 11519.03
1014,True,False,False,True,False,True,False,False,20,9,8371518,47.46, 0.48, 0:04.38, 1093, 504 , 115.77 , 6644.06
1015,True,False,False,True,False,True,True,True,40,1,8460782,27.47, 0.35, 0:01.78, 1557, 504 , 286.79 , 6714.91
1016,True,False,True,False,True,True,False,True,40,1,9172329,26.74, 0.33, 0:01.84, 1465, 504 , 277.76 , 7279.63
1017,True,False,True,False,False,False,True,True,20,9,15620327,43.23, 0.48, 0:04.01, 1089, 504 , 126.77 , 12397.08
1018,True,False,False,True,False,True,True,True,40,5,8415851,32.21, 0.38, 0:03.12, 1044, 504 , 162.84 , 6679.25
1019,True,False,True,False,False,False,True,True,20,5,15724928,38.53, 0.49, 0:03.92, 994, 504 , 129.67 , 12480.10
1020,True,False,True,False,False,True,False,False,20,1,9181954,27.79, 0.27, 0:01.85, 1517, 504 , 277.32 , 7287.27
102,False,False,False,True,False,False,False,False,60,9,16379720,55.78, 0.63, 0:05.15, 1094, 504 , 98.38 , 12999.78
1021,True,False,False,False,True,False,False,False,40,1,15529707,32.09, 0.56, 0:02.38, 1368, 504 , 214.16 , 12325.16
1022,False,False,False,False,True,True,True,False,40,1,9029259,25.62, 0.30, 0:01.59, 1629, 504 , 322.61 , 7166.08
1023,True,False,False,True,False,True,True,True,40,9,8417804,38.31, 0.33, 0:03.45, 1117, 504 , 146.89 , 6680.80
1024,True,False,True,False,True,True,False,True,40,9,9078027,47.76, 0.47, 0:04.62, 1043, 504 , 109.88 , 7204.78
1025,False,False,False,False,True,True,True,False,40,5,9020785,35.07, 0.41, 0:03.36, 1053, 504 , 150.93 , 7159.35
1026,False,False,True,True,True,True,True,True,20,9,9654301,41.31, 0.38, 0:03.70, 1124, 504 , 137.24 , 7662.14
1027,True,False,True,False,True,True,False,True,40,5,9102865,39.33, 0.43, 0:03.97, 1000, 504 , 127.95 , 7224.50
1028,False,False,False,False,True,True,True,False,40,9,9012777,42.15, 0.36, 0:03.71, 1145, 504 , 136.85 , 7153.00
1029,False,False,True,False,True,False,True,True,60,5,17499366,43.17, 0.61, 0:04.26, 1026, 504 , 119.31 , 13888.39
1030,True,False,False,False,False,False,False,False,60,1,15702182,31.63, 0.36, 0:02.56, 1247, 504 , 199.14 , 12462.05
103,True,False,False,True,False,True,False,True,20,5,8363229,36.06, 0.31, 0:03.75, 968, 504 , 135.35 , 6637.48
1031,False,False,True,True,False,True,False,True,60,5,9625522,37.01, 0.45, 0:04.00, 936, 504 , 127.06 , 7639.30
1032,False,False,True,False,True,False,True,True,60,1,17835254,33.47, 0.46, 0:02.76, 1227, 504 , 184.92 , 14154.96
1033,True,False,False,False,False,False,False,False,60,5,15361403,42.93, 0.83, 0:04.32, 1012, 504 , 117.52 , 12191.59
1034,True,False,True,False,False,False,True,True,20,1,15945817,34.10, 0.40, 0:02.56, 1343, 504 , 198.89 , 12655.41
1035,True,False,False,False,False,False,False,False,60,9,15256506,54.62, 0.57, 0:05.06, 1089, 504 , 100.19 , 12108.34
1036,True,False,False,True,True,False,False,True,40,5,15301917,43.33, 0.50, 0:04.19, 1045, 504 , 121.12 , 12144.38
1037,False,False,True,True,False,False,False,True,40,1,17704132,36.74, 0.46, 0:02.88, 1289, 504 , 177.00 , 14050.90
1038,True,False,False,True,True,False,False,True,40,1,15692637,31.97, 0.51, 0:02.42, 1341, 504 , 210.97 , 12454.47
1039,False,False,True,True,False,False,False,True,60,9,17291791,57.76, 0.56, 0:05.44, 1070, 504 , 93.19 , 13723.64
1040,True,False,False,False,False,False,True,True,60,1,15788879,29.87, 0.55, 0:02.43, 1247, 504 , 209.60 , 12530.86
104,True,False,True,False,False,False,True,True,60,9,16476380,44.05, 0.74, 0:04.34, 1030, 504 , 117.00 , 13076.49
1041,True,False,False,True,True,False,False,True,20,9,14519908,51.89, 0.51, 0:04.77, 1098, 504 , 106.33 , 11523.74
1042,False,False,True,False,True,True,True,True,60,9,9634413,41.19, 0.48, 0:03.82, 1090, 504 , 133.11 , 7646.36
1043,True,False,True,False,False,False,False,True,60,9,16415564,51.97, 0.67, 0:05.16, 1019, 504 , 98.38 , 13028.23
1044,True,False,False,False,False,False,True,True,60,5,15475839,39.83, 0.45, 0:03.83, 1050, 504 , 132.66 , 12282.41
1045,False,False,True,False,True,False,True,True,20,9,16456425,44.59, 0.53, 0:04.19, 1075, 504 , 121.21 , 13060.65
1046,True,False,False,False,False,False,True,True,60,9,15378439,40.73, 0.52, 0:03.91, 1053, 504 , 129.91 , 12205.11
1047,True,False,True,False,False,False,False,False,20,1,15878486,31.74, 0.42, 0:02.37, 1353, 504 , 215.01 , 12601.97
1048,False,False,True,False,True,False,True,True,20,5,16565558,38.27, 0.57, 0:04.07, 953, 504 , 124.84 , 13147.27
1049,False,False,False,True,True,True,False,False,40,9,8959552,50.52, 0.45, 0:04.68, 1087, 504 , 108.21 , 7110.76
1050,False,False,False,False,True,True,True,False,20,9,9012777,42.67, 0.38, 0:03.77, 1139, 504 , 134.56 , 7153.00
105,True,False,False,True,False,True,False,True,20,9,8355119,47.33, 0.38, 0:04.36, 1094, 504 , 116.37 , 6631.05
1051,False,False,True,True,True,True,True,True,40,5,9672344,34.83, 0.41, 0:03.53, 997, 504 , 143.97 , 7676.46
1052,True,False,False,True,False,True,False,False,40,1,8470682,28.37, 0.26, 0:01.98, 1440, 504 , 257.03 , 6722.76
1053,False,False,True,True,True,True,True,True,40,1,9718103,26.21, 0.32, 0:01.71, 1551, 504 , 300.13 , 7712.78
1054,False,False,False,True,False,False,False,False,40,9,16219621,54.77, 0.54, 0:05.05, 1093, 504 , 100.28 , 12872.72
1055,False,False,False,True,True,True,False,False,40,1,9072729,31.91, 0.37, 0:02.16, 1492, 504 , 236.15 , 7200.58
1056,True,False,False,True,False,True,False,False,40,5,8384241,39.18, 0.38, 0:03.75, 1053, 504 , 135.20 , 6654.16
1057,True,False,False,False,True,False,False,False,40,5,15194691,42.97, 0.59, 0:04.15, 1049, 504 , 122.33 , 12059.28
1058,False,False,False,True,True,True,False,False,40,5,8977915,40.11, 0.44, 0:03.94, 1029, 504 , 128.88 , 7125.33
1059,True,False,False,False,True,False,False,False,40,9,15092929,55.21, 0.52, 0:05.01, 1111, 504 , 101.19 , 11978.52
1060,True,False,False,True,False,True,False,False,40,9,8371518,47.37, 0.43, 0:04.38, 1089, 504 , 115.55 , 6644.06
106,False,False,True,False,False,True,False,True,60,5,9594028,39.03, 0.49, 0:04.17, 947, 504 , 121.79 , 7614.31
1061,False,False,False,True,False,False,True,False,20,1,16024814,31.78, 0.50, 0:02.38, 1355, 504 , 214.53 , 12718.11
1062,True,False,True,False,True,True,False,True,60,5,9102865,38.47, 0.47, 0:03.91, 994, 504 , 129.73 , 7224.50
1063,True,False,False,True,False,True,True,True,60,1,8460782,28.75, 0.35, 0:01.86, 1557, 504 , 273.72 , 6714.91
1064,False,False,True,False,True,False,False,False,20,1,16752063,35.12, 0.49, 0:02.72, 1308, 504 , 187.55 , 13295.29
1065,False,False,True,True,False,False,True,True,40,5,17345166,39.65, 0.43, 0:04.04, 991, 504 , 125.73 , 13766.00
1066,True,False,False,True,False,True,True,True,60,5,8415851,34.26, 0.34, 0:03.11, 1112, 504 , 163.45 , 6679.25
1067,True,False,True,False,True,True,False,True,60,1,9172329,26.59, 0.33, 0:01.75, 1533, 504 , 292.53 , 7279.63
1068,True,False,True,False,False,False,True,True,40,9,16320331,44.86, 0.49, 0:04.16, 1088, 504 , 122.05 , 12952.64
1069,True,False,False,False,True,False,False,False,60,1,15700470,32.72, 0.52, 0:02.63, 1262, 504 , 193.97 , 12460.69
1070,False,False,False,False,True,True,True,False,20,1,9029259,29.60, 0.38, 0:02.02, 1481, 504 , 252.54 , 7166.08
107,False,False,True,False,False,True,True,True,40,1,9664950,31.84, 0.28, 0:02.24, 1433, 504 , 228.29 , 7670.60
