,configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,frames,cpu,fps,kbs,etime,size
0,1,True,False,False,True,True,False,True,True,20.0,9.0,2000,615.4,1072.464,358.05000000000007,1.8729999999999998,2986718.0
1,1001,False,False,True,True,True,True,True,True,20.0,1.0,2000,609.8,1203.259,617.8199999999999,1.6740000000000002,5153651.0
2,1002,True,False,False,False,True,False,True,True,60.0,5.0,2000,553.6,1039.663,411.41,1.932,3431869.0
3,1003,False,False,False,True,True,True,False,False,20.0,9.0,2000,549.1,623.8120000000001,465.93,3.213,3886636.0
4,1004,False,False,True,False,False,True,True,False,20.0,9.0,2000,575.3,878.423,519.3500000000001,2.2920000000000003,4332254.0
5,1005,True,False,False,True,False,True,False,False,20.0,1.0,2000,656.2,1448.7620000000002,496.3,1.386,4139973.0
6,1006,False,False,False,False,False,True,True,False,60.0,5.0,2000,550.8,976.8789999999999,466.66999999999996,2.054,3892801.0
7,1007,True,False,False,True,False,True,False,False,20.0,5.0,2000,537.1,839.506,457.98999999999995,2.3880000000000003,3820386.0
8,1008,True,False,False,False,True,False,False,False,20.0,1.0,2000,575.5,1274.98,405.17999999999995,1.575,3379896.0
9,1009,False,False,True,True,False,False,True,True,40.0,9.0,2000,563.8,878.308,469.91999999999996,2.292,3919876.0
10,1010,False,False,False,False,False,True,True,False,60.0,1.0,2000,626.3,1283.6430000000003,501.83000000000004,1.5630000000000002,4186084.0
11,101,False,False,True,False,False,True,True,True,40.0,9.0,2000,572.5,874.6629999999999,518.2700000000001,2.3,4323264.0
12,1011,False,False,False,True,True,True,False,False,20.0,1.0,2000,638.6,1321.276,516.55,1.519,4308910.0
13,1012,False,False,True,False,False,True,True,False,20.0,1.0,2000,604.2,1185.373,597.6000000000001,1.6989999999999998,4984942.0
14,1013,True,False,False,False,True,False,False,False,20.0,5.0,2000,521.4,781.365,361.39,2.5660000000000003,3014560.0
15,1014,True,False,False,True,False,True,False,False,20.0,9.0,2000,551.1,667.64,449.0400000000001,3.0040000000000004,3745757.0
16,1015,True,False,False,True,False,True,True,True,40.0,1.0,2000,655.6,1453.805,496.3,1.382,4139973.0
17,1016,True,False,True,False,True,True,False,True,40.0,1.0,2000,619.8,1312.6209999999999,581.5599999999998,1.534,4851202.0
18,1017,True,False,True,False,False,False,True,True,20.0,9.0,2000,578.3,960.9559999999999,405.51000000000005,2.0989999999999998,3382649.0
19,1018,True,False,False,True,False,True,True,True,40.0,5.0,2000,568.6,1100.241,459.93999999999994,1.825,3836701.0
20,1019,True,False,True,False,False,False,True,True,20.0,5.0,2000,538.5,999.6859999999999,429.38,2.016,3581778.0
21,1020,True,False,True,False,False,True,False,False,20.0,1.0,2000,616.1,1295.914,581.2299999999999,1.5550000000000002,4848432.0
22,102,False,False,False,True,False,False,False,False,60.0,9.0,2000,523.1,549.678,416.5,3.649,3474330.0
23,1021,True,False,False,False,True,False,False,False,40.0,1.0,2000,548.0,1143.081,453.08000000000004,1.759,3779426.0
24,1022,False,False,False,False,True,True,True,False,40.0,1.0,2000,629.8,1306.4800000000002,500.63,1.5349999999999997,4176083.0
25,1023,True,False,False,True,False,True,True,True,40.0,9.0,2000,606.2,997.859,452.43999999999994,2.01,3774133.0
26,1024,True,False,True,False,True,True,False,True,40.0,9.0,2000,545.7,633.8979999999999,495.16999999999996,3.1689999999999996,4130556.0
27,1025,False,False,False,False,True,True,True,False,40.0,5.0,2000,547.8,982.893,466.56000000000006,2.0399999999999996,3891896.0
28,1026,False,False,True,True,True,True,True,True,20.0,9.0,2000,573.2,867.673,533.54,2.315,4450588.0
29,1027,True,False,True,False,True,True,False,True,40.0,5.0,2000,530.1,786.171,514.2,2.554,4289316.0
30,1028,False,False,False,False,True,True,True,False,40.0,9.0,2000,586.9,918.7719999999999,459.13,2.184,3829921.0
31,1029,False,False,True,False,True,False,True,True,60.0,5.0,2000,509.1,801.5419999999999,505.39000000000004,2.5119999999999996,4215787.0
32,1030,True,False,False,False,False,False,False,False,60.0,1.0,2000,536.7,1050.0839999999998,468.82,1.9140000000000001,3910745.0
33,103,True,False,False,True,False,True,False,True,20.0,5.0,2000,536.7,857.1450000000001,457.56000000000006,2.3389999999999995,3816852.0
34,1031,False,False,True,True,False,True,False,True,60.0,5.0,2000,526.2,740.134,546.26,2.717,4556760.0
35,1032,False,False,True,False,True,False,True,True,60.0,1.0,2000,494.9,791.53,583.3500000000001,2.541,4866148.0
36,1033,True,False,False,False,False,False,False,False,60.0,5.0,2000,508.4,721.9649999999999,409.40999999999997,2.7809999999999997,3415192.0
37,1034,True,False,True,False,False,False,True,True,20.0,1.0,2000,530.8,1064.3560000000002,491.26000000000005,1.8940000000000001,4097911.0
38,1035,True,False,False,False,False,False,False,False,60.0,9.0,2000,523.8,572.355,392.14,3.5059999999999993,3271141.0
39,1036,True,False,False,True,True,False,False,True,40.0,5.0,2000,513.6,736.4019999999999,403.08,2.725,3362334.0
40,1037,False,False,True,True,False,False,False,True,40.0,1.0,2000,503.1,848.868,580.58,2.3679999999999994,4842970.0
41,1038,True,False,False,True,True,False,False,True,40.0,1.0,2000,550.4,1132.33,462.4700000000001,1.7739999999999998,3857742.0
42,1039,False,False,True,True,False,False,False,True,60.0,9.0,2000,511.5,519.896,477.2700000000001,3.8609999999999998,3981221.0
43,1040,True,False,False,False,False,False,True,True,60.0,1.0,2000,535.9,1054.62,468.82,1.905,3910745.0
44,104,True,False,True,False,False,False,True,True,60.0,9.0,2000,561.4,887.7880000000001,457.33000000000004,2.2660000000000005,3814853.0
45,1041,True,False,False,True,True,False,False,True,20.0,9.0,2000,530.5,617.29,355.23,3.247,2963222.0
46,1042,False,False,True,False,True,True,True,True,60.0,9.0,2000,571.4,877.344,518.1099999999999,2.292,4321885.0
47,1043,True,False,True,False,False,False,False,True,60.0,9.0,2000,508.9,526.5089999999999,452.3,3.818,3772917.0
48,1044,True,False,False,False,False,False,True,True,60.0,5.0,2000,552.0,1010.747,411.0299999999999,1.9909999999999997,3428695.0
49,1045,False,False,True,False,True,False,True,True,20.0,9.0,2000,572.6,903.1960000000001,422.55,2.231,3524776.0
50,1046,True,False,False,False,False,False,True,True,60.0,9.0,2000,587.9,965.115,394.92999999999995,2.082,3294342.0
51,1047,True,False,True,False,False,False,False,False,20.0,1.0,2000,531.5,1084.352,491.26000000000005,1.857,4097911.0
52,1048,False,False,True,False,True,False,True,True,20.0,5.0,2000,528.3,921.396,446.18999999999994,2.185,3722004.0
53,1049,False,False,False,True,True,True,False,False,40.0,9.0,2000,550.0,622.314,465.93,3.2199999999999998,3886636.0
54,1050,False,False,False,False,True,True,True,False,20.0,9.0,2000,585.8,925.0070000000002,459.13,2.168,3829921.0
55,105,True,False,False,True,False,True,False,True,20.0,9.0,2000,552.1,662.679,448.59,3.025,3741947.0
56,1051,False,False,True,True,True,True,True,True,40.0,5.0,2000,539.7,935.0039999999999,549.6900000000002,2.15,4585335.0
57,1052,True,False,False,True,False,True,False,False,40.0,1.0,2000,655.9,1463.916,496.3,1.3699999999999999,4139973.0
58,1053,False,False,True,True,True,True,True,True,40.0,1.0,2000,611.2,1218.562,617.8199999999999,1.6509999999999998,5153651.0
59,1054,False,False,False,True,False,False,False,False,40.0,9.0,2000,528.8,564.2499999999999,406.19999999999993,3.557,3388378.0
60,1055,False,False,False,True,True,True,False,False,40.0,1.0,2000,633.1,1280.0430000000001,516.55,1.5699999999999998,4308910.0
