id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,95,4,41,100,42,200
1,20,98,85,86,109,41
2,20,45,46,41,41,100
3,0,63,38,91,46,41
4,62,63,85,42,62,104
5,25,12,103,102,108,17
6,35,48,42,105,85,85
7,1,2,64,103,100,45
8,1,1,1,100,79,105
9,1,0,16,1,85,83
10,1,13,102,85,83,97
11,83,28,41,46,109,100
12,1,41,43,42,103,109
13,100,62,100,103,85,100
14,46,4,1,101,109,100
15,91,4,23,101,63,83
16,0,67,100,46,41,83
17,83,100,41,105,97,46
18,41,41,20,46,46,41
19,3,38,41,37,101,105
20,29,43,109,5,189,38
21,0,109,41,25,83,48
22,53,41,92,41,41,41
23,35,46,83,45,85,103
24,4,41,85,98,41,83
25,1,53,83,83,101,42
26,41,16,83,41,101,100
27,1,41,41,100,100,41
28,4,48,49,100,46,85
29,0,42,85,62,84,42
30,83,25,48,53,108,86
31,4,12,109,91,104,41
32,4,91,16,46,100,41
33,1,95,41,1,46,91
34,20,41,38,41,43,74
35,5,100,104,109,84,100
36,14,43,41,91,41,42
37,85,41,100,38,62,100
38,78,1,25,83,104,41
39,0,12,42,103,109,105
40,1,41,83,41,1,20
41,172,62,100,91,100,46
42,1,41,56,1,42,41
43,41,4,41,71,83,100
44,41,104,100,46,97,200
45,41,100,3,42,4,108
46,4,42,41,42,102,46
47,4,26,109,42,109,103
48,41,23,85,46,41,109
49,34,41,100,42,103,104
50,4,91,56,42,100,97
51,4,46,49,41,98,95
52,1,2,41,38,100,93
53,41,56,41,104,100,42
54,105,52,42,41,100,67
55,1,17,41,41,68,200
56,105,75,49,42,41,100
57,3,31,46,41,42,108
58,41,100,101,42,100,104
59,41,24,4,103,102,104
60,9,41,17,103,41,42
61,20,42,45,43,100,42
62,74,0,4,42,100,98
63,2,62,109,83,41,92
64,0,41,41,42,98,100
65,12,100,41,101,85,42
66,1,48,42,83,100,41
67,31,41,100,41,41,41
68,20,42,12,112,25,83
69,62,83,64,43,104,83
70,4,12,41,41,100,100
71,2,16,46,100,97,100
72,1,43,108,100,108,103
73,69,1,92,85,102,103
74,104,46,102,100,41,103
75,91,100,87,85,105,100
76,98,39,85,46,90,42
77,17,96,41,41,102,98
78,48,42,46,92,100,100
79,23,62,102,100,97,189
80,46,41,41,104,94,41
81,41,41,86,108,100,41
82,64,41,83,100,41,100
83,41,62,41,48,101,48
84,4,38,101,108,41,83
85,4,100,48,91,101,41
86,54,41,83,104,4,100
87,6,62,101,97,43,104
88,4,41,83,83,95,41
89,1,59,103,41,100,42
90,2,41,41,100,85,97
91,1,42,1,102,42,100
92,2,83,85,42,103,104
93,2,43,41,79,100,101
94,4,62,100,20,103,100
95,2,15,100,4,83,20
96,4,75,41,102,100,91
97,1,84,83,20,103,101
98,1,130,42,100,103,100
99,0,100,41,101,42,100
100,42,98,34,42,100,101
101,1,41,8,83,1,104
102,1,85,41,17,41,103
103,85,106,45,71,41,91
104,4,46,91,101,74,108
105,38,104,48,41,200,46
106,42,1,4,100,97,102
107,1,41,100,46,3,100
108,1,100,46,41,41,105
109,41,48,101,85,95,83
110,41,91,97,41,46,100
111,1,20,42,25,25,4
112,41,49,100,48,95,41
113,1,83,100,41,41,100
114,1,41,6,48,41,98
115,2,100,62,85,100,41
116,100,4,64,100,60,100
117,4,1,100,42,100,42
118,3,41,83,48,41,103
119,16,83,83,100,92,108
120,94,80,98,101,100,95
121,32,41,84,41,41,100
122,3,1,108,41,83,47
123,41,41,48,42,71,41
124,1,13,4,42,41,100
125,4,4,41,46,46,83
126,41,41,42,100,200,85
127,4,41,42,41,85,97
128,12,41,41,46,85,46
129,1,46,1,42,83,42
130,83,97,45,41,50,108
131,100,46,46,100,48,112
132,1,1,1,46,101,103
133,42,13,9,42,95,103
134,1,97,1,95,52,85
135,4,38,42,100,45,103
136,5,2,41,83,85,85
137,1,83,95,25,100,41
138,1,17,108,41,83,42
139,4,42,95,85,100,104
140,91,100,42,104,42,103
141,10,64,63,101,100,104
142,13,1,4,3,43,100
143,38,62,42,109,41,62
144,12,109,101,108,100,48
145,2,73,112,95,100,45
146,0,102,68,31,95,103
147,41,25,41,101,41,83
148,41,167,62,42,47,100
149,101,3,100,100,200,83
150,62,62,68,83,112,100
151,38,105,75,45,100,25
152,1,46,12,42,1,100
153,0,35,12,103,100,41
154,4,12,100,42,46,100
155,1,48,41,42,98,100
156,12,104,42,41,42,100
157,4,39,4,41,46,83
158,1,41,84,89,42,100
159,81,41,104,103,52,97
160,83,62,6,100,7,46
161,41,100,41,64,4,95
162,12,48,42,62,62,101
163,95,38,50,41,42,106
164,46,200,103,4,65,46
165,41,50,41,98,42,100
166,83,101,17,25,83,104
167,6,98,42,42,100,83
168,100,97,41,41,100,85
169,62,41,42,83,83,83
170,62,97,41,41,103,98
171,1,64,100,109,104,100
172,41,71,40,68,63,107
173,83,107,85,75,103,100
174,59,4,41,83,41,41
175,42,41,43,100,102,100
176,41,100,83,19,4,101
177,41,41,5,42,100,41
178,11,38,109,104,83,100
179,41,42,85,62,41,41
180,18,42,12,95,100,97
181,41,103,38,12,42,42
182,83,53,71,103,64,97
183,1,4,42,41,46,104
184,15,38,46,112,41,101
185,68,41,63,85,103,41
186,42,46,12,43,100,104
187,41,48,100,41,47,112
188,15,4,15,62,41,41
189,83,41,104,25,100,85
190,0,4,46,97,83,16
191,41,4,42,41,100,41
192,9,23,83,46,100,62
193,48,86,1,41,100,83
194,4,41,41,41,100,96
195,75,41,42,103,42,43
196,46,100,103,100,41,101
197,1,41,85,41,41,108
198,4,12,41,62,104,100
199,12,43,42,43,41,42
200,4,8,83,43,3,100
201,8,94,17,41,100,101
202,12,38,92,104,42,108
203,4,4,42,43,85,101
204,3,41,100,42,41,85
205,1,41,100,41,41,41
206,101,8,200,43,41,103
207,95,41,84,100,103,103
208,1,42,41,46,100,46
209,1,41,71,85,103,101
210,17,4,41,4,100,103
211,16,3,35,62,42,75
212,2,1,42,58,39,101
213,95,12,42,41,109,100
214,1,83,102,41,85,42
215,1,41,39,42,65,102
216,38,1,100,46,109,102
217,6,12,17,96,41,41
218,47,42,100,103,101,100
219,3,100,41,83,100,100
220,4,100,16,41,41,100
221,43,49,41,100,100,100
222,38,41,98,41,98,83
223,150,43,47,85,112,42
224,41,5,101,41,100,101
225,41,46,103,48,102,71
226,1,3,100,4,43,100
227,65,104,83,83,100,85
228,13,100,83,41,103,100
229,13,41,41,100,41,103
230,14,4,41,64,101,101
231,100,4,41,71,91,46
232,4,14,43,95,83,41
233,42,105,42,83,100,98
234,2,41,42,41,98,95
235,41,41,41,42,46,100
236,4,1,46,23,105,46
237,41,86,102,41,109,100
238,7,98,42,100,46,43
239,9,100,100,100,100,101
240,4,100,43,103,58,95
241,67,83,42,100,83,104
242,91,43,108,84,98,103
243,2,62,62,41,100,41
244,4,17,42,41,95,101
245,83,4,26,39,100,102
246,1,49,100,46,100,102
247,4,12,41,41,103,62
248,0,38,53,105,42,98
249,42,42,42,100,43,112
250,38,76,46,41,85,56
251,41,38,98,41,41,100
252,4,41,103,100,42,100
253,3,25,101,42,41,100
254,25,100,41,100,83,100
255,14,48,3,101,41,25
256,1,4,92,42,43,42
257,91,41,106,41,42,46
258,3,109,41,62,85,100
259,4,12,62,103,41,100
260,19,17,100,4,85,76
261,12,96,108,62,108,100
262,1,20,84,104,41,200
263,103,100,83,46,83,100
264,61,100,4,89,41,100
265,83,41,42,41,83,41
266,71,23,41,62,100,83
267,100,1,25,84,85,42
268,41,1,41,84,96,94
269,83,3,100,91,83,98
270,97,49,67,104,46,41
271,4,42,106,71,101,100
272,8,43,62,41,100,100
273,1,41,42,41,100,85
274,1,42,41,101,103,105
275,4,42,83,41,41,103
276,41,42,41,41,85,100
277,62,91,41,42,103,98
278,13,42,104,64,41,101
279,101,41,41,106,41,42
280,1,101,189,38,106,83
281,178,39,42,85,41,42
282,4,25,38,91,41,100
283,49,69,41,85,100,41
284,1,100,83,64,84,42
285,62,46,62,41,104,108
286,2,52,84,83,200,100
287,4,76,4,48,46,42
288,38,41,41,105,100,108
289,4,42,42,100,56,102
290,1,91,17,42,42,72
291,46,12,17,167,41,62
292,12,41,17,109,41,62
293,12,9,95,95,41,43
294,4,56,43,87,94,85
295,12,41,70,100,41,101
296,56,4,43,103,41,100
297,74,62,41,104,100,46
298,46,109,91,29,100,48
299,6,69,4,41,83,100
300,3,42,91,104,104,100
301,41,41,85,100,42,101
302,25,48,41,46,41,97
303,41,42,83,100,83,98
304,1,98,12,83,42,103
305,0,4,4,12,46,42
306,42,37,41,100,23,101
307,4,85,41,112,91,42
308,2,85,41,42,41,104
309,41,65,41,65,41,100
310,83,82,100,82,112,100
311,46,62,41,83,41,42
312,0,76,42,41,91,43
313,12,93,48,41,103,101
314,34,64,10,41,85,100
315,100,24,12,200,104,41
316,35,4,46,91,100,109
317,12,25,43,100,101,85
318,3,46,91,98,91,103
319,4,100,41,4,100,85
320,1,100,41,42,42,42
321,17,85,50,42,43,83
322,4,1,83,200,100,100
323,70,41,56,100,95,91
324,83,1,41,83,100,83
325,25,63,49,100,64,104
326,3,48,46,41,12,46
327,38,15,100,41,41,100
328,67,40,27,42,102,43
329,42,100,100,41,100,102
330,12,56,41,100,41,41
331,8,16,46,100,100,100
332,2,91,50,4,41,85
333,38,3,46,46,46,46
334,1,48,85,42,41,103
335,32,42,49,41,42,12
336,41,4,38,25,67,108
337,4,62,71,46,83,56
338,4,41,25,25,46,100
339,80,41,41,100,200,25
340,49,41,101,85,85,100
341,56,42,100,95,98,41
342,46,100,42,17,100,41
343,42,69,83,85,100,41
344,41,96,100,49,48,100
345,4,71,79,200,42,98
346,41,100,102,100,23,62
