,configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,frames,cpu,fps,kbs,etime,size
0,1,True,False,False,True,True,False,True,True,20.0,9.0,500,2244.7,117.86799999999998,2910.25,4.306,7275621.0
1,1001,False,False,True,True,True,True,True,True,20.0,1.0,500,2253.5,158.761,4267.020000000001,3.196,10667540.0
2,1002,True,False,False,False,True,False,True,True,60.0,5.0,500,1761.1,122.41600000000001,2945.6899999999996,4.1290000000000004,7364214.0
3,1003,False,False,False,True,True,True,False,False,20.0,9.0,500,2080.0,82.918,3418.5700000000006,6.085,8546415.0
4,1004,False,False,True,False,False,True,True,False,20.0,9.0,500,2353.8,117.78899999999999,3761.3200000000006,4.321,9403299.0
5,1005,True,False,False,True,False,True,False,False,20.0,1.0,500,2270.5,158.094,3543.5199999999995,3.2019999999999995,8858799.0
6,1006,False,False,False,False,False,True,True,False,60.0,5.0,500,2298.3,135.565,3293.9800000000005,3.7339999999999995,8234949.0
7,1007,True,False,False,True,False,True,False,False,20.0,5.0,500,2164.7,116.21300000000001,3336.88,4.359,8342195.0
8,1008,True,False,False,False,True,False,False,False,20.0,1.0,500,1818.1,158.517,2884.7,3.1930000000000005,7211742.0
9,1009,False,False,True,True,False,False,True,True,40.0,9.0,500,2109.9,109.25699999999999,3628.81,4.646,9072036.0
10,1010,False,False,False,False,False,True,True,False,60.0,1.0,500,2252.8,151.86399999999998,3395.7600000000007,3.3299999999999996,8489401.0
11,101,False,False,True,False,False,True,True,True,40.0,9.0,500,2340.1,115.57000000000001,3768.15,4.379,9420381.0
12,1011,False,False,False,True,True,True,False,False,20.0,1.0,500,2240.1,162.13400000000001,3608.2399999999993,3.1380000000000003,9020599.0
13,1012,False,False,True,False,False,True,True,False,20.0,1.0,500,2221.5,164.88299999999998,3998.06,3.0900000000000007,9995139.0
14,1013,True,False,False,False,True,False,False,False,20.0,5.0,500,1939.7,120.301,2779.64,4.215,6949090.0
15,1014,True,False,False,True,False,True,False,False,20.0,9.0,500,2138.5,89.446,3281.15,5.651000000000001,8202871.0
16,1015,True,False,False,True,False,True,True,True,40.0,1.0,500,2238.2,157.093,3545.9800000000005,3.229,8864958.0
17,1016,True,False,True,False,True,True,False,True,40.0,1.0,500,2196.2,168.636,3898.2699999999995,3.0069999999999992,9745679.0
18,1017,True,False,True,False,False,False,True,True,20.0,9.0,500,2186.7,117.503,3198.36,4.317,7995893.0
19,1018,True,False,False,True,False,True,True,True,40.0,5.0,500,2320.3,141.827,3370.72,3.598,8426800.0
20,1019,True,False,True,False,False,False,True,True,20.0,5.0,500,1987.5,141.38400000000001,3247.39,3.5869999999999997,8118472.0
21,1020,True,False,True,False,False,True,False,False,20.0,1.0,500,2201.6,168.042,3882.8000000000006,3.0229999999999997,9706998.0
22,102,False,False,False,True,False,False,False,False,60.0,9.0,500,1847.3,83.05,3135.2,6.063999999999999,7838000.0
23,1021,True,False,False,False,True,False,False,False,40.0,1.0,500,1643.1,142.225,3016.45,3.5760000000000005,7541127.0
24,1022,False,False,False,False,True,True,True,False,40.0,1.0,500,2211.9,156.359,3403.44,3.2489999999999997,8508598.0
25,1023,True,False,False,True,False,True,True,True,40.0,9.0,500,2407.7,112.726,3320.46,4.515,8301162.0
26,1024,True,False,True,False,True,True,False,True,40.0,9.0,500,2053.2,88.957,3640.3200000000006,5.670999999999999,9100799.0
27,1025,False,False,False,False,True,True,True,False,40.0,5.0,500,2264.1,132.84,3305.1400000000003,3.821,8262852.0
28,1026,False,False,True,True,True,True,True,True,20.0,9.0,500,2345.0,107.40599999999999,3987.96,4.76,9969895.0
29,1027,True,False,True,False,True,True,False,True,40.0,5.0,500,2091.4,125.31299999999999,3703.85,4.044,9259629.0
30,1028,False,False,False,False,True,True,True,False,40.0,9.0,500,2341.0,106.675,3258.4000000000005,4.747000000000001,8145996.0
31,1029,False,False,True,False,True,False,True,True,60.0,5.0,500,1833.6,119.23999999999998,3585.45,4.256,8963637.0
32,1030,True,False,False,False,False,False,False,False,60.0,1.0,500,1543.3,134.156,3024.98,3.7729999999999997,7562460.0
33,103,True,False,False,True,False,True,False,True,20.0,5.0,500,2160.2,114.715,3346.6699999999996,4.412,8366686.0
34,1031,False,False,True,True,False,True,False,True,60.0,5.0,500,2118.5,120.56499999999998,3986.3300000000004,4.2,9965836.0
35,1032,False,False,True,False,True,False,True,True,60.0,1.0,500,1597.2,133.20300000000003,3702.0899999999992,3.807,9255213.0
36,1033,True,False,False,False,False,False,False,False,60.0,5.0,500,1785.7,113.668,2908.3499999999995,4.439,7270868.0
37,1034,True,False,True,False,False,False,True,True,20.0,1.0,500,1829.2,162.03399999999996,3374.4899999999993,3.1279999999999997,8436225.0
38,1035,True,False,False,False,False,False,False,False,60.0,9.0,500,1844.4,88.14,2860.9199999999996,5.715999999999999,7152309.0
39,1036,True,False,False,True,True,False,False,True,40.0,5.0,500,1856.1,111.671,3060.96,4.518,7652408.0
40,1037,False,False,True,True,False,False,False,True,40.0,1.0,500,1740.4,146.103,3838.0,3.4770000000000003,9595002.0
41,1038,True,False,False,True,True,False,False,True,40.0,1.0,500,1726.7,142.52,3205.52,3.561000000000001,8013812.0
42,1039,False,False,True,True,False,False,False,True,60.0,9.0,500,1831.4,83.28099999999999,3625.84,6.052999999999999,9064590.0
43,1040,True,False,False,False,False,False,True,True,60.0,1.0,500,1539.0,132.488,3024.8100000000004,3.819,7562027.0
44,104,True,False,True,False,False,False,True,True,60.0,9.0,500,1993.9,110.26700000000001,3377.0700000000006,4.593999999999999,8442685.0
45,1041,True,False,False,True,True,False,False,True,20.0,9.0,500,1953.9,86.21000000000001,2885.16,5.8469999999999995,7212898.0
46,1042,False,False,True,False,True,True,True,True,60.0,9.0,500,2331.9,114.72999999999999,3803.3599999999997,4.451,9508407.0
47,1043,True,False,True,False,False,False,False,True,60.0,9.0,500,1819.2,90.43499999999999,3340.6699999999996,5.573,8351675.0
48,1044,True,False,False,False,False,False,True,True,60.0,5.0,500,1756.9,127.19000000000001,2924.23,3.9769999999999994,7310571.0
49,1045,False,False,True,False,True,False,True,True,20.0,9.0,500,2188.6,113.623,3342.13,4.46,8355315.0
50,1046,True,False,False,False,False,False,True,True,60.0,9.0,500,2021.6,109.00999999999999,2879.64,4.641,7199093.0
51,1047,True,False,True,False,False,False,False,False,20.0,1.0,500,1782.4,162.53699999999998,3372.5199999999995,3.1260000000000003,8431299.0
52,1048,False,False,True,False,True,False,True,True,20.0,5.0,500,2008.2,131.25199999999998,3392.8,3.8589999999999995,8482002.0
53,1049,False,False,False,True,True,True,False,False,40.0,9.0,500,2075.6,83.305,3418.5700000000006,6.048,8546415.0
54,1050,False,False,False,False,True,True,True,False,20.0,9.0,500,2353.7,108.54100000000001,3258.4000000000005,4.71,8145996.0
55,105,True,False,False,True,False,True,False,True,20.0,9.0,500,2125.4,90.35499999999999,3295.31,5.586,8238274.0
56,1051,False,False,True,True,True,True,True,True,40.0,5.0,500,2248.6,127.46600000000001,4043.0500000000006,3.967,10107621.0
57,1052,True,False,False,True,False,True,False,False,40.0,1.0,500,2333.3,155.92600000000002,3543.5199999999995,3.255,8858799.0
58,1053,False,False,True,True,True,True,True,True,40.0,1.0,500,2254.2,159.18300000000002,4267.020000000001,3.198,10667540.0
59,1054,False,False,False,True,False,False,False,False,40.0,9.0,500,1900.5,87.53,3106.07,5.757,7765169.0
60,1055,False,False,False,True,True,True,False,False,40.0,1.0,500,2278.7,152.455,3608.2399999999993,3.3259999999999996,9020599.0
61,1056,True,False,False,True,False,True,False,False,40.0,5.0,500,2164.0,115.30900000000001,3336.88,4.384,8342195.0
62,1057,True,False,False,False,True,False,False,False,40.0,5.0,500,1862.1,112.25699999999999,2908.23,4.508,7270571.0
63,1058,False,False,False,True,True,True,False,False,40.0,5.0,500,2106.3,108.876,3469.5100000000007,4.6370000000000005,8673764.0
64,1059,True,False,False,False,True,False,False,False,40.0,9.0,500,1896.7,85.292,2858.5800000000004,5.91,7146442.0
65,1060,True,False,False,True,False,True,False,False,40.0,9.0,500,2144.9,91.59,3281.15,5.515,8202871.0
66,106,False,False,True,False,False,True,False,True,60.0,5.0,500,2078.3,124.98800000000001,3796.53,4.052000000000001,9491313.0
67,1061,False,False,False,True,False,False,True,False,20.0,1.0,500,1915.8,153.32000000000002,3125.37,3.304,7813422.0
68,1062,True,False,True,False,True,True,False,True,60.0,5.0,500,2077.5,125.27799999999998,3703.85,4.05,9259629.0
69,1063,True,False,False,True,False,True,True,True,60.0,1.0,500,2286.9,155.85199999999998,3545.9800000000005,3.247,8864958.0
70,1064,False,False,True,False,True,False,False,False,20.0,1.0,500,1888.0,159.25500000000002,3499.4800000000005,3.193,8748703.0
71,1065,False,False,True,True,False,False,True,True,40.0,5.0,500,1932.4,127.821,3682.5800000000004,3.9539999999999997,9206448.0
72,1066,True,False,False,True,False,True,True,True,60.0,5.0,500,2364.6,134.42000000000002,3370.72,3.7689999999999997,8426800.0
73,1067,True,False,True,False,True,True,False,True,60.0,1.0,500,2148.2,171.97,3898.2699999999995,2.955,9745679.0
74,1068,True,False,True,False,False,False,True,True,40.0,9.0,500,2094.6,116.35,3347.04,4.356,8367594.0
75,1069,True,False,False,False,True,False,False,False,60.0,1.0,500,1500.3,130.5,3041.5800000000004,3.8790000000000004,7603961.0
76,1070,False,False,False,False,True,True,True,False,20.0,1.0,500,2247.0,150.89299999999997,3403.44,3.349,8508598.0
77,107,False,False,True,False,False,True,True,True,40.0,1.0,500,2171.3,168.817,4001.71,3.0090000000000003,10004267.0
78,1071,True,False,False,True,False,True,True,True,60.0,9.0,500,2428.1,108.694,3320.46,4.663,8301162.0
79,1072,False,False,False,False,True,True,True,False,20.0,5.0,500,2248.6,129.76600000000002,3305.1400000000003,3.896,8262852.0
80,1073,True,False,True,False,True,True,False,True,60.0,9.0,500,2057.5,89.92499999999998,3640.3200000000006,5.612,9100799.0
81,1074,False,False,True,True,True,True,True,True,40.0,9.0,500,2350.9,116.10900000000001,3987.96,4.392,9969895.0
82,1075,False,False,True,False,True,False,True,True,40.0,5.0,500,1883.7,127.69499999999998,3555.3,3.971999999999999,8888249.0
83,1076,True,False,True,False,False,True,False,False,20.0,5.0,500,2106.6,129.066,3669.4199999999996,3.9330000000000007,9173543.0
84,1077,True,False,True,False,False,False,False,False,20.0,5.0,500,1940.6,120.237,3216.0999999999995,4.2059999999999995,8040240.0
85,1078,False,False,True,False,True,False,True,True,40.0,1.0,500,1703.0,143.378,3670.6999999999994,3.5430000000000006,9176756.0
86,1079,True,False,False,False,False,False,False,False,40.0,1.0,500,1696.1,145.02,2998.37,3.504,7495930.0
87,1080,True,False,True,False,False,False,False,False,20.0,9.0,500,1947.4,94.438,3159.96,5.336999999999999,7899908.0
88,108,False,False,True,False,False,True,False,True,60.0,9.0,500,2083.3,93.84799999999998,3736.19,5.379,9340479.0
89,1081,False,False,False,True,False,False,True,False,20.0,9.0,500,2245.3,111.99099999999999,2976.3300000000004,4.513,7440833.0
90,1082,True,False,False,False,False,False,False,False,40.0,5.0,500,1860.0,114.374,2882.5600000000004,4.423,7206402.0
91,1083,True,False,False,True,True,False,False,True,20.0,5.0,500,1952.4,116.71099999999998,2927.5800000000004,4.335,7318962.0
92,1084,False,False,True,True,False,False,False,True,60.0,1.0,500,1590.8,132.15,3875.4800000000005,3.832,9688703.0
93,1085,True,False,True,False,False,False,True,True,40.0,5.0,500,1878.7,133.82300000000004,3399.2399999999993,3.7929999999999993,8498096.0
94,1086,False,False,True,False,True,False,False,False,20.0,9.0,500,1927.7,87.55499999999999,3307.47,5.763,8268672.0
95,1087,False,False,True,True,False,True,False,True,60.0,1.0,500,2214.8,165.32500000000002,4256.9400000000005,3.078,10642342.0
96,1088,True,False,False,False,False,False,False,False,40.0,9.0,500,1904.1,87.551,2838.45,5.753,7096123.0
97,1089,True,False,False,True,True,False,False,True,20.0,1.0,500,1876.8,150.495,3071.3499999999995,3.371,7678385.0
98,1090,False,False,False,True,False,False,True,False,20.0,5.0,500,2084.6,127.925,3021.14,3.95,7552852.0
99,109,False,False,True,False,False,True,True,True,40.0,5.0,500,2230.4,140.701,3824.3799999999997,3.6019999999999994,9560956.0
100,1091,False,False,True,True,False,False,False,True,60.0,5.0,500,1784.6,107.963,3682.28,4.682,9205706.0
101,1092,True,False,True,False,False,False,True,True,40.0,1.0,500,1652.3,143.637,3528.9899999999993,3.537,8822479.0
102,1093,False,False,True,False,True,False,False,False,20.0,5.0,500,1912.1,116.13000000000002,3361.78,4.353,8404447.0
103,1094,True,False,True,True,True,False,False,False,60.0,5.0,500,1787.0,109.04100000000001,3585.25,4.636,8963130.0
104,1095,False,False,False,False,False,True,True,False,20.0,9.0,500,2379.5,111.006,3246.6699999999996,4.571,8116681.0
105,1096,True,False,True,True,True,False,False,False,60.0,1.0,500,1551.9,135.74200000000002,3772.4899999999993,3.7309999999999994,9431231.0
106,1097,False,False,False,False,False,True,True,False,20.0,5.0,500,2307.5,134.208,3293.9800000000005,3.777,8234949.0
107,1098,True,False,True,False,False,False,False,True,60.0,5.0,500,1754.3,111.81800000000001,3397.8900000000003,4.515,8494730.0
108,1099,True,False,True,True,False,True,True,True,40.0,9.0,500,2369.5,116.35,3834.21,4.3629999999999995,9585525.0
109,1100,False,False,False,True,True,True,True,True,20.0,9.0,500,2342.4,103.648,3435.04,4.869999999999999,8587600.0
110,110,True,False,True,False,False,False,False,False,40.0,5.0,500,1859.8,121.54400000000001,3368.6699999999996,4.159999999999999,8421687.0
111,11,True,False,False,True,True,False,False,True,60.0,5.0,500,1771.8,105.96400000000001,3088.46,4.762,7721139.0
112,1101,True,False,False,False,True,False,True,True,20.0,5.0,500,2043.1,133.641,2792.66,3.8009999999999997,6981648.0
