id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,0,0,0,11,0,33
1,0,32,0,33,0,0
2,2,124,0,0,116,0
3,1,0,0,0,0,33
4,0,77,0,66,55,0
5,2,123,0,0,0,66
6,80,0,0,116,125,0
7,0,0,0,0,0,0
8,39,11,0,99,44,11
9,0,77,0,122,33,0
10,32,44,11,0,0,11
11,0,88,77,0,11,11
12,6,0,116,0,33,114
13,0,0,0,0,33,115
14,0,0,0,33,0,0
15,0,111,11,0,0,135
16,77,22,0,0,0,88
17,0,4,22,0,11,44
18,0,111,33,88,33,33
19,0,0,0,0,0,0
20,179,0,0,22,0,0
21,155,0,33,44,44,0
22,0,0,37,111,0,11
23,38,0,0,110,0,33
24,0,0,110,0,0,110
25,116,0,44,6,0,0
26,0,0,113,11,40,44
27,0,1,0,33,161,0
28,0,88,33,111,115,0
29,33,0,0,0,0,124
30,0,0,40,0,0,0
31,0,0,0,0,0,0
32,39,0,0,117,33,0
33,0,34,0,88,11,33
34,0,0,6,0,0,0
35,0,0,0,55,11,44
36,11,0,22,11,55,11
37,0,0,33,0,0,55
38,0,0,0,0,11,114
39,137,116,0,0,0,22
40,0,0,0,99,11,110
41,111,0,0,77,0,33
42,1,0,120,0,33,124
43,0,0,0,11,0,0
44,0,0,0,0,33,0
45,7,0,0,99,0,0
46,6,138,111,55,33,0
47,0,0,22,0,0,0
48,0,0,0,0,88,55
49,0,0,116,33,77,0
50,1,0,0,0,0,0
51,0,0,22,11,22,111
52,0,0,0,22,117,0
53,2,136,0,33,11,0
54,9,0,0,124,111,0
55,8,0,0,0,0,22
56,0,0,88,66,0,0
57,144,0,0,0,0,11
58,0,0,0,77,0,121
59,0,0,0,0,0,0
60,1,0,0,115,0,11
61,166,3,0,11,11,55
62,110,0,66,88,11,0
63,88,0,0,0,11,33
64,0,77,110,0,0,124
65,1,0,0,99,33,6
66,0,11,0,51,117,116
67,0,0,66,110,124,0
68,0,0,0,0,122,0
69,0,0,0,0,44,0
70,0,33,11,44,44,11
71,4,0,0,0,124,66
72,3,0,0,0,0,0
73,0,0,0,0,0,33
74,1,111,0,0,0,0
75,0,115,39,22,0,55
76,0,0,0,0,33,0
77,3,11,0,0,0,11
78,0,11,11,55,0,33
79,0,0,0,33,114,11
80,32,77,115,0,0,111
81,0,11,11,55,0,33
82,0,0,0,0,55,11
83,32,0,0,0,0,0
84,0,111,125,1,0,0
85,0,88,11,122,99,88
86,0,162,11,0,11,44
87,0,0,44,0,0,0
88,2,55,11,22,0,44
89,0,0,99,33,0,0
90,0,6,0,0,0,0
91,0,0,88,55,0,11
92,3,0,0,0,33,33
93,0,0,33,88,22,117
94,0,0,0,2,0,0
95,0,0,0,116,0,22
96,12,111,118,11,11,33
97,38,99,117,11,11,120
98,1,120,11,22,11,22
99,2,10,48,0,119,33
100,1,0,27,6,7,0
101,0,6,12,0,12,70
102,0,0,0,0,116,0
103,9,0,0,0,44,0
104,77,0,116,0,33,0
105,11,0,0,110,0,0
106,0,37,44,44,0,0
107,118,0,0,0,33,55
108,0,0,111,11,0,0
109,0,66,0,11,115,99
110,0,11,0,0,66,0
111,0,77,1,0,99,124
112,9,0,0,44,0,44
113,0,0,0,0,0,0
114,0,0,0,38,124,0
115,11,111,0,33,11,0
116,5,0,0,0,11,11
117,11,99,116,0,33,77
118,0,0,66,66,77,0
119,0,0,33,22,0,22
120,0,0,0,124,186,122
121,0,0,0,88,110,0
122,0,0,0,0,0,55
123,32,0,0,11,11,11
124,0,0,11,0,0,0
125,0,99,0,0,0,0
126,0,22,0,33,0,0
127,0,0,0,0,0,116
128,7,33,99,0,88,0
129,0,0,11,0,0,0
130,110,0,0,111,111,0
131,0,0,77,44,22,22
132,0,153,0,0,11,0
133,3,0,0,0,11,0
134,0,114,55,0,0,33
135,0,0,0,0,0,33
136,0,0,0,117,22,0
137,0,0,115,0,11,99
138,0,0,0,44,99,122
139,0,0,0,110,0,0
140,0,0,0,0,121,33
141,4,55,0,113,88,0
142,0,0,55,0,114,0
143,111,0,0,11,0,0
144,0,0,11,0,0,124
145,2,0,0,0,0,88
146,1,44,0,0,0,44
147,0,0,0,7,0,33
148,0,0,44,0,0,116
149,6,55,0,0,0,99
150,0,0,0,0,0,0
151,0,0,0,11,44,116
152,6,11,11,0,99,33
153,0,7,0,11,0,44
154,38,32,66,0,0,0
155,0,0,0,0,55,0
156,4,117,0,32,117,116
157,2,0,0,0,0,0
158,0,5,0,11,0,55
159,0,0,0,0,77,11
160,163,88,0,0,33,33
161,0,0,99,110,117,110
162,0,0,77,11,66,11
163,0,55,0,11,66,0
164,0,88,55,111,0,0
165,0,55,110,66,33,0
166,0,0,99,0,99,11
167,0,77,120,0,44,77
168,99,0,0,0,33,0
169,0,0,0,0,0,11
170,0,0,11,110,0,0
171,0,0,0,0,0,124
172,0,0,66,0,0,99
173,0,0,110,0,33,0
174,1,116,0,0,44,44
175,1,32,0,66,0,115
176,3,0,0,0,77,66
177,0,0,0,0,55,0
178,3,0,13,0,0,44
179,4,44,0,0,11,11
180,9,77,0,77,114,0
181,0,88,0,128,0,0
182,123,114,0,0,0,0
183,0,32,0,33,0,11
184,32,6,0,88,125,124
185,0,0,141,122,110,11
186,7,0,0,0,120,0
187,128,111,121,0,0,11
188,0,0,0,32,0,11
189,0,0,77,111,111,0
190,0,0,0,0,0,55
191,0,0,0,0,88,33
192,138,55,0,11,0,0
193,34,121,88,22,0,0
194,0,0,0,0,0,0
195,137,0,0,135,44,0
196,0,0,11,116,33,0
197,0,0,0,11,0,44
198,0,0,0,0,0,77
199,0,55,55,0,0,110
200,0,11,0,0,0,0
201,0,0,32,0,0,0
202,0,99,11,0,116,116
203,0,146,0,0,0,33
204,0,0,0,130,44,0
205,0,32,130,0,11,0
206,0,0,55,55,33,0
207,55,0,116,77,0,0
208,2,123,113,6,0,124
209,0,0,0,0,0,0
210,0,148,129,0,0,117
211,151,0,11,44,0,0
212,0,0,0,0,0,0
213,34,0,0,0,33,11
214,0,44,0,0,0,0
215,111,0,0,0,0,88
216,0,77,0,0,0,0
217,0,0,0,22,66,66
218,0,1,7,66,0,0
219,0,54,113,0,0,0
220,0,0,0,116,33,33
221,0,11,77,117,11,44
222,0,0,11,0,0,0
223,0,11,0,22,0,88
224,0,0,99,0,0,0
225,1,0,44,44,0,11
226,11,0,110,110,0,0
227,0,130,0,0,0,0
228,0,122,0,22,116,122
