id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,193,11,186,117,22,66
1,160,88,176,11,88,99
2,116,154,99,117,135,115
3,44,55,66,116,77,44
4,176,114,33,55,110,117
5,60,132,133,55,117,116
6,22,117,110,99,88,147
7,128,126,66,55,99,44
8,66,117,117,117,116,116
9,155,125,116,127,99,116
10,117,126,55,0,99,116
11,3,33,55,127,55,110
12,55,115,117,124,0,124
13,162,77,117,44,99,44
14,136,117,11,44,135,110
15,19,186,55,116,186,66
16,44,11,129,66,110,110
17,155,121,117,66,117,110
18,131,186,133,44,44,117
19,115,125,110,55,135,44
20,162,115,147,116,116,163
21,0,0,116,144,77,110
22,147,126,133,0,77,117
23,133,144,117,22,88,22
24,180,124,66,33,126,33
25,139,44,110,117,124,116
26,176,129,116,33,99,66
27,133,11,77,124,116,117
28,148,160,115,124,115,110
29,126,99,117,128,66,117
30,157,154,110,124,88,117
31,131,163,114,117,55,11
32,117,162,115,125,66,22
33,88,55,11,117,125,110
34,115,116,22,33,99,44
35,164,126,186,110,113,125
36,153,146,186,66,135,99
37,61,88,124,99,77,99
38,77,162,11,133,110,66
39,186,130,66,110,116,117
40,155,136,99,99,22,110
41,32,162,99,88,125,44
42,11,117,44,11,124,115
43,22,30,176,0,110,110
44,135,111,110,55,147,122
45,163,147,99,11,117,110
46,129,77,117,117,127,163
47,131,88,66,147,110,99
48,44,11,113,22,116,116
49,125,147,117,124,99,99
50,155,99,110,133,117,11
51,55,193,88,88,115,110
52,123,0,110,117,66,110
53,186,115,88,116,147,99
54,32,117,117,33,55,110
55,77,88,33,66,110,124
56,33,147,129,110,110,55
57,88,99,44,22,66,99
58,186,157,116,146,66,125
59,125,114,115,33,99,99
60,127,130,88,55,146,0
61,44,88,117,110,99,0
62,0,33,132,0,33,124
63,55,147,99,155,11,66
64,33,44,117,55,11,77
65,147,162,22,133,117,117
66,116,144,88,116,44,117
67,88,161,44,77,55,117
68,156,116,147,110,125,116
69,55,116,110,117,127,110
70,128,11,88,110,147,77
71,33,131,11,66,66,115
72,168,117,116,22,88,77
73,164,188,33,117,22,115
74,133,88,186,125,115,88
75,162,33,125,66,125,116
76,44,182,77,0,146,110
77,132,55,157,124,77,22
78,155,77,77,55,116,124
79,111,117,77,110,88,117
80,77,147,124,99,44,99
81,111,139,147,99,110,110
82,128,111,115,162,99,116
83,114,116,146,110,110,124
84,126,146,125,33,117,117
85,139,116,117,55,99,116
86,147,44,128,66,117,116
87,147,33,125,116,116,125
88,55,147,77,44,110,99
89,147,66,122,116,22,110
90,58,168,11,122,99,135
91,99,161,110,116,133,125
92,11,117,55,11,127,146
93,114,110,33,110,66,125
94,44,11,110,115,99,117
95,133,99,0,33,124,33
96,44,176,133,117,88,110
97,11,162,161,66,44,116
98,116,33,55,66,125,99
99,125,155,117,110,77,99
100,66,88,11,116,99,99
101,160,176,125,99,133,0
102,129,155,133,99,110,117
103,117,55,116,99,117,11
104,164,186,66,121,0,117
105,155,0,146,160,133,99
106,117,163,186,110,122,99
107,44,11,117,33,117,110
108,22,135,88,99,66,122
109,137,77,33,33,125,110
110,144,163,124,117,111,110
111,133,164,188,99,110,33
112,33,147,158,125,116,125
113,163,117,124,55,117,44
