configurationID,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,open_gop,weightp,scenecut,rc_lookahead,mbtree,qpmax,aq-mode,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs,etime
1,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,51264030,2.77,0.24, 0:00.47,636,599,1796.03,20519.33,0.47
101,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,60,1,69,1,35050102,18.19,0.43, 0:02.16,861,599,295.6,14029.42,2.16
102,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,auto,1,0,1,0,10,1,69,0,50188637,19.88,0.38, 0:01.91,1057,599,335.51,20088.88,1.91
103,1,2,0:0:0,0x3:0x3,umh,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,10,1,69,0,49773367,19.79,0.42, 0:01.79,1125,599,364.34,19922.66,1.79
104,1,16,1:0:0,0x3:0x113,hex,6,1,24,1,1,1,-2,3,2,1,auto,1,0,1,40,30,0,69,1,29349540,23.51,0.34, 0:02.42,985,599,263.74,11747.67,2.42
105,1,7,1:0:0,0x3:0x113,dia,6,1,24,1,1,1,-2,3,2,1,spatial,1,0,1,40,30,0,69,1,29513310,17.49,0.34, 0:01.77,1007,599,370.5,11813.22,1.77
106,0,5,1:0:0,0x3:0x113,tesa,0,1,16,1,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,43165413,21.42,0.42, 0:02.31,945,599,277.63,17277.71,2.31
107,0,5,1:0:0,0x3:0x3,umh,0,1,16,1,1,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,41532412,23.04,0.43, 0:02.36,993,599,271.01,16624.07,2.36
108,1,2,0:0:0,0x113:0x113,hex,6,1,24,0,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,33881743,14.71,0.45, 0:02.00,755,599,321.09,13561.76,2.0
109,1,2,0:0:0,0x113:0x113,hex,6,1,16,1,0,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,37363464,18.35,0.44, 0:02.15,874,599,298.82,14955.38,2.15
110,1,2,0:0:0,0x113:0x113,hex,6,1,24,1,0,1,-2,3,2,1,auto,1,0,1,40,30,1,69,0,54193062,20.71,0.51, 0:02.30,921,599,277.61,21691.72,2.3
11,0,1,1:0:0,0:0,dia,2,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,42734788,3.81,0.28, 0:00.54,749,599,1486.84,17105.35,0.54
111,1,2,0:0:0,0x113:0x113,hex,10,1,24,1,1,1,0,3,2,1,auto,1,0,2,40,30,0,69,1,28831347,28.42,0.29, 0:02.70,1062,599,234.91,11540.25,2.7
112,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,50,1,69,1,36817083,24.64,0.43, 0:02.78,900,599,227.56,14736.68,2.78
113,1,3,1:0:0,0x3:0x113,umh,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,36319835,27.34,0.45, 0:02.86,971,599,220.25,14537.65,2.86
114,1,3,1:0:0,0x3:0x113,hex,7,1,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,33846070,19.51,0.51, 0:02.37,841,599,268.65,13547.48,2.37
115,1,7,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,0,53378050,27.21,0.57, 0:02.97,934,599,212.37,21365.5,2.97
116,1,3,1:0:0,0x3:0x113,hex,10,1,16,1,1,1,0,3,2,1,auto,1,0,1,40,40,1,69,1,35706924,33.2,0.33, 0:03.60,929,599,172.91,14292.32,3.6
117,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,36815863,23.49,0.43, 0:02.54,939,599,250.54,14736.19,2.54
118,0,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,41911032,28.86,0.46, 0:03.16,926,599,198.95,16775.62,3.16
119,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,40,1,69,1,36237607,24.61,0.45, 0:03.19,783,599,196.73,14504.74,3.19
120,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,30,1,69,1,36235015,24.12,0.55, 0:02.94,838,599,214.22,14503.7,2.94
12,0,1,1:0:0,0:0,dia,2,0,24,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,42734788,3.54,0.23, 0:00.51,740,599,1670.71,17105.35,0.51
121,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,spatial,1,0,2,40,40,1,69,0,52327873,26.66,0.47, 0:03.08,880,599,203.96,20945.15,3.08
122,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,1,40,40,1,69,1,36258219,25.09,0.43, 0:03.28,776,599,191.03,14512.99,3.28
123,1,3,1:0:0,0x3:0x113,hex,11,1,16,0,0,1,0,16,2,1,auto,1,0,2,40,40,1,69,1,35099408,30.86,0.35, 0:04.33,720,599,142.52,14049.15,4.33
124,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,0,50,0,69,0,36192693,20.13,0.34, 0:01.81,1128,599,354.31,14486.76,1.81
125,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,30,0,69,0,36901634,22.29,0.36, 0:02.42,934,599,260.93,14770.52,2.42
126,1,3,0:0:0,0x3:0x3,hex,7,1,16,1,0,0,-2,16,2,1,auto,1,0,2,0,50,0,69,0,37438945,20.92,0.37, 0:01.86,1141,599,345.11,14985.59,1.86
