id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,23,143,66,124,121,125
1,162,55,55,55,114,113
2,0,143,137,124,114,55
3,164,139,141,121,117,117
4,141,114,143,25,0,124
5,115,114,33,55,77,55
6,82,148,44,55,0,33
7,24,2,117,77,0,66
8,137,126,117,124,66,66
9,88,117,55,55,0,0
10,33,138,146,126,55,125
11,177,115,158,114,114,124
12,140,143,143,33,113,55
13,110,130,113,143,125,0
14,114,147,113,117,124,121
15,111,141,113,55,44,113
16,153,55,154,126,55,121
17,135,125,148,99,0,66
18,44,110,114,113,113,143
19,84,148,0,147,0,113
20,147,158,139,99,139,33
21,143,116,116,0,77,66
22,148,144,116,55,116,117
23,33,137,137,66,33,55
24,147,148,55,110,55,0
25,153,66,143,114,114,0
26,124,140,138,0,55,66
27,114,143,113,121,113,55
28,149,135,124,137,121,113
29,23,77,119,0,137,121
30,40,116,55,66,125,114
31,143,77,55,138,113,0
32,148,117,77,66,113,141
33,33,126,0,55,113,113
34,126,157,138,66,117,114
35,110,150,55,113,114,114
36,129,113,77,147,113,119
37,115,143,88,84,139,113
38,138,138,157,114,66,0
39,197,113,33,55,44,121
40,113,11,148,113,121,0
41,137,77,124,143,116,114
42,155,116,135,33,0,114
43,77,158,113,146,113,99
44,163,116,117,0,121,0
45,190,55,55,121,0,0
46,179,55,44,122,137,114
47,159,77,44,113,121,66
48,127,66,55,0,148,124
49,0,77,0,44,44,0
50,77,122,129,77,121,0
51,161,0,33,44,117,77
52,84,124,0,113,77,113
53,162,55,125,121,55,114
54,110,143,0,116,116,77
55,0,179,111,55,114,0
56,33,88,77,143,44,66
57,127,117,117,0,150,143
58,77,0,66,121,113,77
59,133,138,0,113,122,77
60,66,77,55,117,124,122
61,135,55,114,143,55,55
62,66,114,77,114,138,113
63,99,148,116,139,113,113
64,125,66,77,0,33,124
65,180,77,143,125,33,143
66,21,125,121,0,66,114
67,183,55,192,121,66,113
68,2,143,138,117,113,117
69,140,129,143,135,33,66
70,147,0,0,55,113,113
71,188,119,113,55,55,33
72,116,139,0,0,116,143
73,117,0,66,116,113,148
74,121,137,55,113,33,125
75,113,77,0,124,117,148
76,135,139,113,121,124,113
77,84,113,114,121,55,121
78,55,114,44,55,121,33
79,144,77,55,114,113,121
80,33,115,33,143,66,113
81,138,116,55,143,124,116
82,125,33,33,33,121,66
83,99,143,0,44,143,44
84,113,137,110,44,33,55
85,114,66,117,33,124,114
86,121,147,33,124,114,114
87,138,0,121,83,150,121
88,77,115,55,121,55,121
89,44,77,55,114,164,114
90,117,0,1,66,113,113
91,159,138,116,0,0,117
92,25,114,33,138,55,121
93,83,119,137,110,113,77
94,21,115,114,117,143,113
95,33,129,117,121,77,122
96,180,33,33,66,137,66
97,44,125,55,0,116,33
98,44,113,66,126,114,33
99,66,143,117,116,33,143
100,129,143,148,114,124,122
101,196,143,99,143,113,0
102,143,119,66,0,44,122
103,183,55,119,138,66,33
104,140,55,33,55,33,0
105,169,110,33,125,77,143
106,25,2,99,117,121,88
107,143,116,113,138,117,113
108,193,115,33,141,55,44
109,141,138,0,143,141,148
110,77,113,25,113,55,33
111,84,117,0,55,66,121
112,124,55,113,0,125,113
113,154,55,138,33,114,113
114,24,155,55,55,113,113
115,124,55,148,114,66,0
116,113,88,148,113,113,114
117,161,55,125,55,33,114
118,188,77,115,33,0,137
119,117,88,77,77,122,143
120,157,121,114,143,133,113
121,138,146,114,121,121,110
122,44,55,33,113,55,113
123,135,66,141,113,113,113
124,121,44,110,0,0,114
125,20,126,124,0,77,137
126,127,197,113,113,110,88
127,26,138,44,0,121,0
128,110,113,144,0,122,55
129,138,11,137,125,114,66
130,121,44,143,122,113,33
131,33,125,44,114,121,44
132,174,148,66,0,33,113
133,140,184,143,55,0,66
134,148,67,0,148,77,55
135,114,143,0,117,117,55
136,143,160,113,113,33,138
137,186,84,114,150,0,55
138,77,113,154,117,117,55
139,144,127,77,55,114,114
140,0,135,114,44,84,122
141,77,33,117,113,121,125
142,193,125,143,55,113,114
143,113,33,113,25,114,114
144,115,33,125,117,113,84
145,125,77,125,0,0,66
146,67,110,44,137,114,117
147,110,0,113,113,141,66
148,119,143,143,121,113,33
149,137,121,44,77,0,44
150,55,138,150,44,138,55
151,137,114,2,0,113,0
152,141,138,55,0,0,0
153,110,77,158,77,121,0
154,0,77,124,138,33,114
155,140,33,77,110,0,113
156,124,110,137,55,55,116
157,82,77,77,125,125,114
158,115,174,114,33,121,33
159,66,29,114,117,44,117
160,178,33,128,0,55,0
161,117,141,44,137,44,0
162,10,25,55,55,33,55
163,55,11,0,121,117,0
164,137,0,23,121,33,66
165,179,139,77,124,117,121
166,135,148,1,117,88,0
167,99,125,113,113,114,77
168,119,117,99,146,124,44
169,141,137,55,116,0,139
170,23,137,179,137,113,99
171,129,0,0,110,113,113
172,77,84,125,66,148,55
173,110,113,117,114,114,114
174,158,33,116,33,114,113
175,148,23,148,143,139,99
176,44,122,143,119,66,113
177,55,110,55,117,113,114
178,139,0,33,33,114,33
179,113,119,125,147,77,113
180,66,114,122,124,114,55
181,143,110,55,117,113,125
182,147,1,0,124,113,77
183,157,99,117,135,33,0
184,84,110,114,0,55,44
185,199,27,114,33,117,33
186,121,25,125,2,55,113
187,121,147,117,33,114,114
188,99,0,138,138,33,33
189,84,125,126,33,0,66
190,0,113,25,135,66,33
191,138,116,55,77,150,66
192,164,55,44,141,122,114
193,164,77,77,33,0,121
194,33,117,137,55,138,125
195,129,117,113,148,117,0
196,121,125,33,33,143,113
197,70,127,55,115,116,113
198,122,113,113,114,0,113
199,110,113,44,129,113,138
200,66,157,115,0,44,117
201,117,116,121,55,124,0
202,119,164,121,114,114,44
203,141,33,150,116,116,0
204,141,114,77,117,121,114
205,77,121,113,114,0,110
206,23,138,114,143,55,143
207,44,99,117,114,143,55
208,84,129,55,55,114,0
209,110,33,117,137,88,113
210,127,114,113,115,113,121
211,33,55,125,138,0,113
212,174,143,22,55,44,113
213,125,117,55,113,124,115
214,126,155,0,55,143,110
215,117,0,143,138,77,113
216,150,124,113,113,117,66
217,66,33,66,33,66,113
218,150,125,121,148,113,143
219,113,23,117,0,121,143
220,55,137,126,33,0,0
221,137,11,137,117,121,113
222,88,125,126,121,121,113
223,144,137,138,33,55,138
224,176,137,138,117,44,121
225,11,158,0,0,110,33
226,141,113,113,117,138,44
227,148,124,66,122,143,121
228,155,126,157,113,113,44
229,67,139,114,115,44,33
230,113,113,33,0,114,124
231,159,66,143,114,113,33
232,172,55,66,124,44,0
233,124,116,0,122,66,121
234,25,55,66,0,0,113
235,87,116,138,116,44,114
236,114,157,121,0,55,55
237,142,144,137,110,113,115
238,137,121,150,33,122,143
239,24,21,148,33,117,121
240,163,135,114,67,122,0
241,137,55,113,125,33,114
242,114,148,148,0,113,0
243,0,0,24,114,121,125
244,123,137,113,66,0,125
245,117,121,113,66,55,0
246,125,0,33,121,44,33
247,197,84,0,113,0,0
248,119,99,114,121,116,0
249,116,117,117,114,113,33
250,84,83,137,0,125,66
251,110,116,44,117,33,121
252,125,77,141,55,124,44
