id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,0,88,0,80,55,0
1,0,0,80,0,55,0
2,0,20,122,38,52,0
3,0,0,113,113,126,20
4,0,1,51,51,3,0
5,0,0,113,0,113,0
6,2,0,51,121,138,113
7,0,7,0,0,11,117
8,0,97,62,50,20,87
9,0,2,0,0,0,0
10,0,0,0,0,11,0
11,0,11,7,0,55,121
12,0,0,0,6,143,143
13,2,99,1,0,38,139
14,141,84,0,11,141,121
15,1,12,1,4,48,20
16,0,0,0,11,0,143
17,2,0,4,0,83,120
18,0,0,0,6,41,41
19,0,4,83,83,48,83
20,18,0,113,1,70,120
21,0,0,2,0,55,46
22,0,11,0,0,0,9
23,29,0,49,0,42,83
24,1,49,1,0,0,88
25,0,0,1,6,119,119
26,25,80,46,80,114,113
27,0,0,0,113,0,114
28,0,0,88,0,0,0
29,0,164,0,55,0,88
30,0,111,44,0,0,0
31,1,110,123,0,0,138
32,41,22,84,41,38,84
33,1,0,11,34,125,0
34,0,0,114,0,143,6
35,2,0,0,113,0,51
36,4,2,113,0,3,0
37,4,114,55,143,0,99
38,11,8,2,0,117,116
39,0,83,0,138,137,0
40,6,0,134,123,66,55
41,0,0,0,0,46,46
42,0,0,11,83,0,88
43,0,3,0,44,1,0
44,0,2,2,0,83,114
45,0,7,0,25,3,0
46,0,0,84,0,67,0
47,122,0,32,0,0,119
48,12,1,3,0,44,25
49,28,3,0,0,0,0
50,121,3,137,116,0,22
51,0,25,70,0,80,38
52,0,39,88,117,138,44
53,2,1,0,83,12,84
54,0,0,11,88,0,26
55,0,150,0,0,0,0
56,0,0,121,0,113,113
57,0,0,55,121,114,121
58,1,0,0,33,138,0
59,0,111,44,0,0,55
60,0,0,113,111,113,0
61,0,88,0,1,119,114
62,0,0,53,113,0,77
63,0,0,113,110,88,0
64,0,11,44,0,113,33
65,0,153,111,128,0,0
66,0,7,0,55,111,88
67,0,6,132,114,0,55
68,0,52,0,11,0,0
69,4,3,80,33,0,0
70,1,2,11,114,0,0
71,0,0,140,0,44,136
72,1,0,0,99,124,33
73,1,126,15,62,0,7
74,0,134,22,153,154,88
75,0,2,0,1,6,80
76,0,84,0,3,66,0
77,0,0,65,11,69,12
78,41,55,2,0,39,143
79,6,0,60,3,33,0
80,0,138,2,0,0,0
81,1,0,12,48,6,6
82,0,1,0,0,111,6
83,0,6,123,124,0,0
84,99,0,0,0,0,0
85,0,6,84,113,0,11
86,3,0,3,0,0,0
87,0,0,88,0,2,0
88,50,0,0,0,84,0
89,0,0,0,164,0,11
90,0,0,17,0,44,0
91,0,0,33,0,55,0
92,0,116,0,0,0,44
93,0,26,0,0,0,0
94,0,0,0,0,33,0
95,0,0,0,0,114,55
96,0,0,0,0,0,0
97,0,0,11,0,0,0
98,0,0,0,0,124,77
99,0,0,55,0,44,11
100,0,6,33,0,117,0
101,6,33,0,0,77,0
102,1,34,1,0,0,114
103,0,88,144,11,33,0
104,6,117,0,137,0,114
105,134,62,0,39,0,125
106,55,38,0,11,0,84
107,0,77,0,31,48,1
108,0,123,110,67,0,67
