id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,0,111,0,126,113,114
1,43,0,0,148,0,121
2,62,0,0,0,9,0
3,8,137,6,0,114,0
4,0,83,0,17,99,113
5,8,0,0,0,0,0
6,0,0,0,113,0,99
7,137,0,0,0,114,113
8,1,76,17,62,9,94
9,0,8,0,33,0,77
10,3,10,22,0,38,84
11,11,5,6,11,110,0
12,113,115,120,44,0,3
13,0,1,32,80,38,119
14,0,22,47,88,0,0
15,20,110,113,139,12,23
16,33,0,0,41,0,0
17,9,21,41,10,42,80
18,0,26,138,65,130,6
19,0,0,0,62,120,39
20,2,9,0,72,69,120
21,1,0,0,6,3,120
22,0,80,111,12,0,11
23,0,0,0,121,84,84
24,1,10,8,0,143,11
25,0,0,88,113,124,114
26,0,0,0,0,0,84
27,0,0,11,0,113,113
28,137,0,0,38,0,33
29,0,0,2,44,0,44
30,46,0,5,77,124,117
31,0,0,114,0,139,132
32,4,0,44,143,113,11
33,0,11,115,0,84,158
34,143,0,126,44,121,0
35,3,67,66,0,3,138
36,5,0,0,113,84,113
37,3,117,0,0,138,0
38,5,6,0,0,0,113
39,110,6,0,9,113,20
40,1,0,6,77,80,114
41,2,55,159,16,111,22
42,0,153,0,36,113,0
43,0,6,114,114,67,0
44,0,0,114,111,84,113
45,1,20,0,88,0,80
46,0,0,4,22,14,33
47,0,1,0,6,0,143
48,34,0,119,0,119,80
49,0,0,0,0,25,113
50,0,55,8,0,66,0
51,40,177,88,0,0,0
52,5,0,0,0,0,124
53,35,0,134,55,123,111
54,0,114,6,121,44,110
55,0,0,116,0,80,121
56,0,1,99,0,33,6
57,0,20,10,137,0,137
58,0,55,0,126,0,44
59,0,0,0,11,0,121
60,0,115,117,121,0,0
61,0,66,88,138,44,88
62,33,0,132,0,143,110
63,0,12,0,115,88,88
64,3,147,0,113,0,0
65,0,0,139,0,55,114
66,162,123,0,44,0,121
67,88,2,33,0,116,0
68,0,0,0,0,0,22
69,1,0,111,0,33,0
70,0,0,124,33,0,114
71,123,0,117,44,44,44
72,0,80,0,0,11,44
73,0,88,0,0,88,41
74,0,145,7,153,114,120
75,0,139,0,0,119,1
76,0,1,0,39,46,0
77,11,0,2,115,111,113
78,1,0,137,114,10,0
79,1,0,11,138,88,0
80,46,99,0,0,114,143
81,2,51,0,0,0,44
82,0,0,111,38,6,6
83,0,0,11,0,113,0
84,11,0,33,0,0,0
85,0,0,0,0,111,0
86,0,0,153,113,0,113
87,2,0,138,116,0,55
88,3,51,113,138,0,80
89,77,16,0,0,117,0
90,0,10,83,44,11,114
91,0,125,110,66,0,0
92,11,0,2,0,113,33
93,0,0,0,0,0,11
94,0,33,114,0,0,0
95,7,121,0,0,0,0
96,0,0,122,0,0,0
97,33,0,77,0,55,0
98,6,0,137,0,0,0
99,1,0,0,33,0,33
100,126,0,0,77,0,11
101,0,120,110,66,55,55
102,77,110,137,113,141,6
103,0,44,0,113,113,66
104,0,0,0,44,0,0
105,0,77,80,6,99,99
106,0,7,111,0,0,113
107,3,2,6,137,137,83
108,2,67,0,44,0,11
109,6,55,0,0,51,84
110,62,82,0,48,52,0
111,0,23,20,23,20,157
112,3,2,7,2,26,13
113,0,0,0,146,8,0
114,32,41,2,80,26,137
115,0,99,110,0,96,83
116,0,20,2,0,0,113
117,0,0,33,88,25,0
118,0,77,0,0,0,0
119,0,11,113,88,115,113
120,41,0,120,44,88,0
121,2,0,66,111,33,114
122,1,0,55,0,0,6
123,0,7,143,44,113,6
124,83,8,0,113,6,69
125,1,55,113,0,88,33
126,123,0,138,3,84,60
127,0,20,4,25,6,83
128,0,0,0,0,113,99
129,0,0,158,55,47,20
130,1,0,38,0,83,38
131,0,88,4,143,141,22
132,33,1,10,0,0,0
133,0,0,0,55,0,6
134,0,0,0,0,0,113
135,11,0,116,22,0,99
136,128,123,147,0,0,0
137,6,19,153,0,114,0
138,0,114,0,0,80,126
139,1,7,75,139,83,87
140,4,11,37,0,143,0
141,0,137,22,66,110,0
142,0,11,149,137,10,22
143,0,2,0,41,83,126
144,0,20,83,11,0,33
145,0,111,5,113,120,0
146,3,0,137,0,0,23
147,2,65,84,38,7,48
148,0,0,0,11,11,0
149,58,38,0,55,0,88
150,4,0,0,22,41,77
151,0,6,0,0,137,11
152,0,0,0,0,66,0
153,6,99,66,55,114,121
154,0,0,0,121,138,33
155,4,123,117,0,0,3
156,0,0,6,111,113,88
157,17,0,6,0,0,88
158,83,1,2,41,96,62
159,0,6,0,0,44,22
160,41,0,43,42,41,0
161,0,83,44,0,11,113
162,99,0,0,0,22,138
163,0,32,12,70,80,0
164,44,157,11,113,39,0
165,0,0,0,0,8,0
166,47,0,88,0,110,67
167,0,123,1,0,113,113
168,1,52,0,46,143,24
169,7,139,0,0,137,134
170,75,33,114,0,0,113
171,1,119,80,80,0,0
172,2,20,11,80,113,157
173,44,0,6,22,3,119
174,32,0,11,11,84,0
175,2,25,23,83,5,44
176,0,0,164,55,0,113
177,87,0,0,1,113,10
178,41,34,114,11,41,44
179,0,0,121,7,84,32
180,193,33,3,61,68,58
181,11,118,115,0,46,69
182,0,0,34,117,143,3
183,3,0,110,77,113,138
184,0,2,117,0,119,25
185,0,46,0,0,0,0
186,197,38,0,0,0,44
187,0,0,0,84,0,138
188,10,11,2,75,0,0
189,62,0,0,44,110,0
190,0,88,114,88,11,84
191,0,0,127,66,33,114
192,2,0,0,121,0,88
193,0,155,0,121,0,66
194,19,84,0,0,117,143
195,0,0,137,0,130,84
196,0,0,126,80,84,83
197,0,0,33,0,48,47
198,0,0,4,1,0,113
199,0,0,0,88,11,0
200,0,5,0,6,113,84
201,0,114,116,0,113,84
202,157,0,196,38,113,6
203,0,118,33,84,0,64
204,0,138,120,55,6,66
205,13,12,84,138,84,0
206,4,70,83,46,13,113
207,0,0,44,111,113,39
208,196,185,0,143,13,114
209,0,132,0,0,48,113
210,0,2,113,83,20,84
211,3,0,0,55,0,20
212,0,110,7,117,139,143
213,0,138,84,34,0,113
214,0,5,8,0,0,121
215,11,0,0,0,110,0
216,0,80,0,0,80,0
217,4,66,84,84,0,143
218,0,77,110,33,55,113
219,0,83,0,113,138,143
220,1,40,8,0,0,139
221,32,0,1,80,126,114
222,14,0,33,66,117,120
223,0,0,8,0,113,116
224,0,0,113,80,55,55
225,1,80,0,0,0,8
226,0,11,111,0,84,0
227,14,99,139,71,80,130
228,0,0,0,11,44,121
229,4,111,0,0,0,39
230,113,0,0,0,0,147
231,0,84,0,0,114,11
232,0,12,122,0,0,0
233,99,0,0,11,11,44
234,0,0,8,110,0,6
235,0,0,25,70,139,138
236,1,0,0,0,80,0
237,52,0,38,84,120,46
238,0,0,2,137,77,0
239,11,0,47,41,38,0
240,0,84,80,116,0,0
241,0,6,113,0,143,8
242,0,0,113,0,0,77
243,16,0,58,48,0,48
244,0,0,0,40,88,84
245,39,114,0,77,70,11
246,0,0,1,3,0,113
247,32,0,0,1,67,70
248,0,41,32,55,0,121
249,0,0,0,44,0,0
250,0,0,0,113,113,114
251,0,113,116,0,0,33
252,0,51,33,0,0,80
253,20,0,0,82,80,9
254,8,110,116,120,0,0
255,0,2,55,116,12,113
256,0,113,0,33,0,121
257,29,0,0,0,84,0
258,38,32,0,127,114,55
259,0,0,137,77,137,84
260,51,0,0,113,137,117
261,12,0,111,0,11,0
262,2,2,6,44,0,80
263,0,0,0,137,113,0
264,0,158,131,51,0,113
265,0,39,0,139,84,0
266,0,0,117,0,0,0
267,0,0,0,33,0,0
268,2,37,84,0,117,83
269,38,15,0,0,0,115
270,42,33,52,39,0,0
271,2,33,124,0,33,0
272,6,0,0,0,33,11
273,0,6,0,0,0,121
274,0,32,0,0,40,0
275,0,0,11,0,116,0
276,0,0,11,0,11,0
277,0,0,0,0,0,44
278,0,0,114,66,121,55
279,0,0,0,0,111,121
280,0,111,0,143,0,124
281,113,0,150,0,99,0
282,0,0,0,114,0,110
283,0,12,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,22,121,0
286,39,38,113,0,0,113
287,0,0,0,0,0,88
288,0,0,114,0,11,120
289,0,77,113,0,0,0
290,4,31,51,11,114,0
291,0,0,0,0,113,124
292,3,0,7,0,136,135
293,0,51,88,0,110,114
294,1,0,6,55,33,11
295,1,143,11,0,33,0
296,0,114,44,0,0,0
297,55,19,88,110,139,114
298,0,8,120,0,139,66
299,18,0,0,6,0,0
300,0,1,0,11,33,11
301,0,143,125,111,80,84
302,34,0,0,44,99,77
303,0,1,0,0,11,8
304,0,9,7,20,111,20
305,0,0,0,77,113,55
306,4,2,158,12,52,25
307,0,123,41,164,84,59
308,0,1,179,0,84,77
309,0,0,114,0,0,0
310,0,0,19,84,84,0
311,1,0,84,0,0,0
312,51,6,0,0,139,67
313,2,4,25,20,0,25
314,159,0,33,143,55,80
315,0,0,0,0,110,0
316,6,0,124,121,33,113
317,11,164,0,33,0,113
318,0,0,11,0,0,0
319,0,0,0,33,99,33
320,124,0,55,113,0,88
321,2,0,0,0,0,0
322,0,11,99,0,113,0
323,0,7,0,11,128,0
324,0,0,0,113,135,0
325,6,0,0,124,110,0
326,0,2,110,0,0,0
327,0,2,1,111,143,27
328,0,0,88,111,99,113
329,0,33,3,111,110,80
330,0,44,38,158,137,139
331,0,11,0,6,130,121
332,0,48,0,24,113,46
333,1,0,80,0,51,113
334,0,8,0,7,7,70
335,2,2,0,0,0,84
336,24,62,67,83,47,126
337,0,12,0,1,11,83
338,12,12,20,84,118,33
339,0,0,44,0,119,77
340,1,0,51,0,0,0
341,0,0,0,0,41,164
342,0,0,11,0,0,113
343,0,3,110,67,0,11
344,0,0,0,0,33,0
345,138,113,113,143,0,51
346,152,12,113,17,174,137
