configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
1,True,False,False,True,True,False,True,True,20,9,0,0.00, 0.00, 0:00.00, 100,
1001,False,False,True,True,True,True,True,True,20,1,0,0.00, 0.00, 0:00.00, 100,
1002,True,False,False,False,True,False,True,True,60,5,0,0.00, 0.00, 0:00.00, 100,
1003,False,False,False,True,True,True,False,False,20,9,0,0.00, 0.00, 0:00.00, 100,
1004,False,False,True,False,False,True,True,False,20,9,0,0.00, 0.00, 0:00.00, 100,
1005,True,False,False,True,False,True,False,False,20,1,0,0.00, 0.00, 0:00.00, 100,
1006,False,False,False,False,False,True,True,False,60,5,0,0.00, 0.00, 0:00.00, 100,
1007,True,False,False,True,False,True,False,False,20,5,0,0.00, 0.00, 0:00.00, 100,
1008,True,False,False,False,True,False,False,False,20,1,0,0.00, 0.00, 0:00.00, 100,
1009,False,False,True,True,False,False,True,True,40,9,0,0.00, 0.00, 0:00.00, 100,
1010,False,False,False,False,False,True,True,False,60,1,0,0.00, 0.00, 0:00.00, 100,
101,False,False,True,False,False,True,True,True,40,9,0,0.00, 0.00, 0:00.00, 100,
1011,False,False,False,True,True,True,False,False,20,1,0,0.00, 0.00, 0:00.00, 100,
1012,False,False,True,False,False,True,True,False,20,1,0,0.00, 0.00, 0:00.00, 100,
1013,True,False,False,False,True,False,False,False,20,5,0,0.00, 0.00, 0:00.00, 100,
1014,True,False,False,True,False,True,False,False,20,9,0,0.00, 0.00, 0:00.00, 100,
1015,True,False,False,True,False,True,True,True,40,1,0,0.00, 0.00, 0:00.00, 100,
1016,True,False,True,False,True,True,False,True,40,1,0,0.00, 0.00, 0:00.00, 100,
1017,True,False,True,False,False,False,True,True,20,9,0,0.00, 0.00, 0:00.00, 100,
1018,True,False,False,True,False,True,True,True,40,5,0,0.00, 0.00, 0:00.00, 100,
1019,True,False,True,False,False,False,True,True,20,5,0,0.00, 0.00, 0:00.00, 100,
1020,True,False,True,False,False,True,False,False,20,1,0,0.00, 0.00, 0:00.00, 100,
102,False,False,False,True,False,False,False,False,60,9,0,0.00, 0.00, 0:00.00, 100,
1021,True,False,False,False,True,False,False,False,40,1,0,0.00, 0.00, 0:00.00, 100,
1022,False,False,False,False,True,True,True,False,40,1,0,0.00, 0.00, 0:00.00, 100,
1023,True,False,False,True,False,True,True,True,40,9,0,0.00, 0.00, 0:00.00, 100,
1024,True,False,True,False,True,True,False,True,40,9,0,0.00, 0.00, 0:00.00, 100,
1025,False,False,False,False,True,True,True,False,40,5,0,0.00, 0.00, 0:00.00, 100,
1026,False,False,True,True,True,True,True,True,20,9,0,0.00, 0.00, 0:00.00, 100,
1027,True,False,True,False,True,True,False,True,40,5,0,0.00, 0.00, 0:00.00, 100,
1028,False,False,False,False,True,True,True,False,40,9,0,0.00, 0.00, 0:00.00, 100,
