id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,196,169,195,85,91,91
1,108,168,62,108,195,169
2,96,107,101,173,96,169
3,153,94,96,169,168,173
4,123,87,91,101,107,200
5,94,167,91,169,170,168
6,101,67,24,93,165,168
7,27,169,100,170,169,168
8,168,134,102,75,97,189
9,91,91,93,97,123,169
10,106,107,101,171,159,169
11,85,165,159,75,169,168
12,3,196,165,134,159,93
13,192,91,102,169,96,169
14,95,159,17,196,177,94
15,74,107,192,91,196,94
16,192,159,102,172,168,165
17,2,170,173,25,197,159
18,173,91,195,170,169,177
19,91,85,159,100,93,168
20,91,97,91,196,159,96
21,17,96,87,91,107,168
22,107,196,172,189,197,91
23,93,102,192,165,170,123
24,179,85,105,105,93,159
25,97,85,171,8,173,195
26,166,169,85,159,168,169
27,192,91,97,183,94,159
28,91,165,91,200,170,159
29,91,20,74,165,196,165
30,159,169,97,169,170,177
31,85,96,169,96,91,168
32,64,170,134,100,165,169
33,196,145,25,134,91,75
34,168,169,189,165,189,85
35,94,134,166,172,169,168
36,101,20,172,170,96,170
37,37,91,200,91,75,173
38,93,192,106,159,170,159
39,189,134,74,169,91,172
40,101,91,159,165,169,177
41,134,165,169,134,169,91
42,104,13,93,170,177,168
43,37,96,159,168,170,168
44,107,15,170,169,165,159
45,64,105,67,181,96,177
46,75,195,159,173,197,196
47,93,93,94,169,108,169
48,93,170,62,169,196,100
49,2,168,102,93,165,91
50,24,105,85,169,96,165
51,50,96,168,189,93,170
52,168,102,97,196,94,172
53,134,168,173,165,91,85
54,91,100,75,91,196,123
55,93,183,76,123,169,196
56,101,195,195,91,189,170
57,200,100,168,168,91,159
58,102,200,177,159,100,165
59,93,101,85,170,107,165
60,83,91,195,94,159,101
61,173,123,173,196,169,134
62,25,107,75,93,96,169
63,93,62,165,168,91,96
64,67,159,17,102,91,165
65,63,109,195,196,108,159
66,107,168,97,94,91,91
67,83,189,177,109,169,165
68,62,168,101,197,102,91
69,100,91,96,196,85,197
70,15,101,169,97,195,159
71,172,96,85,195,168,195
72,67,196,96,168,170,168
73,197,101,109,169,97,134
74,97,91,91,134,159,196
75,109,177,85,24,197,172
76,102,25,96,177,165,177
77,1,165,97,108,91,197
78,107,93,170,195,96,159
79,189,170,177,170,91,170
80,134,74,15,91,159,123
81,13,177,169,172,108,170
82,170,85,169,169,100,168
83,108,62,102,172,169,170
84,108,183,172,91,165,168
85,93,173,85,169,200,165
86,105,87,108,168,169,93
87,83,165,91,62,172,91
88,15,159,196,177,197,177
89,24,134,166,168,134,196
90,105,189,100,169,169,159
91,84,134,169,134,196,165
92,29,62,170,94,170,102
