,source_ids,1371,1345,423,646,1303,793,797,171,102,433,839,1079,1202,431,383,723,564,1312,314,412,1121,642,927,692,815,1011,699,516,88,128,758,142,207,961,855,586,1267,1363,1294,605,48,1314,728,1062,539,359,345,1151,543,61
0,261,32026.72760816848,226274.2776820758,10721653.666866397,4318441.045140682,6526991366.066852,308216.71369321295,618819.8616793825,308505705.99386877,39704919.09261168,14211760.45684674,160417165.8552394,157735089.76063034,3335084.0069545917,1630493.4926048755,1030885.045090498,512258.9602340573,287809523.12234783,736323086.6449356,3588700.0199977057,1715314.2234840645,620494482.9240308,13838317.857993444,833571199.7203997,61495084.28920915,158002.90820078136,163866776.9990888,475487011.0738761,748861.2967468126,121956182.62088977,335093.5233927488,2228008.6383363088,670121.492932691,171236830.1903417,21130333.44691354,3688025.7952925763,1329030.015604812,217689613.93527818,715539.9748707903,1200187776.686835,196717586.07436952,16149894.721046716,3625737207.9471583,51760.120141604464,517424.9688025538,1245013.2666232463,98011045.12080133,1030110643.1371218,112181701.25963669,666346.0292324154,349790.7565869782
1,287,320050.5104023576,959953.2327903059,12423429.90970054,6127276.214572057,6580497762.17524,868048.6577879555,388797.7156321601,320344720.6283144,41595757.882964976,16254643.887256157,167870554.0396163,164954383.53013363,5093477.860960819,1034696.8160627383,577924.022724552,287755.05271377857,298422182.0795971,759006677.6263807,4953782.711655726,1138126.1144768458,634470554.4229255,16763040.274880486,856753103.5351043,65534226.31379502,578691.580235444,167923263.04733142,489740637.71828556,1368112.1260094175,127118685.01381801,118048.30687211384,3627590.1032971647,339501.09374741296,178992892.9777309,23752202.345807612,4450385.905237384,811722.693510411,227418463.51829472,461951.0099219701,1228403998.4590862,206706556.18048626,18576856.11375847,3668429256.398187,424275.1942579058,840805.5365775971,758097.8097132667,104904063.1633551,1035490660.6501547,119893191.92091264,1088139.341862027,224420.1305525319
2,249,184835.74623490975,821684.9011123105,13536066.399046242,6448924.9601365365,6597675161.780912,756405.822639777,113098.7887068664,324187931.7181301,44905561.30267146,17649255.51447202,171377881.0319011,168843432.3186518,5115949.325285323,680256.8661612575,316139.2604935358,70462.95250064149,302667322.4267531,761234628.3216647,5406314.394418791,732049.5065042255,643057459.3932002,17444631.267394643,860084052.502195,68471280.68861294,569951.2446948317,173812540.00343028,495120647.02800673,1626007.0721855275,131328739.31434005,46142.214772651925,3808411.085998713,132841.5062974618,182813630.77766487,25096282.41482714,5299929.903952954,502988.5395821469,231447103.62055287,149393.46511880268,1231656800.784449,209032961.5687474,19477650.967731114,3679374345.5570865,323111.80473414296,1208609.348718437,447318.49434852455,107032013.51521248,1053314970.3736763,121578763.53500219,1266719.348022801,30609.308935887428
3,377,15753760.742637599,12327898.625910887,2688072.6804687907,3739860.816785218,5932545212.104109,13195323.645122614,22029441.597304344,190858371.15260747,10054459.40318613,1272124.0282992118,81551024.39414993,78403031.68685481,5241786.348799925,26959784.33568985,24091487.33913396,21311476.74651708,174882996.9532422,545057744.4720076,5503377.3740996355,27243208.87043429,444094021.5065779,521968.09232329787,629068787.4666094,17441755.77184032,13541876.767182706,90201388.37283212,324109359.1463876,10152795.674472721,55631377.67433789,19834433.85556414,5965270.182162068,22264317.840933066,88545324.10170738,2732837.8408764554,6222998.520193071,25497385.139484182,118276579.24712121,22651749.91114811,956865729.8133837,106983477.54427998,3340026.414887107,3182949141.202881,14797658.666179163,11410325.444634153,25139846.443761084,37077834.32201312,839226884.7659223,48419569.706095204,12367645.724401968,20253694.901382018
4,426,112675.15815496627,538592.2342653414,11237700.14764115,5116559.3467276795,6548042377.762258,529420.5327719073,480421.41551372677,313777766.8246622,40066308.33122647,14948623.768213436,163165533.53333077,160520170.82892862,4134811.3339964715,1359425.9442906228,778580.1518257573,359626.90169316577,292013899.8105687,747141406.8311865,4103492.343780284,1406485.778559897,625801817.8127364,15157775.036738846,844703859.2043391,62888087.62271357,265895.0002464012,164805298.01355797,481781325.8674826,920806.003881353,123606845.29891065,154615.15066135355,2830476.441045659,463475.3241381428,174370509.36275598,22083194.523278527,3789181.2728417977,1045179.053226788,221989968.97923085,568830.2407398341,1213949427.4243896,201098573.67525297,17088384.645609993,3646864021.928089,180058.91113991072,554925.8517203053,974320.3769420803,100789716.07653452,1029250242.369647,115630573.52875762,736335.2521101627,256117.64875469406
5,505,1165279.6897556633,363312.12653384183,5349425.5511874985,1507481.000965459,6365269085.295982,573614.9302053622,3186281.9510344705,274321278.6955635,28915687.854657765,7766835.00978652,136007970.7879824,133661135.87367603,790426.3612690126,5208830.457619238,4079617.428792284,2955509.3041252894,254973555.02866146,686390775.1823344,1535047.6478983946,5360531.604515219,573207379.1648221,7875227.325502763,780655278.5400367,46950054.46955303,585516.4233909418,140499319.95373508,432492157.31588894,129052.22850711143,101238200.30172038,2397442.7094760532,348380.3616429871,3281722.586197241,146223362.2946,13007778.041679103,1162014.1965145213,4648354.650529774,189512377.60339797,3411113.751986295,1139434820.2121673,169637862.61333984,9398812.07526375,3506796292.0702596,844606.1433334373,421685.1234220115,4487439.516674548,79729651.63076255,981393652.6689885,92022685.34335084,988614.528170576,2545251.820501607
6,475,23109363.877881587,19581289.78020503,5501631.468806621,10701131.712401558,5891977817.005982,20580680.24750001,29487326.871788543,190039204.44893426,8037901.4406435,4676335.7233263,78913558.09185445,72850320.7225713,12393635.831786597,34628901.956844114,31553243.008793328,28839379.503907826,169203183.03305885,558914455.0736707,11468837.411196377,34887429.54098244,426183734.0428351,7102537.759356926,641442852.5137156,16538535.099549599,20277348.461900678,80033937.09626383,317090904.2608506,15692702.844148394,52203158.93531485,26299280.070343867,12702725.811408488,29580598.147054095,82937015.5081828,5501885.343317009,9984815.308307342,33399234.60738995,116110232.65246533,30226187.771553263,973018510.8231623,107417312.69404784,8142927.8589565875,3180768078.619936,21970587.500334915,17289765.95534547,32707445.579785787,41187923.39209969,812479292.192293,51462514.89647174,19572032.15284798,27521231.705061916
7,410,272447.0251584397,13319.444422813962,8017961.973411847,2912203.3955793483,6452107315.398704,90715.47566307113,1547899.807599729,292216663.4890817,34782390.99504752,11117022.18624088,148760709.09061196,146790400.49544945,1824165.1220400936,3017193.9778495217,2180632.438574163,1379638.6744191935,272213067.76222414,713361558.7107521,2613729.755978268,3115407.05313438,600122730.8379815,10991845.199765902,809326574.876938,54760273.32299578,75478.24481812266,153086398.46668038,455592592.2633654,248075.8940813365,112193589.84252682,1057233.2716100449,1170086.912486462,1625775.9359497717,159738861.53235573,17054908.978919476,2338313.658886179,2618773.288255649,205230098.80539298,1681890.8438897857,1172879719.9331484,183620884.42960304,12516025.441997565,3569455489.714808,144382.43936859255,305629.94404880743,2496935.704748269,89474310.47852853,1009588468.0730652,102374484.74870087,613756.4641152448,1125088.7004961683
8,91,36373210.61039268,30966771.335981112,14431364.39639676,16000483.44636506,5674926286.493645,32990002.17770982,45600710.58225412,149191042.07279703,13392330.842818622,10038280.559858337,60443054.666365534,59924456.051499724,18488074.805154543,52263186.05305353,48789053.689443864,44731590.497306764,137841836.06779587,449552336.4616763,19163971.396551687,52626778.50917397,380167368.28933907,6179778.464753693,526056141.8364733,13065247.888637803,33437918.044044513,78378118.34881511,269373316.7829652,28627101.990138154,41664225.589323625,42916116.62317176,20645474.29268938,45974893.191502035,68838257.97353171,9215699.380691955,22447389.80586885,50565963.90888047,84739415.36529651,46472463.45349551,828555521.6487758,77742711.82577841,11284569.44416501,2973204415.766943,35211867.598913096,30307568.682657257,50244043.89876511,19493814.474374995,775394652.4136546,31557253.68953575,31249267.539900973,43161887.28354028
