id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,5,89,68,196,104,196
1,41,21,93,89,21,65
2,8,123,8,190,12,111
3,7,5,38,60,4,68
4,39,10,16,16,42,86
5,20,80,74,83,42,100
6,165,123,109,82,82,80
7,1,8,62,2,79,86
8,1,8,177,20,25,169
9,41,91,85,16,189,20
10,13,4,109,59,96,123
11,1,24,8,123,1,170
12,1,172,1,62,101,123
13,4,12,100,5,26,26
14,32,1,123,138,89,168
15,1,91,62,8,172,137
16,1,31,1,85,83,91
17,6,8,97,3,123,123
18,3,46,104,85,29,89
19,4,41,102,64,14,85
20,3,1,50,168,123,91
21,1,85,1,62,91,91
22,1,1,67,67,8,20
23,65,83,65,91,62,153
24,1,4,63,4,169,38
25,3,4,38,85,60,57
26,49,16,2,2,112,109
27,4,3,104,38,1,4
28,41,25,1,74,165,123
29,62,1,1,123,91,50
30,59,8,89,177,165,165
31,11,42,2,2,16,42
32,2,4,4,40,5,46
33,1,38,38,12,38,46
34,34,4,92,4,104,68
35,12,2,47,16,2,113
36,3,34,2,2,2,32
37,1,39,2,2,2,2
38,16,3,2,20,92,164
39,100,164,123,168,170,123
40,9,112,32,2,2,3
41,2,8,2,2,2,2
42,83,8,20,123,134,179
43,4,41,42,42,123,91
44,37,8,3,2,2,168
45,1,21,2,123,177,20
46,4,41,179,104,46,168
47,4,195,155,123,123,177
48,8,177,2,134,134,2
49,5,92,0,3,60,42
50,8,1,91,15,8,42
51,0,32,34,171,5,163
52,166,4,131,104,171,123
53,4,83,91,168,123,15
54,2,20,16,43,70,2
55,0,5,4,42,104,5
56,4,170,8,74,123,8
57,62,123,85,73,107,101
58,9,64,21,65,89,75
59,41,8,119,8,34,12
60,123,29,20,159,9,80
61,0,184,5,4,5,4
62,1,169,41,165,165,89
63,4,4,5,4,34,12
64,4,4,68,4,68,68
65,20,20,20,65,91,170
66,32,169,131,32,104,123
67,2,64,3,62,2,2
68,83,8,168,123,21,169
69,3,42,123,89,2,2
70,1,100,85,15,123,123
71,4,32,4,111,187,130
72,3,137,20,8,165,8
73,1,171,9,22,38,4
74,4,1,91,62,93,108
75,3,1,164,16,16,164
76,64,2,196,20,20,3
77,4,4,4,4,12,104
78,32,29,54,186,46,38
79,41,5,5,12,4,12
80,12,91,29,32,169,91
81,1,80,21,184,169,153
82,14,65,3,123,91,170
83,165,21,2,158,123,89
84,8,3,8,46,4,12
85,123,15,62,85,26,102
86,4,89,25,32,32,38
87,12,57,5,68,171,4
88,1,32,40,36,38,5
89,41,38,38,46,38,46
90,8,62,165,8,15,89
91,74,14,93,29,168,100
92,1,2,39,3,10,2
93,1,42,42,91,62,85
94,64,2,2,89,2,123
95,1,6,123,8,123,159
96,1,11,2,2,70,42
97,20,42,2,2,2,2
98,3,3,165,2,169,10
99,168,43,8,38,8,8
100,20,10,3,39,16,2
101,46,3,3,80,123,80
102,1,3,177,183,168,32
103,1,123,141,159,62,142
104,12,2,62,2,159,43
105,2,3,177,123,165,169
106,14,123,2,123,62,123
107,84,14,2,3,23,10
108,1,177,8,165,159,137
109,11,38,46,4,38,100
110,1,15,89,9,123,123
111,1,11,47,39,164,42
112,2,1,62,168,62,97
113,8,50,15,170,123,20
114,62,62,89,8,89,41
115,1,42,8,2,2,2
116,4,29,60,12,130,60
117,51,2,10,2,23,10
