configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
1,True,False,False,True,True,False,True,True,20,9,2860237,20.89, 0.32, 0:01.58, 1339, 600 , 383.83 , 2288.19
1001,False,False,True,True,True,True,True,True,20,1,3014198,13.95, 0.25, 0:01.00, 1414, 600 , 612.23 , 2411.36
1002,True,False,False,False,True,False,True,True,60,5,2871027,15.29, 0.26, 0:01.32, 1173, 600 , 461.07 , 2296.82
1003,False,False,False,True,True,True,False,False,20,9,2605295,26.94, 0.35, 0:02.33, 1170, 600 , 259.56 , 2084.24
1004,False,False,True,False,False,True,True,False,20,9,2892497,19.84, 0.29, 0:01.41, 1422, 600 , 431.41 , 2314.00
1005,True,False,False,True,False,True,False,False,20,1,2585080,14.06, 0.21, 0:01.04, 1366, 600 , 583.76 , 2068.06
1006,False,False,False,False,False,True,True,False,60,5,2604517,17.05, 0.26, 0:01.26, 1373, 600 , 482.91 , 2083.61
1007,True,False,False,True,False,True,False,False,20,5,2501642,17.12, 0.22, 0:01.33, 1296, 600 , 454.64 , 2001.31
1008,True,False,False,False,True,False,False,False,20,1,2876439,14.73, 0.23, 0:01.27, 1173, 600 , 477.62 , 2301.15
1009,False,False,True,True,False,False,True,True,40,9,3382818,19.24, 0.27, 0:01.49, 1303, 600 , 408.03 , 2706.25
1010,False,False,False,False,False,True,True,False,60,1,2622834,12.66, 0.18, 0:00.92, 1395, 600 , 661.99 , 2098.27
101,False,False,True,False,False,True,True,True,40,9,2903859,19.48, 0.22, 0:01.36, 1448, 600 , 446.91 , 2323.09
1011,False,False,False,True,True,True,False,False,20,1,2675021,13.23, 0.17, 0:00.97, 1382, 600 , 629.45 , 2140.02
1012,False,False,True,False,False,True,True,False,20,1,2930050,13.41, 0.27, 0:01.01, 1350, 600 , 604.27 , 2344.04
1013,True,False,False,False,True,False,False,False,20,5,2819693,20.07, 0.28, 0:01.69, 1201, 600 , 358.72 , 2255.75
1014,True,False,False,True,False,True,False,False,20,9,2483139,25.03, 0.35, 0:02.02, 1256, 600 , 299.70 , 1986.51
1015,True,False,False,True,False,True,True,True,40,1,2593497,14.77, 0.22, 0:01.13, 1322, 600 , 536.79 , 2074.80
1016,True,False,True,False,True,True,False,True,40,1,2832562,13.41, 0.19, 0:01.05, 1290, 600 , 580.05 , 2266.05
1017,True,False,True,False,False,False,True,True,20,9,3152086,19.02, 0.31, 0:01.42, 1362, 600 , 430.13 , 2521.67
1018,True,False,False,True,False,True,True,True,40,5,2543759,16.35, 0.26, 0:01.20, 1383, 600 , 507.31 , 2035.01
1019,True,False,True,False,False,False,True,True,20,5,3180602,14.39, 0.23, 0:01.13, 1294, 600 , 542.70 , 2544.48
1020,True,False,True,False,False,True,False,False,20,1,2814613,12.56, 0.15, 0:00.95, 1327, 600 , 638.82 , 2251.69
102,False,False,False,True,False,False,False,False,60,9,3018387,27.69, 0.57, 0:02.50, 1127, 600 , 241.74 , 2414.71
1021,True,False,False,False,True,False,False,False,40,1,2908009,13.24, 0.20, 0:01.11, 1207, 600 , 550.48 , 2326.41
1022,False,False,False,False,True,True,True,False,40,1,2628992,12.63, 0.19, 0:00.89, 1431, 600 , 680.70 , 2103.19
1023,True,False,False,True,False,True,True,True,40,9,2527015,19.27, 0.22, 0:01.30, 1491, 600 , 464.54 , 2021.61
1024,True,False,True,False,True,True,False,True,40,9,2751023,24.19, 0.32, 0:02.08, 1175, 600 , 291.23 , 2200.82
1025,False,False,False,False,True,True,True,False,40,5,2611398,17.43, 0.25, 0:01.29, 1362, 600 , 468.55 , 2089.12
1026,False,False,True,True,True,True,True,True,20,9,2966348,19.88, 0.21, 0:01.41, 1417, 600 , 430.65 , 2373.08
1027,True,False,True,False,True,True,False,True,40,5,2783068,18.35, 0.28, 0:01.50, 1242, 600 , 405.96 , 2226.45
1028,False,False,False,False,True,True,True,False,40,9,2602066,20.08, 0.32, 0:01.38, 1470, 600 , 438.23 , 2081.65
1029,False,False,True,False,True,False,True,True,60,5,3393214,15.77, 0.26, 0:01.38, 1158, 600 , 443.64 , 2714.57
1030,True,False,False,False,False,False,False,False,60,1,2900670,15.05, 0.32, 0:01.45, 1059, 600 , 418.24 , 2320.54
103,True,False,False,True,False,True,False,True,20,5,2514860,19.03, 0.24, 0:01.49, 1291, 600 , 406.60 , 2011.89
1031,False,False,True,True,False,True,False,True,60,5,2937768,18.84, 0.25, 0:01.49, 1280, 600 , 407.28 , 2350.21
1032,False,False,True,False,True,False,True,True,60,1,3394920,13.67, 0.34, 0:01.23, 1135, 600 , 497.00 , 2715.94
1033,True,False,False,False,False,False,False,False,60,5,2836507,19.13, 0.29, 0:01.75, 1108, 600 , 346.37 , 2269.21
1034,True,False,True,False,False,False,True,True,20,1,3204828,13.34, 0.21, 0:01.12, 1200, 600 , 542.90 , 2563.86
1035,True,False,False,False,False,False,False,False,60,9,2812091,26.24, 0.45, 0:02.35, 1131, 600 , 257.09 , 2249.67
1036,True,False,False,True,True,False,False,True,40,5,2876094,20.97, 0.32, 0:01.84, 1152, 600 , 328.96 , 2300.88
1037,False,False,True,True,False,False,False,True,40,1,3432123,14.87, 0.17, 0:01.23, 1221, 600 , 497.10 , 2745.70
1038,True,False,False,True,True,False,False,True,40,1,2951828,16.03, 0.27, 0:01.42, 1147, 600 , 428.65 , 2361.46
1039,False,False,True,True,False,False,False,True,60,9,3341016,25.23, 0.52, 0:02.27, 1130, 600 , 266.88 , 2672.81
1040,True,False,False,False,False,False,True,True,60,1,2883892,15.12, 0.24, 0:01.44, 1064, 600 , 420.51 , 2307.11
104,True,False,True,False,False,False,True,True,60,9,3185770,18.78, 0.26, 0:01.54, 1236, 600 , 396.79 , 2548.62
1041,True,False,False,True,True,False,False,True,20,9,2820340,23.83, 0.37, 0:02.04, 1184, 600 , 296.52 , 2256.27
1042,False,False,True,False,True,True,True,True,60,9,2920231,20.20, 0.32, 0:01.43, 1428, 600 , 424.46 , 2336.18
1043,True,False,True,False,False,False,False,True,60,9,3139847,24.84, 0.54, 0:02.23, 1133, 600 , 271.64 , 2511.88
1044,True,False,False,False,False,False,True,True,60,5,2856269,16.50, 0.32, 0:01.49, 1126, 600 , 408.50 , 2285.02
1045,False,False,True,False,True,False,True,True,20,9,3326438,19.49, 0.25, 0:01.47, 1335, 600 , 412.87 , 2661.15
1046,True,False,False,False,False,False,True,True,60,9,2833713,18.34, 0.31, 0:01.47, 1266, 600 , 413.15 , 2266.97
1047,True,False,True,False,False,False,False,False,20,1,3221818,13.97, 0.23, 0:01.20, 1181, 600 , 508.65 , 2577.45
1048,False,False,True,False,True,False,True,True,20,5,3353877,16.73, 0.29, 0:01.36, 1245, 600 , 446.37 , 2683.10
1049,False,False,False,True,True,True,False,False,40,9,2605295,25.89, 0.41, 0:02.17, 1211, 600 , 278.89 , 2084.24
1050,False,False,False,False,True,True,True,False,20,9,2602066,18.69, 0.24, 0:01.26, 1492, 600 , 479.75 , 2081.65
105,True,False,False,True,False,True,False,True,20,9,2492614,25.06, 0.37, 0:02.05, 1237, 600 , 294.82 , 1994.09
1051,False,False,True,True,True,True,True,True,40,5,2979212,15.22, 0.16, 0:01.08, 1413, 600 , 564.13 , 2383.37
1052,True,False,False,True,False,True,False,False,40,1,2585080,14.14, 0.26, 0:01.04, 1379, 600 , 583.23 , 2068.06
