configurationID,aud,constrained-intra,intra-refresh,no-asm,slow-firstpass,weightb,aq-strength,ipratio,pbratio,psy-rd,qblur,qcomp,vbv-init,aq-mode,b-adapt,bframes,crf,keyint,lookahead-threads,min-keyint,qp,qpstep,qpmin,qpmax,rc-lookahead,ref,vbv-bufsize,deblock,me,overscan,preset,scenecut,tune,size,user,system,elapsedtime,cpu,fps,kbs
2123,None,--constrained-intra,None,None,None,--no-weightb,2.5,1.6,1.3,4.2,0.3,0.9,0.8,0,1,10,15,280,1,23,10,5,2,62,28,1,2000,-2:-2,umh,show,medium,40,animation,5311906,13.17,0.15,0:02.60,511,84.76,3134.23
2124,None,--constrained-intra,None,None,None,--no-weightb,2.5,1.4,1.4,3.8,0.2,0.9,0.5,1,1,12,5,260,0,25,20,4,0,60,38,1,2000,-2:-2,umh,crop,veryslow,10,grain,3199054,25.61,0.11,0:03.57,720,60.31,1886.56
2125,--aud,None,None,None,None,--no-weightb,3.0,1.5,1.0,3.4,0.3,0.9,0.9,2,0,16,40,290,1,26,50,4,3,68,28,2,1000,-1:-1,hex,crop,placebo,0,grain,49638,2.74,0.12,0:00.56,502,445.93,28.00
2126,None,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.3,1.4,2.8,0.4,0.6,0.2,3,1,16,5,230,1,30,0,4,2,60,38,2,2000,1:1,umh,show,slow,10,animation,10254616,19.74,0.14,0:02.84,698,77.13,6051.65
2127,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.2,1.0,2.8,0.4,0.6,0.1,3,2,6,50,280,0,24,10,5,1,62,28,5,1000,1:1,dia,crop,medium,40,grain,3661421,98.64,0.22,0:13.80,716,15.28,2159.40
2128,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.5,1.6,1.4,1.0,0.6,0.6,0.4,0,0,4,5,200,2,20,30,4,3,63,28,3,2000,-1:-1,dia,show,placebo,40,animation,1421080,16.80,0.13,0:02.66,634,81.81,837.68
2129,--aud,None,None,--no-asm,None,--no-weightb,0.5,1.5,1.1,2.8,0.3,0.8,0.0,1,2,16,5,290,3,26,40,3,2,63,28,6,1000,-2:-2,hex,crop,faster,40,psnr,146504,71.98,0.63,0:19.81,366,10.60,85.03
2130,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.1,1.2,2.2,0.5,0.6,0.8,2,1,10,10,230,1,25,10,3,2,68,28,5,1000,-1:-1,dia,show,slow,0,grain,3400617,114.84,0.20,0:15.42,745,13.67,2005.43
214,None,None,None,None,--slow-firstpass,--weightb,1.5,1.5,1.0,2.2,0.2,0.6,0.8,1,0,10,10,280,4,23,20,5,0,66,38,2,1000,1:1,dia,show,faster,0,animation,2515125,6.75,0.10,0:01.03,664,225.49,1483.12
2131,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,3.0,1.3,1.0,4.2,0.4,0.6,0.9,3,2,2,20,250,0,27,0,3,3,69,28,4,1000,1:1,hex,crop,veryfast,30,ssim,10258223,25.12,0.19,0:03.79,667,57.21,6053.78
2132,None,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.1,1.2,3.8,0.6,0.7,0.1,3,0,10,0,270,0,29,40,4,3,64,28,4,2000,-2:-2,dia,crop,veryslow,10,animation,351464,6.85,0.11,0:01.06,657,217.67,205.79
2133,--aud,None,None,None,None,--weightb,2.0,1.2,1.3,2.4,0.3,0.7,0.3,3,2,2,45,270,3,26,50,5,4,60,38,6,1000,-1:-1,dia,crop,medium,10,animation,52861,4.88,0.21,0:01.27,398,180.95,29.63
2134,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.3,1.1,5.0,0.6,0.8,0.5,0,2,8,25,270,1,21,50,4,2,66,28,6,2000,-2:-2,dia,crop,ultrafast,0,animation,18156,10.15,0.16,0:07.75,133,27.30,9.00
2135,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.1,1.1,2.2,0.5,0.6,0.2,3,2,2,5,220,2,26,0,3,1,67,48,2,1000,1:1,dia,crop,superfast,0,animation,11052993,19.14,0.16,0:02.73,706,81.04,6522.90
2136,--aud,--constrained-intra,None,None,None,--weightb,2.0,1.4,1.2,5.0,0.4,0.8,0.3,0,0,14,15,210,4,27,30,3,4,62,18,4,2000,-1:-1,umh,show,superfast,0,grain,859282,1.62,0.09,0:00.39,440,720.08,505.87
2137,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.6,1.1,2.4,0.2,0.9,0.2,1,2,6,10,300,0,27,0,3,3,65,48,3,2000,-1:-1,umh,crop,superfast,10,ssim,10845207,5.57,0.15,0:00.97,589,248.01,6400.25
2138,--aud,None,None,None,--slow-firstpass,--weightb,3.0,1.0,1.4,5.0,0.4,0.7,0.4,3,0,10,20,220,1,21,10,5,4,67,38,5,1000,-1:-1,umh,show,veryslow,40,animation,5540189,49.25,0.22,0:07.13,693,29.88,3268.96
2139,--aud,--constrained-intra,None,None,None,--no-weightb,0.5,1.3,1.2,2.6,0.2,0.6,0.3,2,0,10,5,250,2,26,0,5,2,67,18,2,2000,1:1,hex,crop,superfast,10,ssim,11048473,3.89,0.14,0:00.75,535,336.17,6520.23
2140,--aud,None,None,--no-asm,None,--no-weightb,1.0,1.6,1.0,0.2,0.3,0.7,0.7,3,2,6,25,260,1,28,50,4,4,63,38,3,1000,-1:-1,umh,crop,veryslow,10,ssim,26440,51.39,0.16,0:15.42,334,13.67,13.90
215,None,None,None,--no-asm,None,--no-weightb,1.0,1.4,1.3,2.2,0.6,0.9,0.1,0,1,6,45,300,3,24,50,5,4,64,38,4,2000,-2:-2,dia,crop,fast,10,ssim,36770,19.00,0.18,0:04.48,427,47.80,20.25
2141,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.5,1.1,1.0,2.4,0.3,0.7,0.0,2,2,8,15,280,3,21,10,4,1,63,48,4,2000,1:1,dia,show,medium,40,animation,4172563,96.47,0.37,0:15.35,630,13.74,2461.10
2142,--aud,--constrained-intra,None,--no-asm,None,--weightb,2.0,1.4,1.2,2.4,0.5,0.8,0.8,2,2,4,20,250,1,26,50,4,0,63,28,2,1000,-1:-1,hex,show,slow,30,grain,44154,26.08,0.16,0:11.41,230,18.51,24.16
2143,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.5,1.5,1.1,4.2,0.6,0.8,0.0,3,0,6,20,290,0,23,30,4,0,65,48,6,1000,-1:-1,dia,show,veryfast,10,ssim,928768,2.75,0.14,0:00.61,474,425.76,546.61
2144,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.0,1.5,1.4,1.0,0.2,0.9,0.1,1,2,6,20,290,3,24,20,4,3,62,48,4,1000,-2:-2,umh,show,veryslow,0,psnr,1828320,168.38,0.36,0:23.31,723,9.01,1077.44
2145,None,--constrained-intra,None,None,None,--no-weightb,3.0,1.5,1.2,5.0,0.6,0.7,0.4,0,0,4,40,270,2,30,0,4,1,63,28,6,1000,-2:-2,hex,crop,superfast,0,ssim,4231050,3.40,0.12,0:00.66,532,371.07,2496.32
2146,None,None,None,--no-asm,None,--weightb,2.0,1.0,1.4,3.8,0.6,0.9,0.8,3,1,16,35,250,3,23,10,4,1,67,28,3,2000,-1:-1,dia,show,fast,30,psnr,4608111,81.46,0.22,0:10.81,755,19.53,2718.82
2147,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.3,1.0,2.8,0.5,0.8,0.2,2,2,16,35,220,0,29,10,3,3,63,28,4,1000,-1:-1,umh,show,fast,10,psnr,3615198,183.96,0.64,0:30.88,597,6.79,2132.39
2148,None,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.6,1.2,1.4,0.5,0.9,0.4,0,1,0,35,260,2,22,50,5,2,64,38,3,1000,1:1,hex,crop,superfast,0,grain,36133,4.62,0.14,0:00.94,506,251.73,20.31
2149,--aud,None,None,--no-asm,None,--no-weightb,2.0,1.2,1.3,0.8,0.2,0.7,0.0,3,0,2,50,200,1,22,50,4,3,66,28,2,1000,-1:-1,hex,show,placebo,30,psnr,48160,30.78,0.16,0:06.15,502,34.60,27.34
2150,--aud,--constrained-intra,None,None,None,--weightb,1.5,1.1,1.4,3.4,0.4,0.9,0.2,2,2,10,20,240,2,23,10,4,1,64,38,4,2000,-2:-2,hex,show,superfast,10,grain,4920212,5.95,0.24,0:02.05,301,107.60,2902.38
216,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.0,1.0,1.2,4.6,0.6,0.7,0.4,2,0,14,5,200,0,21,0,4,4,65,28,1,2000,-2:-2,dia,show,faster,40,animation,9592894,15.40,0.16,0:02.80,554,78.57,5661.07
2151,None,None,None,--no-asm,None,--no-weightb,0.0,1.6,1.1,3.2,0.5,0.8,0.1,3,2,2,25,270,1,28,50,4,3,61,18,4,1000,1:1,hex,show,medium,30,grain,56417,23.82,0.14,0:08.07,296,26.31,31.35
2152,None,None,None,--no-asm,None,--no-weightb,3.0,1.5,1.0,3.0,0.2,0.9,0.7,3,0,12,50,280,4,21,10,5,4,63,18,3,1000,-2:-2,umh,show,faster,30,animation,5198255,106.75,0.21,0:13.99,764,15.05,3067.14
2153,--aud,None,None,None,--slow-firstpass,--no-weightb,3.0,1.4,1.0,1.8,0.3,0.6,0.0,0,0,0,10,270,2,27,50,4,3,65,38,3,1000,1:1,hex,crop,slower,40,grain,140831,3.62,0.10,0:00.69,533,355.69,82.09
2154,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.0,1.0,1.4,3.8,0.4,0.6,0.1,0,0,6,15,210,2,20,0,4,3,65,48,1,2000,-1:-1,umh,show,faster,40,ssim,9889299,26.75,0.12,0:05.08,528,42.25,5836.02
2155,None,None,None,--no-asm,None,--no-weightb,0.5,1.3,1.0,4.0,0.3,0.9,0.2,0,1,10,45,200,3,20,0,4,0,68,48,1,1000,-1:-1,hex,crop,medium,10,psnr,8673865,40.24,0.15,0:05.56,725,38.48,5118.62
2156,None,--constrained-intra,None,None,None,--no-weightb,1.0,1.3,1.4,3.8,0.6,0.8,0.0,0,1,8,25,200,2,25,10,5,2,68,28,6,1000,-2:-2,umh,show,ultrafast,30,animation,4068652,7.07,0.15,0:01.13,639,204.28,2399.89
2157,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.3,1.3,3.2,0.5,0.7,0.5,2,0,10,25,210,4,30,30,3,0,65,18,1,2000,-2:-2,dia,crop,fast,30,psnr,1353839,32.68,0.21,0:04.57,718,46.82,798.00
2158,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.0,1.2,1.6,0.4,0.9,0.5,1,0,10,10,280,4,23,10,5,0,61,48,1,1000,-1:-1,umh,show,ultrafast,30,psnr,8757269,37.89,0.15,0:05.10,745,42.04,5167.22
2159,None,--constrained-intra,None,None,None,--weightb,2.0,1.3,1.1,2.6,0.3,0.9,0.9,0,0,16,5,220,2,25,50,5,4,63,48,5,2000,-1:-1,umh,show,veryfast,30,psnr,22642,1.99,0.18,0:00.73,295,332.37,12.28
2160,None,None,None,None,None,--no-weightb,0.0,1.0,1.2,4.2,0.3,0.9,0.7,0,2,4,5,230,2,30,20,5,1,64,48,2,2000,-1:-1,hex,crop,slower,10,animation,2701123,26.33,0.22,0:03.72,713,58.06,1592.39
217,--aud,None,None,None,--slow-firstpass,--no-weightb,2.5,1.6,1.0,0.4,0.2,0.7,0.6,3,2,2,15,300,2,20,20,4,2,63,28,3,2000,-2:-2,dia,show,ultrafast,10,grain,3849679,4.45,0.13,0:00.81,561,284.66,2270.64
2161,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.4,1.0,3.6,0.3,0.7,0.2,0,0,4,10,280,2,26,50,3,2,63,48,5,1000,1:1,dia,show,faster,0,ssim,18918,10.45,0.10,0:01.51,698,151.30,9.33
2162,--aud,None,None,None,--slow-firstpass,--weightb,2.5,1.4,1.3,0.4,0.3,0.8,0.3,1,2,0,45,230,3,24,20,4,4,62,38,3,2000,1:1,dia,show,faster,40,grain,3293239,3.50,0.12,0:00.65,551,371.36,1942.77
2163,None,None,None,--no-asm,None,--no-weightb,0.5,1.4,1.0,3.8,0.2,0.7,0.7,1,0,6,20,280,4,25,0,5,3,67,18,6,1000,1:1,hex,crop,medium,40,ssim,7755247,35.18,0.13,0:07.08,498,30.00,4576.42
2164,--aud,None,None,--no-asm,None,--weightb,2.5,1.5,1.3,3.4,0.3,0.6,0.2,2,2,6,40,260,4,20,10,4,2,68,18,1,1000,-1:-1,umh,crop,medium,40,psnr,3831054,147.82,0.42,0:19.57,757,10.74,2259.53
2165,None,None,None,None,None,--weightb,0.0,1.6,1.4,4.2,0.2,0.7,0.2,3,2,10,50,210,2,23,30,3,4,62,48,1,2000,1:1,dia,show,slow,30,animation,991582,12.95,0.32,0:03.47,382,62.18,583.56
2166,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.0,1.0,1.2,0.2,0.2,0.6,0.3,3,2,0,30,270,4,24,30,3,4,62,48,2,2000,1:1,dia,crop,superfast,10,ssim,1391455,11.92,0.15,0:01.83,657,121.46,820.27
2167,None,None,None,None,--slow-firstpass,--weightb,0.5,1.1,1.4,1.2,0.6,0.9,0.5,2,0,16,35,300,0,26,20,4,3,63,48,6,2000,1:1,umh,crop,veryfast,10,animation,1954550,6.40,0.15,0:01.05,621,220.16,1151.98
2168,None,None,None,None,None,--no-weightb,1.0,1.1,1.4,1.2,0.5,0.6,0.1,1,1,0,25,200,0,25,0,4,2,64,28,3,1000,-2:-2,dia,show,veryfast,0,ssim,8867844,4.74,0.17,0:00.87,564,271.45,5233.13
2169,None,None,None,None,--slow-firstpass,--weightb,1.0,1.6,1.0,0.2,0.4,0.6,0.7,2,0,8,15,290,4,29,0,3,0,60,18,5,1000,1:1,umh,show,fast,30,ssim,8650993,11.02,0.16,0:01.98,565,112.97,5105.13
2170,None,--constrained-intra,None,None,--slow-firstpass,--weightb,1.0,1.4,1.1,1.6,0.2,0.8,0.9,1,1,4,35,230,4,30,20,3,3,65,18,2,1000,1:1,hex,show,slower,10,animation,3092404,23.56,0.25,0:03.34,711,64.44,1823.51
218,--aud,None,None,None,--slow-firstpass,--no-weightb,2.5,1.1,1.0,1.6,0.2,0.9,0.5,0,0,4,5,300,2,26,40,5,1,67,18,4,1000,-1:-1,umh,show,medium,0,ssim,305506,6.68,0.13,0:00.99,683,228.16,178.49
2171,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.5,1.2,1.8,0.2,0.6,0.4,2,2,8,45,220,0,20,10,3,3,69,18,5,1000,-2:-2,umh,show,slow,40,grain,3840842,226.12,0.34,0:30.78,735,6.84,2265.31
2172,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.0,1.4,1.2,4.8,0.3,0.7,0.3,1,2,4,30,230,0,28,0,5,4,60,48,6,2000,-2:-2,hex,show,placebo,40,psnr,7991633,10.88,0.14,0:01.89,580,118.10,4715.95
2173,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.2,1.0,3.6,0.6,0.8,0.5,0,0,10,25,200,2,30,10,3,3,69,38,6,1000,-1:-1,dia,crop,faster,40,animation,1720435,58.78,0.19,0:07.88,747,26.90,1014.37
2174,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.5,1.0,1.4,0.3,0.8,0.9,1,0,2,25,270,1,23,50,3,2,62,18,6,2000,-1:-1,umh,show,slow,10,grain,55576,44.77,0.09,0:06.80,659,31.22,31.16
2175,None,None,None,None,--slow-firstpass,--weightb,0.0,1.0,1.2,1.4,0.5,0.9,0.4,3,0,0,0,280,3,26,20,3,4,67,18,3,1000,1:1,umh,show,medium,40,psnr,2817484,5.43,0.13,0:01.09,510,211.43,1661.96
2176,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.4,1.3,0.8,0.5,0.8,0.2,0,1,6,0,240,3,22,50,5,2,66,28,3,1000,-1:-1,dia,show,slow,30,ssim,37855,22.65,0.17,0:06.23,366,34.10,21.28
2177,None,None,None,None,None,--weightb,0.0,1.1,1.3,3.2,0.6,0.6,0.9,1,1,10,40,240,3,29,0,5,0,64,38,5,2000,-1:-1,hex,crop,slow,30,ssim,8570947,13.02,0.16,0:02.05,642,109.28,5057.88
2178,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.5,1.4,1.0,3.4,0.2,0.9,0.7,0,2,12,0,300,2,26,50,3,3,64,18,3,2000,-1:-1,hex,show,faster,10,psnr,46886,43.70,0.40,0:16.44,268,12.81,26.21
2179,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.2,1.4,0.8,0.2,0.6,0.5,3,0,16,45,290,4,25,20,4,4,62,48,6,1000,-2:-2,umh,show,faster,40,psnr,734982,9.21,0.18,0:01.48,632,152.82,432.74
2180,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.1,1.1,2.2,0.5,0.8,0.1,3,1,12,25,220,4,21,0,4,2,61,48,4,1000,-1:-1,dia,crop,superfast,10,animation,11723458,4.53,0.15,0:00.84,553,291.39,6918.63
219,None,None,None,None,--slow-firstpass,--weightb,0.0,1.3,1.4,3.8,0.3,0.7,0.8,0,0,14,45,250,3,21,40,5,3,62,38,6,1000,-1:-1,dia,show,veryslow,0,grain,137133,5.28,0.10,0:00.88,610,271.78,79.63
2181,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.4,1.1,2.2,0.2,0.8,0.2,1,1,6,10,270,2,25,30,4,2,67,38,6,1000,-2:-2,umh,crop,medium,10,psnr,816162,131.87,0.22,0:18.74,704,11.22,480.04
2182,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,3.0,1.6,1.3,0.2,0.2,0.7,0.1,3,2,16,0,240,0,22,20,3,3,63,28,5,2000,1:1,hex,crop,superfast,30,grain,1741485,6.77,0.58,0:02.41,304,90.99,1026.46
2183,None,None,None,None,None,--no-weightb,2.5,1.4,1.4,3.8,0.4,0.6,0.7,2,0,14,25,250,2,20,0,5,3,64,48,2,2000,1:1,hex,crop,medium,30,animation,8683359,7.45,0.14,0:01.26,598,185.75,5124.22
2184,--aud,--constrained-intra,None,None,None,--weightb,0.0,1.0,1.2,3.0,0.3,0.9,0.9,0,0,6,10,240,4,28,0,5,0,63,48,6,1000,-2:-2,hex,crop,slower,30,psnr,7458670,12.88,0.14,0:02.14,607,103.52,4401.37
2185,None,None,None,--no-asm,--slow-firstpass,--weightb,0.5,1.3,1.1,3.8,0.6,0.8,0.0,0,2,12,40,250,4,28,10,3,3,61,18,4,2000,1:1,hex,show,ultrafast,10,grain,6042783,38.15,0.47,0:07.30,528,29.15,3565.17
2186,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.5,1.2,2.8,0.5,0.9,0.1,0,0,2,40,240,4,26,30,5,2,64,18,2,2000,-2:-2,dia,crop,superfast,10,grain,1462272,1.82,0.11,0:00.46,421,577.34,861.37
2187,--aud,--constrained-intra,None,None,None,--no-weightb,2.0,1.5,1.1,2.2,0.6,0.7,0.9,3,2,8,35,260,1,30,50,4,2,61,28,4,1000,-2:-2,umh,crop,veryslow,0,grain,50288,9.81,0.19,0:03.92,254,54.80,27.98
2188,None,--constrained-intra,None,--no-asm,None,--weightb,1.5,1.2,1.3,4.8,0.2,0.9,0.4,1,2,6,30,230,4,30,0,3,4,63,28,3,1000,-2:-2,hex,show,faster,0,ssim,10851145,45.40,0.18,0:06.13,742,34.95,6403.76
2189,None,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.1,1.3,0.8,0.4,0.9,0.0,1,0,2,35,260,2,25,10,5,4,67,38,5,1000,-1:-1,hex,crop,veryfast,0,ssim,2842573,4.47,0.13,0:00.77,593,311.74,1676.09
2190,None,None,None,None,--slow-firstpass,--weightb,0.5,1.4,1.3,4.6,0.5,0.8,0.8,2,2,8,50,260,0,29,40,3,0,60,18,3,2000,1:1,dia,show,fast,40,grain,211395,8.60,0.29,0:02.35,378,93.19,123.06
220,None,None,None,None,None,--weightb,3.0,1.1,1.4,1.2,0.2,0.9,0.9,1,0,12,10,270,3,26,40,3,1,68,38,4,1000,-2:-2,hex,show,faster,40,psnr,357270,3.84,0.12,0:00.81,487,294.77,209.80
2191,--aud,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.6,1.4,0.6,0.3,0.7,0.9,0,2,10,20,270,4,21,20,4,2,61,48,3,1000,1:1,dia,crop,ultrafast,30,animation,4030973,34.19,0.51,0:06.85,506,31.07,2377.66
2192,None,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.2,1.2,4.4,0.3,0.9,0.0,1,1,6,5,270,4,21,20,5,3,66,18,5,2000,-2:-2,umh,show,slower,30,ssim,2907624,37.29,0.32,0:05.62,668,38.01,1715.13
2193,--aud,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.1,1.1,3.6,0.3,0.9,0.1,3,1,14,0,290,0,20,20,3,3,69,28,5,2000,-1:-1,hex,crop,placebo,30,psnr,2878647,149.79,0.16,0:20.68,725,10.17,1698.03
2194,--aud,--constrained-intra,None,--no-asm,None,--weightb,1.0,1.0,1.3,4.8,0.5,0.9,0.7,1,2,12,45,220,3,21,50,5,4,62,18,3,1000,-1:-1,hex,crop,faster,40,grain,41313,47.05,0.43,0:13.91,341,15.15,22.88
2195,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.3,1.4,4.4,0.4,0.8,0.5,0,1,14,50,220,4,20,0,3,4,63,48,3,1000,-1:-1,dia,show,superfast,10,psnr,11314852,4.16,0.14,0:00.80,534,308.59,6677.45
2196,None,None,None,--no-asm,None,--weightb,1.0,1.6,1.1,4.2,0.4,0.9,0.4,3,0,6,45,240,2,22,20,4,2,69,48,2,2000,-2:-2,umh,crop,placebo,30,ssim,2769785,169.60,0.21,0:23.61,719,8.89,1633.75
2197,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.4,1.1,2.6,0.4,0.8,0.6,0,2,0,20,200,3,20,20,4,1,64,18,3,2000,-1:-1,dia,crop,placebo,0,ssim,2750704,88.73,0.22,0:12.19,729,17.30,1622.56
2198,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.2,1.0,4.6,0.3,0.8,0.8,0,0,16,25,250,1,26,20,4,0,68,38,1,2000,-1:-1,hex,crop,slow,0,grain,2556835,57.23,0.11,0:07.66,748,27.56,1507.85
2199,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,0.0,1.5,1.2,2.4,0.6,0.6,0.1,1,2,14,25,260,0,24,20,5,0,65,18,4,2000,-1:-1,umh,crop,slower,30,psnr,1738720,28.01,0.48,0:05.45,522,39.11,1024.88
2200,None,None,None,None,None,--no-weightb,2.0,1.2,1.1,1.2,0.6,0.7,0.1,1,1,6,0,280,3,22,30,4,4,69,18,2,1000,-2:-2,umh,show,slow,40,grain,1355305,18.66,0.21,0:03.00,628,71.58,798.89
23,None,None,None,None,--slow-firstpass,--no-weightb,1.5,1.1,1.0,2.0,0.4,0.9,0.9,1,0,6,35,260,4,24,10,3,0,65,18,5,1000,-1:-1,umh,show,veryfast,0,psnr,3387110,7.85,0.11,0:01.27,626,179.81,1997.59
221,--aud,None,None,--no-asm,None,--weightb,0.5,1.3,1.1,3.0,0.2,0.7,0.6,3,2,4,45,250,3,23,20,3,1,60,18,4,1000,1:1,umh,show,slower,30,psnr,1938012,188.42,0.25,0:24.76,761,8.48,1141.98
2201,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.3,1.0,4.4,0.5,0.7,0.1,3,1,4,15,260,3,28,50,5,1,65,28,3,2000,-1:-1,hex,crop,medium,0,animation,39078,24.77,0.14,0:04.88,510,43.71,21.24
2202,None,None,None,--no-asm,--slow-firstpass,--weightb,1.5,1.1,1.2,1.8,0.5,0.8,0.9,2,2,10,35,290,2,27,40,4,1,69,18,4,1000,-1:-1,umh,crop,ultrafast,10,animation,182044,22.66,0.31,0:07.48,307,28.39,105.73
2203,None,None,None,None,None,--no-weightb,2.5,1.2,1.4,2.0,0.5,0.7,0.5,0,2,2,15,250,3,28,10,3,1,68,18,6,2000,1:1,hex,crop,faster,40,animation,2665317,9.68,0.20,0:01.65,595,134.77,1571.29
2204,--aud,--constrained-intra,None,None,None,--no-weightb,1.0,1.2,1.2,1.8,0.4,0.9,0.3,2,0,6,45,210,2,24,10,5,2,65,38,2,1000,-1:-1,umh,show,superfast,40,ssim,5296173,4.23,0.15,0:00.73,597,337.11,3124.33
2205,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.5,1.0,0.2,0.3,0.9,0.6,0,0,8,40,290,4,25,20,5,0,66,28,3,1000,-1:-1,umh,show,superfast,10,grain,2817120,3.67,0.11,0:00.68,558,379.90,1661.27
2206,--aud,--constrained-intra,None,--no-asm,None,--weightb,1.5,1.4,1.4,1.6,0.5,0.8,0.9,2,1,0,15,290,3,28,20,3,4,61,38,1,2000,-1:-1,dia,show,fast,30,animation,3302029,21.59,0.15,0:03.24,671,66.73,1947.96
2207,None,None,None,--no-asm,None,--weightb,1.5,1.5,1.2,0.8,0.6,0.6,0.6,1,2,12,5,270,4,22,20,5,1,64,18,3,2000,1:1,hex,crop,veryfast,40,animation,2450513,70.08,0.66,0:14.93,473,14.10,1444.90
2208,--aud,None,None,None,None,--no-weightb,3.0,1.1,1.2,4.4,0.3,0.7,0.6,0,0,6,0,270,4,25,0,5,2,66,28,6,2000,1:1,dia,show,veryslow,40,animation,7897587,9.32,0.17,0:01.55,611,146.25,4660.43
2209,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.4,1.0,2.8,0.3,0.9,0.9,0,2,8,50,250,0,26,50,5,1,66,48,3,1000,-2:-2,dia,show,fast,40,grain,56228,6.61,0.29,0:02.15,321,103.86,31.48
2210,None,--constrained-intra,None,None,None,--no-weightb,1.0,1.1,1.0,2.0,0.2,0.9,0.5,3,1,14,0,250,3,28,0,4,2,65,28,4,1000,-1:-1,umh,show,placebo,0,psnr,10011112,34.87,0.17,0:04.84,722,43.90,5907.94
222,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.5,1.3,1.4,0.4,0.6,0.8,1,2,8,5,240,3,28,20,4,4,61,48,4,2000,-1:-1,dia,crop,slower,10,grain,2020232,23.41,0.26,0:03.61,654,59.74,1190.71
2211,None,None,None,None,--slow-firstpass,--no-weightb,2.0,1.6,1.0,4.4,0.3,0.6,0.0,0,0,2,25,280,4,22,10,3,2,63,48,2,1000,1:1,hex,crop,fast,0,psnr,4758841,11.34,0.11,0:01.61,711,141.31,2807.15
2212,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.3,1.1,4.2,0.3,0.6,0.8,2,1,0,0,260,0,26,0,3,2,69,48,6,1000,-1:-1,umh,show,faster,0,psnr,3437593,122.67,0.14,0:16.30,753,12.90,2027.99
2213,None,None,None,None,--slow-firstpass,--no-weightb,1.0,1.0,1.0,4.0,0.6,0.6,0.5,0,0,10,5,300,3,30,10,5,2,65,28,3,1000,-1:-1,dia,crop,placebo,10,grain,5104236,30.18,0.20,0:04.13,735,52.07,3011.12
2214,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.0,1.2,3.2,0.5,0.9,0.1,2,2,4,5,300,4,30,20,4,4,68,48,6,1000,-1:-1,umh,show,veryslow,0,ssim,1347696,234.74,0.36,0:32.15,731,6.52,793.62
2215,None,None,None,--no-asm,None,--weightb,1.0,1.2,1.1,3.4,0.3,0.6,0.7,0,1,2,50,240,0,29,0,4,4,65,48,3,2000,-1:-1,umh,show,ultrafast,0,ssim,11131660,55.80,0.11,0:07.39,756,28.84,6569.33
