,configurationID,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,frames,cpu,fps,kbs,etime,size
0,1,True,False,False,True,True,False,True,True,20.0,9.0,500,1541.0,142.51,16994.390000000003,3.5460000000000003,21242991.0
1,1001,False,False,True,True,True,True,True,True,20.0,1.0,500,1531.5,205.57399999999998,12441.040000000003,2.462,15551305.0
2,1002,True,False,False,False,True,False,True,True,60.0,5.0,500,1443.5,149.043,16809.29,3.4,21011610.0
3,1003,False,False,False,True,True,True,False,False,20.0,9.0,500,1273.7,96.09299999999999,9175.570000000002,5.233,11469459.0
4,1004,False,False,True,False,False,True,True,False,20.0,9.0,500,1466.1,154.171,10768.72,3.278,13460896.0
5,1005,True,False,False,True,False,True,False,False,20.0,1.0,500,1494.6,217.85500000000002,8864.11,2.326,11080132.0
6,1006,False,False,False,False,False,True,True,False,60.0,5.0,500,1426.8,167.82200000000003,9225.03,3.0149999999999997,11531287.0
7,1007,True,False,False,True,False,True,False,False,20.0,5.0,500,1327.4,133.007,8785.820000000002,3.7879999999999994,10982276.0
8,1008,True,False,False,False,True,False,False,False,20.0,1.0,500,1503.8,182.17499999999998,16048.09,2.778,20060113.0
9,1009,False,False,True,True,False,False,True,True,40.0,9.0,500,1487.6,127.008,20220.65,3.976,25275816.0
10,1010,False,False,False,False,False,True,True,False,60.0,1.0,500,1471.8,198.59699999999998,9188.56,2.544,11485705.0
11,101,False,False,True,False,False,True,True,True,40.0,9.0,500,1518.6,152.618,12377.509999999998,3.3129999999999997,15471893.0
12,1011,False,False,False,True,True,True,False,False,20.0,1.0,500,1458.4,196.402,9215.429999999998,2.58,11519292.0
13,1012,False,False,True,False,False,True,True,False,20.0,1.0,500,1477.6,198.776,10744.850000000002,2.553,13431062.0
14,1013,True,False,False,False,True,False,False,False,20.0,5.0,500,1340.2,116.22299999999998,15952.769999999999,4.33,19940964.0
15,1014,True,False,False,True,False,True,False,False,20.0,9.0,500,1284.6,102.588,8763.89,4.906999999999999,10954859.0
16,1015,True,False,False,True,False,True,True,True,40.0,1.0,500,1562.7,220.006,10125.0,2.307,12656246.0
17,1016,True,False,True,False,True,True,False,True,40.0,1.0,500,1551.4,215.63000000000002,11976.240000000002,2.351,14970295.0
18,1017,True,False,True,False,False,False,True,True,20.0,9.0,500,1532.8,138.40099999999998,19561.12,3.6479999999999997,24451399.0
19,1018,True,False,False,True,False,True,True,True,40.0,5.0,500,1520.6,181.32,10165.41,2.785,12706764.0
20,1019,True,False,True,False,False,False,True,True,20.0,5.0,500,1523.0,162.414,19562.19,3.1109999999999998,24452741.0
21,1020,True,False,True,False,False,True,False,False,20.0,1.0,500,1511.3,216.91200000000003,10409.08,2.335,13011349.0
22,102,False,False,False,True,False,False,False,False,60.0,9.0,500,1263.6,87.19800000000001,16648.549999999996,5.772,20810690.0
23,1021,True,False,False,False,True,False,False,False,40.0,1.0,500,1452.8,174.493,16064.609999999997,2.903,20080764.0
24,1022,False,False,False,False,True,True,True,False,40.0,1.0,500,1463.0,192.40699999999998,9196.880000000001,2.629,11496100.0
25,1023,True,False,False,True,False,True,True,True,40.0,9.0,500,1551.8,160.54900000000004,10178.509999999998,3.148,12723134.0
26,1024,True,False,True,False,True,True,False,True,40.0,9.0,500,1354.2,114.148,11905.070000000002,4.418,14881340.0
