,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,weightp,scenecut,rc_lookahead,mbtree,aq-mode
video_697,-0.13,0.08,-0.11,-0.06,-0.05,-0.36,0.0,-0.06,0.1,-0.18,-0.07,-0.0,-0.05,-0.06,0.07,-0.01,-0.24,0.03,0.01,0.04,0.55,-0.56
video_698,-0.48,-0.03,-0.03,-0.02,-0.04,-0.19,0.0,-0.04,0.05,-0.08,-0.05,-0.01,-0.0,0.05,0.05,0.0,-0.0,-0.02,0.01,0.01,-0.7,0.08
video_699,-0.35,-0.02,-0.04,-0.04,-0.06,-0.22,-0.0,-0.03,0.04,-0.12,-0.04,-0.04,-0.06,-0.02,0.02,-0.04,-0.08,0.02,0.04,-0.01,0.3,-0.65
video_700,-0.29,0.02,-0.06,-0.0,-0.09,-0.26,0.01,-0.04,0.14,-0.09,-0.05,-0.1,-0.07,-0.05,0.08,-0.06,-0.2,-0.03,0.02,-0.01,0.24,-0.57
video_701,-0.32,-0.0,-0.05,-0.02,-0.05,-0.21,0.04,-0.06,0.09,-0.06,-0.03,-0.16,-0.01,-0.07,0.01,0.02,-0.02,-0.02,0.01,0.04,-0.85,0.29
video_702,-0.26,-0.06,-0.06,-0.02,-0.09,-0.28,-0.0,-0.04,0.09,-0.19,-0.05,-0.01,-0.03,-0.02,-0.01,-0.01,-0.05,0.0,0.05,0.0,-0.07,-0.46
video_703,-0.68,-0.03,-0.02,0.01,-0.15,-0.1,0.11,-0.02,0.16,-0.02,-0.06,-0.52,-0.16,-0.14,0.14,0.0,-0.12,-0.03,0.09,0.05,-0.01,0.18
video_704,-0.48,-0.1,-0.03,-0.01,-0.07,-0.2,0.01,-0.05,0.1,-0.14,-0.05,-0.18,-0.02,0.12,0.09,-0.03,0.02,-0.14,0.02,-0.03,-0.48,-0.2
video_705,-0.12,0.06,-0.1,-0.06,-0.06,-0.37,-0.03,-0.06,0.11,-0.2,-0.08,-0.04,-0.05,-0.09,0.1,-0.0,-0.4,0.04,-0.02,0.1,0.26,-0.36
video_706,-0.35,0.01,-0.1,-0.01,-0.1,-0.31,0.03,-0.09,0.12,-0.25,-0.06,-0.35,-0.11,-0.15,0.19,0.01,-0.28,0.02,0.1,0.04,0.05,-0.07
video_707,-0.18,0.06,-0.12,-0.08,-0.07,-0.16,-0.04,-0.05,0.1,-0.21,-0.04,-0.08,-0.06,-0.11,-0.09,-0.0,-0.18,0.08,0.01,0.09,0.37,-0.5
video_708,-0.3,-0.01,-0.05,-0.02,-0.07,-0.11,0.01,-0.03,0.18,-0.02,-0.06,-0.01,-0.04,-0.01,-0.09,0.0,0.01,0.01,0.11,0.05,-0.88,0.53
video_709,-0.62,-0.01,-0.05,-0.06,-0.07,-0.16,0.02,-0.02,0.06,-0.15,-0.07,0.04,-0.05,-0.1,0.1,0.03,-0.09,0.05,0.1,0.04,0.26,-0.45
video_710,-0.27,-0.01,-0.05,-0.03,-0.05,-0.15,0.01,-0.05,0.06,-0.07,-0.05,-0.12,-0.02,-0.06,0.01,0.01,-0.05,0.0,0.0,0.04,-0.81,0.15
video_711,-0.19,0.04,-0.09,-0.05,-0.06,-0.34,-0.01,-0.04,0.08,-0.17,-0.07,-0.0,-0.07,-0.07,0.12,-0.01,-0.24,0.02,0.04,0.03,0.39,-0.56
video_712,-0.67,-0.02,-0.07,-0.05,-0.04,-0.21,0.03,-0.08,0.21,-0.1,-0.02,-0.07,0.02,-0.1,-0.05,0.02,0.01,0.04,-0.01,0.06,-0.56,0.4
video_713,-0.23,0.05,-0.08,-0.04,-0.1,-0.32,0.01,-0.05,0.18,-0.1,-0.06,-0.04,-0.08,-0.12,0.17,-0.03,-0.26,0.02,0.02,0.02,0.24,-0.5
video_714,-0.33,-0.01,-0.08,-0.04,-0.07,-0.24,0.01,-0.05,0.17,-0.09,-0.02,-0.1,-0.02,-0.09,-0.08,-0.0,0.04,-0.0,0.04,0.05,-0.75,0.44
video_715,-0.38,-0.08,-0.04,0.0,-0.02,0.03,0.08,-0.06,0.13,-0.03,0.02,-0.28,-0.01,-0.03,-0.13,0.03,0.12,-0.02,0.06,0.02,-0.94,0.61
video_716,-0.19,0.08,-0.12,-0.08,-0.06,-0.37,-0.02,-0.07,0.08,-0.21,-0.08,-0.02,-0.03,-0.09,0.11,-0.01,-0.32,0.07,-0.02,0.08,0.22,-0.35
video_717,-0.65,-0.01,-0.08,-0.02,-0.14,-0.33,0.06,-0.08,0.2,-0.16,-0.06,-0.14,-0.03,-0.17,0.08,-0.0,-0.15,0.05,0.11,0.06,0.18,0.06
video_718,-0.24,0.04,-0.12,-0.09,-0.07,-0.43,-0.0,-0.06,0.07,-0.2,-0.07,-0.0,-0.02,-0.07,0.18,0.01,-0.2,0.08,-0.01,0.06,0.08,-0.41
video_719,-0.23,0.04,-0.1,-0.07,-0.06,-0.42,0.01,-0.06,0.05,-0.17,-0.07,-0.01,-0.03,-0.07,0.18,0.0,-0.18,0.06,-0.02,0.05,-0.08,-0.37
video_720,-0.31,-0.01,-0.05,-0.03,-0.01,-0.37,-0.06,-0.08,0.07,-0.21,-0.05,-0.06,-0.05,0.08,0.11,-0.08,-0.27,-0.09,0.05,-0.01,-0.21,-0.01
video_721,-0.12,0.04,-0.11,-0.06,-0.07,-0.37,-0.02,-0.06,0.09,-0.2,-0.08,-0.07,-0.03,-0.08,0.1,0.0,-0.34,0.03,-0.02,0.12,-0.15,-0.18
video_722,-0.21,-0.01,-0.0,0.02,-0.07,-0.05,-0.01,-0.06,0.01,-0.16,-0.06,-0.09,-0.12,-0.06,0.02,-0.03,-0.2,0.03,-0.02,0.06,-0.48,-0.21
video_723,-0.18,0.04,-0.1,-0.06,-0.07,-0.34,-0.03,-0.06,0.07,-0.19,-0.07,-0.0,-0.03,-0.11,0.16,0.01,-0.32,0.04,-0.04,0.07,-0.29,-0.02
video_724,-0.38,-0.03,-0.08,-0.02,-0.05,-0.25,0.05,-0.08,0.13,-0.14,-0.02,-0.19,-0.04,-0.14,-0.05,0.01,-0.04,0.04,0.01,0.05,-0.5,-0.04
video_725,-0.24,0.04,-0.09,-0.07,-0.07,-0.35,-0.0,-0.07,0.03,-0.18,-0.09,-0.05,-0.03,-0.08,0.15,0.01,-0.22,0.04,-0.04,0.06,-0.19,-0.25
video_726,-0.13,0.03,-0.06,-0.03,-0.05,-0.29,-0.01,-0.04,0.04,-0.16,-0.07,-0.05,-0.07,-0.13,0.15,-0.01,-0.31,0.01,-0.03,0.05,-0.37,-0.06
video_727,-0.28,-0.02,-0.06,-0.04,-0.02,-0.2,0.01,-0.06,0.08,-0.18,-0.03,-0.07,-0.0,-0.01,-0.01,0.02,-0.02,0.06,0.02,0.04,-0.29,-0.55
video_728,-0.4,-0.0,-0.1,-0.07,-0.05,-0.4,0.01,-0.07,0.11,-0.18,-0.04,-0.08,-0.01,-0.06,0.07,-0.0,-0.1,0.08,-0.0,0.07,0.2,-0.46
video_729,-0.11,-0.04,-0.01,-0.01,-0.04,-0.1,0.02,-0.04,0.01,-0.05,-0.07,-0.07,-0.02,-0.08,0.1,0.02,-0.11,-0.0,-0.02,0.02,-0.71,-0.24
video_730,-0.57,-0.03,-0.05,-0.04,-0.04,-0.46,0.05,-0.08,0.12,-0.11,-0.02,-0.09,-0.0,0.12,0.02,-0.01,0.04,-0.0,0.01,0.01,-0.1,-0.32
video_731,-0.19,0.04,-0.09,-0.05,-0.08,-0.35,-0.01,-0.05,0.11,-0.16,-0.08,-0.01,-0.06,-0.12,0.16,-0.01,-0.3,0.03,-0.01,0.04,0.02,-0.33
video_732,-0.35,-0.01,-0.02,-0.02,-0.04,-0.0,-0.04,-0.04,-0.02,-0.33,-0.01,-0.1,-0.04,-0.01,0.09,-0.02,-0.13,0.03,-0.02,0.1,-0.48,-0.23
video_733,-0.22,0.01,-0.08,-0.04,-0.07,-0.33,0.01,-0.06,0.08,-0.16,-0.06,-0.06,-0.06,-0.0,0.11,-0.03,-0.16,0.02,0.0,0.04,0.17,-0.6
video_734,-0.13,0.03,-0.08,-0.05,-0.05,-0.32,-0.01,-0.04,0.06,-0.15,-0.06,-0.02,-0.05,-0.1,0.1,-0.0,-0.23,0.02,0.02,0.03,-0.05,-0.47
video_735,-0.28,0.04,-0.16,-0.12,-0.06,-0.23,-0.03,-0.08,0.14,-0.24,-0.05,0.0,-0.03,-0.15,-0.0,0.05,-0.14,0.16,-0.02,0.13,0.01,-0.35
video_736,-0.12,0.02,-0.11,-0.08,-0.06,-0.27,-0.02,-0.05,0.09,-0.15,-0.06,0.0,-0.03,-0.12,-0.02,0.01,-0.22,0.09,-0.01,0.1,-0.1,-0.42
video_737,-0.19,-0.03,-0.03,0.01,-0.01,-0.02,0.06,-0.05,0.09,-0.03,0.0,-0.3,-0.05,-0.13,-0.02,0.0,0.02,-0.03,-0.03,0.0,-0.93,0.57
video_738,-0.36,-0.12,-0.02,0.02,-0.04,-0.23,0.03,-0.02,0.08,-0.11,-0.01,-0.09,-0.02,-0.03,-0.02,-0.06,-0.05,-0.04,0.03,-0.02,0.56,-0.64
video_739,-0.26,0.03,-0.1,-0.07,-0.05,-0.32,-0.03,-0.04,0.09,-0.19,-0.08,0.01,-0.07,-0.05,0.01,0.01,-0.25,0.04,-0.0,0.05,-0.03,-0.26
video_740,-0.1,0.07,-0.12,-0.08,-0.05,-0.34,-0.05,-0.05,0.06,-0.25,-0.09,0.01,-0.11,-0.17,0.19,0.02,-0.43,0.11,-0.02,0.09,0.04,-0.17
video_741,-0.46,-0.12,-0.03,0.03,-0.0,-0.3,0.02,-0.02,-0.01,-0.32,0.01,0.01,0.05,0.04,-0.12,0.0,0.1,-0.01,0.09,-0.04,0.3,-0.39
video_742,-0.61,-0.02,-0.05,-0.03,-0.05,-0.33,0.02,-0.06,0.11,-0.15,-0.02,-0.02,0.01,-0.06,0.01,-0.0,-0.08,0.03,-0.0,0.03,-0.2,-0.05
video_743,-0.09,0.11,-0.09,-0.03,-0.06,-0.34,-0.0,-0.05,0.02,-0.2,-0.08,0.02,-0.1,-0.18,0.19,-0.01,-0.35,0.1,-0.02,0.03,0.11,-0.39
video_744,-0.41,0.0,-0.1,-0.04,-0.08,-0.19,0.04,-0.06,0.31,-0.03,-0.04,-0.3,-0.09,-0.08,-0.06,-0.01,-0.07,0.0,0.05,0.05,0.25,-0.48
video_745,-0.45,0.0,-0.16,-0.08,-0.14,-0.29,0.0,-0.08,0.43,-0.07,-0.09,-0.2,-0.09,-0.13,-0.04,0.01,-0.23,0.09,0.06,0.12,0.19,-0.02
video_746,-0.53,-0.08,-0.03,0.02,-0.0,-0.29,0.0,-0.02,-0.01,-0.3,0.01,-0.01,0.04,0.04,-0.12,0.0,0.06,0.01,0.1,-0.03,0.2,-0.35
video_747,-0.16,0.01,-0.05,-0.02,-0.04,-0.16,-0.0,-0.04,0.05,-0.04,-0.05,-0.02,-0.02,-0.05,0.05,0.0,-0.09,0.01,0.0,0.04,-0.85,0.12
video_748,-0.15,-0.02,-0.01,-0.01,-0.06,-0.1,0.05,-0.07,-0.06,-0.08,-0.13,0.0,-0.06,-0.04,0.07,0.03,-0.13,0.04,-0.07,0.01,-0.29,-0.51
video_749,-0.21,0.03,-0.09,-0.02,-0.11,-0.33,-0.0,-0.09,0.25,-0.17,-0.08,-0.09,-0.1,-0.11,0.08,-0.01,-0.37,0.05,-0.01,0.11,-0.21,-0.03
video_750,-0.24,0.06,-0.1,-0.06,-0.06,-0.34,0.0,-0.06,0.1,-0.18,-0.07,-0.06,-0.07,-0.1,0.06,-0.01,-0.21,0.03,0.02,0.05,0.12,-0.45
video_751,-0.29,-0.04,-0.03,-0.01,-0.08,-0.18,0.01,-0.02,0.06,-0.09,-0.02,-0.07,-0.04,0.04,-0.02,-0.03,-0.01,-0.03,0.03,-0.02,0.54,-0.78
video_752,-0.13,0.08,-0.1,-0.04,-0.07,-0.35,-0.01,-0.06,0.13,-0.21,-0.07,-0.09,-0.08,-0.14,0.09,-0.01,-0.31,0.0,-0.0,0.05,0.19,-0.33
video_753,-0.28,0.02,-0.05,-0.03,-0.03,-0.14,-0.02,-0.07,0.04,-0.06,-0.06,-0.08,-0.01,-0.2,0.06,0.0,-0.19,0.06,-0.06,0.08,-0.68,0.27
video_754,-0.34,0.02,-0.06,-0.06,-0.03,-0.1,-0.01,-0.04,0.04,-0.15,-0.09,-0.02,-0.12,-0.26,-0.24,-0.02,-0.24,0.12,0.13,0.04,0.19,-0.2
video_755,-0.14,0.04,-0.09,-0.05,-0.09,-0.29,0.0,-0.06,0.1,-0.15,-0.08,-0.06,-0.06,-0.03,0.11,-0.01,-0.19,0.06,-0.03,0.08,-0.02,-0.55
video_756,-0.3,0.01,-0.09,-0.04,-0.06,-0.29,0.02,-0.07,0.1,-0.14,-0.05,-0.1,-0.01,-0.12,0.07,0.03,-0.11,0.04,-0.02,0.06,-0.44,-0.2
video_757,-0.19,0.07,-0.12,-0.07,-0.06,-0.48,0.01,-0.06,0.08,-0.19,-0.08,0.02,-0.02,-0.07,0.13,0.0,-0.27,0.02,-0.0,0.04,0.11,-0.31
video_758,-0.52,-0.01,-0.06,-0.03,-0.04,-0.24,0.03,-0.08,0.12,-0.15,-0.02,-0.11,-0.01,-0.08,0.01,0.02,-0.05,0.02,-0.02,0.05,-0.47,-0.01
video_759,-0.17,0.06,-0.11,-0.03,-0.09,-0.39,0.01,-0.07,0.12,-0.15,-0.07,-0.08,-0.08,-0.14,0.18,-0.01,-0.28,-0.01,-0.0,0.05,-0.08,-0.27
video_760,-0.41,0.0,-0.09,-0.04,-0.05,-0.32,0.05,-0.1,0.15,-0.15,-0.05,-0.17,-0.0,-0.15,0.01,-0.02,-0.07,0.02,-0.06,0.05,-0.39,0.02
video_761,-0.21,0.06,-0.13,-0.08,-0.07,-0.34,-0.0,-0.08,0.1,-0.19,-0.08,-0.04,-0.05,-0.16,0.1,0.03,-0.23,0.08,0.03,0.08,-0.35,-0.06
video_762,-0.18,0.08,-0.07,-0.1,-0.16,-0.22,-0.07,0.01,0.24,-0.12,-0.15,-0.01,-0.13,0.07,0.43,-0.03,-0.44,-0.02,0.03,-0.01,0.4,-0.44
video_763,-0.34,0.03,-0.1,-0.08,-0.13,-0.22,-0.03,-0.04,0.07,-0.11,-0.11,-0.03,-0.13,-0.12,-0.02,0.02,-0.25,0.08,0.11,0.06,-0.16,-0.15
video_764,-0.14,0.05,-0.11,-0.05,-0.07,-0.43,-0.02,-0.07,0.15,-0.21,-0.09,-0.03,-0.09,-0.09,0.14,-0.01,-0.35,0.03,-0.0,0.07,0.06,-0.25
video_765,-0.35,-0.01,-0.08,-0.05,-0.06,-0.35,-0.01,-0.05,0.1,-0.17,-0.06,-0.03,-0.01,-0.06,0.09,0.0,-0.16,0.01,-0.02,0.05,-0.38,-0.03
video_766,-0.81,-0.02,0.01,-0.01,-0.07,-0.32,0.06,-0.04,0.09,-0.03,-0.06,0.06,0.04,0.01,0.08,-0.0,-0.08,-0.0,0.13,0.01,0.34,-0.16
video_767,-0.27,-0.01,-0.06,-0.05,-0.06,-0.21,-0.02,-0.02,0.06,-0.15,-0.1,-0.02,-0.08,-0.13,0.12,-0.03,-0.15,0.01,0.02,-0.01,-0.57,0.23
video_768,-0.1,0.08,-0.13,-0.08,-0.07,-0.36,-0.02,-0.06,0.08,-0.23,-0.09,0.01,-0.06,-0.14,0.15,0.01,-0.37,0.09,-0.02,0.08,0.13,-0.32
video_769,-0.19,0.0,-0.05,-0.01,-0.07,-0.19,-0.0,-0.05,0.16,0.05,-0.01,-0.14,-0.07,-0.13,0.11,-0.02,-0.02,-0.02,-0.01,0.05,-0.88,0.6
video_770,-0.15,0.04,-0.07,-0.01,-0.08,-0.32,-0.0,-0.06,0.1,-0.15,-0.08,-0.05,-0.1,-0.13,0.17,-0.01,-0.35,0.01,-0.0,0.06,-0.14,-0.24
video_771,-0.44,0.01,-0.07,-0.04,-0.07,-0.21,0.0,-0.06,0.12,-0.16,-0.03,-0.09,-0.04,-0.12,0.09,0.0,-0.18,0.03,-0.02,0.03,0.09,-0.42
video_772,-0.16,0.0,-0.03,0.01,-0.09,-0.19,-0.02,-0.05,0.03,-0.13,-0.06,-0.06,-0.07,-0.04,0.15,-0.03,-0.27,0.05,-0.02,0.07,-0.34,-0.39
video_773,-0.33,-0.03,-0.09,-0.04,-0.08,-0.17,0.0,-0.07,0.15,-0.1,-0.02,-0.09,-0.04,-0.11,-0.06,0.02,-0.04,0.07,-0.01,0.06,-0.28,-0.39
video_774,-0.09,0.04,-0.07,-0.0,-0.07,-0.25,0.02,-0.06,0.13,-0.18,-0.05,-0.03,-0.1,-0.16,0.11,-0.03,-0.26,0.04,-0.01,0.03,0.35,-0.59
video_775,-0.12,0.04,-0.08,-0.04,-0.06,-0.3,-0.01,-0.05,0.12,-0.14,-0.07,-0.01,-0.08,-0.11,0.14,0.01,-0.29,0.01,-0.02,0.04,-0.23,-0.3
video_776,-0.12,0.09,-0.12,-0.08,-0.06,-0.33,-0.04,-0.06,0.08,-0.21,-0.08,0.0,-0.06,-0.16,0.17,0.03,-0.36,0.08,-0.02,0.09,0.0,-0.31
video_777,-0.14,-0.03,-0.04,-0.01,-0.08,-0.23,-0.02,-0.06,0.05,-0.14,-0.06,-0.04,-0.07,-0.07,0.18,-0.01,-0.3,0.06,-0.02,0.07,-0.35,-0.3
video_778,-0.38,0.0,-0.07,-0.01,-0.06,-0.27,0.05,-0.09,0.14,-0.13,-0.02,-0.17,-0.04,-0.2,0.03,0.02,-0.15,0.03,-0.02,0.05,-0.44,0.07
video_779,-0.06,0.01,-0.07,-0.02,-0.09,-0.26,-0.02,-0.03,0.1,-0.12,-0.1,-0.03,-0.1,-0.04,0.09,-0.03,-0.26,-0.0,0.01,0.03,-0.54,0.23
video_780,-0.09,-0.05,-0.05,-0.04,-0.12,-0.25,-0.05,-0.01,0.11,-0.2,-0.12,-0.15,-0.16,0.06,0.2,-0.05,-0.19,-0.03,0.04,0.03,-0.61,0.14
video_781,-0.11,0.08,-0.12,-0.07,-0.06,-0.33,-0.03,-0.06,0.08,-0.2,-0.08,-0.0,-0.07,-0.15,0.17,0.03,-0.38,0.08,-0.02,0.09,0.01,-0.34
video_782,-0.43,0.02,-0.08,-0.02,-0.06,-0.33,0.03,-0.07,0.17,-0.18,-0.04,-0.06,-0.06,-0.14,-0.03,-0.01,-0.19,0.03,0.01,0.05,0.17,-0.26
video_783,-0.15,0.05,-0.1,-0.03,-0.06,-0.34,0.0,-0.05,0.15,-0.2,-0.07,-0.02,-0.08,-0.09,0.04,-0.02,-0.28,0.05,0.0,0.04,0.45,-0.49
video_784,-0.16,0.08,-0.12,-0.05,-0.08,-0.34,0.02,-0.09,0.15,-0.2,-0.07,-0.05,-0.08,-0.16,0.12,0.01,-0.28,0.06,-0.02,0.07,0.12,-0.36
video_785,-0.35,-0.02,-0.05,-0.02,-0.08,-0.41,0.05,-0.07,0.06,-0.12,-0.05,-0.14,-0.04,0.05,0.14,-0.02,-0.03,-0.03,0.0,0.02,-0.29,-0.36
video_786,-0.1,0.03,-0.12,-0.1,-0.03,0.02,-0.03,-0.06,0.12,-0.17,0.0,-0.08,-0.06,-0.11,-0.12,0.03,0.01,0.15,0.01,0.11,0.32,-0.75
video_787,-0.07,0.07,-0.1,-0.06,-0.06,-0.35,-0.02,-0.05,0.06,-0.2,-0.08,-0.01,-0.07,-0.09,0.17,-0.0,-0.33,0.06,-0.02,0.06,-0.01,-0.4
video_788,-0.17,0.08,-0.13,-0.09,-0.05,-0.43,-0.01,-0.07,0.06,-0.24,-0.07,-0.0,-0.03,-0.13,0.2,0.02,-0.28,0.1,-0.04,0.08,-0.05,-0.23
video_789,-0.43,-0.04,-0.08,-0.05,-0.05,-0.16,0.03,-0.08,0.14,-0.12,-0.01,-0.19,-0.04,0.04,-0.1,0.02,0.12,0.02,0.04,0.06,-0.32,-0.52
video_790,-0.19,0.07,-0.12,-0.09,-0.06,-0.44,-0.01,-0.06,0.07,-0.22,-0.09,-0.01,-0.03,-0.05,0.2,0.0,-0.25,0.06,-0.02,0.07,0.06,-0.37
video_791,-0.31,0.03,-0.1,-0.07,-0.1,-0.37,-0.01,-0.07,0.07,-0.14,-0.09,0.03,-0.01,-0.05,0.34,-0.0,-0.21,0.01,0.0,0.08,-0.31,-0.22
video_792,-0.09,0.05,-0.09,-0.05,-0.07,-0.3,-0.01,-0.05,0.05,-0.17,-0.08,-0.03,-0.02,-0.1,0.19,0.01,-0.26,0.08,-0.01,0.06,-0.48,-0.19
video_793,-0.22,0.01,-0.08,-0.08,-0.03,-0.4,0.0,-0.04,0.05,-0.14,-0.05,0.0,0.0,0.03,0.14,-0.04,-0.06,0.04,-0.01,0.04,0.71,-0.6
video_794,-0.18,0.06,-0.1,-0.05,-0.07,-0.38,-0.0,-0.06,0.11,-0.2,-0.05,0.02,-0.02,-0.13,0.08,-0.02,-0.29,0.06,-0.02,0.04,0.47,-0.42
video_795,-0.29,0.04,-0.12,-0.08,-0.07,-0.51,0.03,-0.07,0.1,-0.2,-0.08,-0.02,-0.02,-0.01,0.21,0.01,-0.15,0.04,0.0,0.05,-0.06,-0.31
video_796,-0.19,0.05,-0.1,-0.05,-0.06,-0.39,-0.01,-0.05,0.11,-0.19,-0.06,0.01,-0.06,-0.12,0.05,-0.01,-0.28,0.06,0.0,0.05,0.4,-0.43
video_797,-0.36,-0.0,-0.08,-0.05,-0.02,-0.07,-0.02,-0.08,0.11,-0.19,-0.02,-0.09,-0.04,-0.1,-0.07,0.02,-0.06,0.08,0.0,0.09,-0.3,-0.38
video_798,-0.25,0.01,-0.07,-0.03,-0.05,-0.35,0.01,-0.04,0.09,-0.17,-0.06,-0.03,-0.06,-0.08,0.03,-0.02,-0.2,0.03,0.01,0.03,0.18,-0.47
video_799,-0.09,0.06,-0.09,-0.04,-0.07,-0.36,-0.01,-0.05,0.08,-0.19,-0.07,-0.02,-0.06,-0.09,0.13,-0.02,-0.32,0.04,0.0,0.05,0.11,-0.45
video_800,-0.09,0.03,-0.07,-0.03,-0.05,-0.3,-0.0,-0.04,0.05,-0.15,-0.06,-0.02,-0.04,-0.06,0.11,-0.01,-0.23,0.02,-0.01,0.05,-0.15,-0.48
video_801,-0.1,0.01,-0.06,-0.01,-0.06,-0.32,0.0,-0.03,0.04,-0.14,-0.06,-0.0,-0.05,-0.02,0.07,-0.04,-0.2,-0.01,0.01,0.01,0.27,-0.64
video_802,-0.14,0.08,-0.14,-0.09,-0.06,-0.48,-0.0,-0.06,0.08,-0.23,-0.08,0.0,-0.01,-0.07,0.16,0.01,-0.27,0.08,-0.01,0.06,0.23,-0.38
video_803,-0.13,0.06,-0.1,-0.05,-0.06,-0.37,-0.0,-0.06,0.08,-0.2,-0.07,-0.01,-0.05,-0.08,0.11,-0.01,-0.26,0.04,-0.01,0.04,0.26,-0.49
video_804,-0.11,0.09,-0.14,-0.09,-0.07,-0.41,-0.03,-0.07,0.1,-0.25,-0.08,0.0,-0.05,-0.14,0.19,0.02,-0.38,0.09,-0.02,0.1,0.02,-0.17
video_805,-0.5,-0.02,-0.05,-0.01,-0.05,-0.34,0.03,-0.05,0.11,-0.13,-0.02,-0.09,-0.04,-0.07,-0.0,-0.03,-0.04,0.01,0.01,0.02,0.32,-0.48
video_806,-0.14,0.07,-0.13,-0.1,-0.06,-0.44,-0.02,-0.06,0.06,-0.23,-0.08,0.01,-0.03,-0.06,0.2,0.01,-0.28,0.09,-0.02,0.08,0.23,-0.42
video_807,-0.13,0.03,-0.09,-0.06,-0.06,-0.37,-0.0,-0.05,0.06,-0.17,-0.08,-0.03,-0.04,-0.01,0.13,-0.01,-0.17,0.02,-0.01,0.04,-0.01,-0.54
video_808,-0.29,-0.01,-0.06,-0.04,-0.04,-0.23,-0.03,-0.03,0.08,-0.16,-0.06,-0.04,-0.09,-0.01,-0.18,-0.03,-0.17,-0.02,0.02,0.03,0.18,-0.38
video_809,-0.12,-0.0,-0.09,-0.03,-0.07,-0.22,-0.0,-0.07,0.13,-0.11,-0.06,-0.04,-0.14,-0.12,0.03,0.0,-0.21,0.06,-0.01,0.05,0.04,-0.53
video_810,-0.15,-0.03,-0.04,-0.0,-0.07,-0.19,0.03,-0.05,0.11,-0.11,-0.07,-0.08,-0.07,-0.04,0.05,-0.01,-0.21,0.06,-0.01,-0.0,-0.24,-0.48
video_811,-0.08,0.08,-0.1,-0.05,-0.06,-0.35,-0.03,-0.05,0.11,-0.19,-0.08,-0.03,-0.08,-0.06,0.08,-0.02,-0.36,0.02,0.01,0.06,0.41,-0.47
video_812,-0.21,-0.0,-0.06,0.01,-0.05,-0.25,0.03,-0.03,0.24,-0.21,-0.06,-0.15,-0.14,-0.01,0.05,-0.03,-0.16,-0.02,0.04,0.02,0.62,-0.62
video_813,-0.33,-0.01,-0.08,-0.06,-0.03,-0.2,-0.02,-0.06,0.05,-0.29,-0.04,-0.02,-0.0,-0.13,0.08,0.05,-0.08,0.1,-0.02,0.07,-0.45,-0.14
video_814,-0.22,0.03,-0.1,-0.03,-0.07,-0.25,-0.0,-0.09,0.12,-0.18,-0.05,-0.11,-0.09,-0.18,0.07,0.0,-0.27,0.08,-0.03,0.09,-0.17,-0.22
video_815,-0.22,0.04,-0.07,0.0,-0.07,-0.32,0.03,-0.06,0.2,-0.13,-0.05,-0.16,-0.11,-0.1,0.08,-0.02,-0.17,-0.04,0.02,0.02,0.17,-0.54
video_816,-0.44,-0.0,-0.07,-0.03,-0.05,-0.23,0.01,-0.06,0.15,-0.15,-0.01,-0.09,-0.03,-0.11,-0.07,-0.01,-0.11,0.04,0.02,0.06,0.28,-0.48
video_817,-0.12,0.0,-0.03,0.01,-0.07,-0.21,-0.0,-0.06,-0.0,-0.09,-0.07,-0.17,-0.1,-0.16,0.16,-0.0,-0.3,0.01,-0.02,0.1,-0.49,-0.15
video_818,-0.08,0.07,-0.09,-0.03,-0.08,-0.33,-0.02,-0.05,0.1,-0.16,-0.08,-0.04,-0.07,-0.02,0.06,-0.02,-0.32,0.01,0.02,0.06,0.29,-0.55
video_819,-0.09,0.07,-0.09,-0.03,-0.07,-0.35,-0.03,-0.05,0.09,-0.19,-0.09,-0.04,-0.09,-0.08,0.14,-0.01,-0.4,0.02,0.01,0.07,0.08,-0.36
video_820,-0.36,-0.01,-0.08,-0.06,-0.03,-0.2,-0.03,-0.07,0.06,-0.29,-0.03,-0.02,0.0,-0.12,0.06,0.05,-0.07,0.11,-0.02,0.07,-0.47,-0.1
video_821,-0.12,0.06,-0.12,-0.06,-0.06,-0.4,-0.01,-0.04,0.08,-0.22,-0.09,-0.0,-0.05,-0.1,0.06,0.0,-0.32,0.08,-0.02,0.07,-0.03,-0.22
video_822,-0.22,0.03,-0.07,-0.02,-0.06,-0.26,0.01,-0.05,0.11,-0.17,-0.04,-0.05,-0.05,-0.11,0.02,-0.01,-0.22,0.03,0.0,0.03,0.3,-0.55
video_823,-0.09,0.07,-0.11,-0.06,-0.07,-0.38,-0.02,-0.06,0.1,-0.21,-0.08,-0.03,-0.08,-0.09,0.14,-0.01,-0.35,0.03,-0.0,0.07,0.16,-0.38
video_824,-0.18,0.03,-0.1,-0.04,-0.07,-0.23,-0.0,-0.08,0.16,-0.12,-0.06,-0.06,-0.11,-0.12,0.01,-0.0,-0.23,0.06,-0.0,0.07,0.06,-0.51
video_825,-0.15,0.06,-0.09,-0.03,-0.05,-0.4,0.0,-0.06,0.09,-0.2,-0.07,-0.01,-0.04,-0.1,0.08,-0.01,-0.33,0.02,-0.03,0.04,0.07,-0.28
