id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,1,34,153,123,166,123
1,57,169,93,189,100,89
2,111,163,176,190,190,161
3,85,4,32,161,194,155
4,76,91,10,175,42,79
5,8,87,103,100,97,189
6,49,168,166,100,159,168
7,48,189,3,98,92,92
8,19,85,181,170,179,181
9,0,62,178,96,109,189
10,8,62,123,91,91,96
11,4,178,123,169,165,197
12,92,100,85,96,123,189
13,29,74,62,171,200,171
14,6,168,137,153,184,154
15,1,103,87,75,192,65
16,1,78,169,109,93,101
17,166,168,166,166,157,168
18,20,83,25,123,192,169
19,4,63,189,85,97,90
20,8,83,169,89,91,168
21,123,156,100,94,85,170
22,97,181,20,67,196,21
23,159,64,168,200,100,106
24,4,190,85,169,38,104
25,12,172,176,104,32,171
26,4,79,98,85,112,92
27,0,54,102,100,48,176
28,49,182,105,165,169,184
29,123,17,101,196,108,108
30,35,20,177,159,123,183
31,1,164,189,102,45,112
32,32,101,132,56,104,46
33,4,80,36,68,176,187
34,20,80,104,104,96,104
35,143,119,42,47,47,113
36,123,159,169,181,184,177
37,134,70,112,175,92,23
38,1,70,112,51,42,23
39,65,153,153,170,168,168
40,74,153,165,98,43,112
41,69,42,168,21,193,193
42,168,178,91,93,183,91
43,85,159,86,107,86,91
44,157,3,23,154,170,168
45,123,177,171,169,181,179
46,153,181,91,171,169,184
47,79,89,25,165,159,159
48,119,54,161,27,177,173
49,1,61,47,92,2,28
50,178,164,91,10,43,196
51,46,171,130,111,130,131
52,0,183,35,168,104,159
53,87,12,85,107,104,177
54,25,113,113,23,113,92
55,155,155,111,32,104,34
56,74,181,137,74,170,159
57,4,168,105,102,95,105
58,189,181,89,172,183,96
59,148,171,160,60,60,32
60,165,157,182,182,169,170
61,74,171,123,104,35,34
62,1,197,195,166,159,123
63,29,56,56,104,34,131
64,20,189,68,32,190,104
65,166,105,178,104,20,189
66,189,54,35,134,32,131
67,64,112,175,123,10,193
68,111,91,91,165,74,170
69,0,166,175,197,123,159
70,1,42,169,91,85,91
71,46,165,189,46,68,104
72,8,20,197,93,173,100
73,1,176,9,168,27,28
74,99,85,170,100,75,107
75,61,2,82,42,92,3
76,23,25,25,169,20,24
