configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16520,0.027
1,-O2,0,1,1,1,16520,0.027
10,-Ofast,1,0,0,0,18032,0.025
11,-O1,0,1,1,1,16520,0.026
12,-O1,1,1,0,1,16520,0.029
13,-O1,1,0,1,1,16520,0.018
14,-Og,0,0,0,0,16520,0.026
15,-O1,1,0,0,0,16520,0.028
16,-O0,0,0,0,0,16520,0.018
17,-O1,0,1,0,1,16520,0.028
18,-O1,0,1,1,0,16520,0.023
19,-O1,0,0,1,1,16520,0.023
2,-Ofast,0,0,0,1,18032,0.029
20,-O0,1,1,1,1,16520,0.026
21,-Og,0,0,1,0,16520,0.02
22,-Ofast,1,1,1,0,18032,0.028
23,-O0,1,0,0,1,16520,0.021
24,-Ofast,0,1,1,1,18032,0.019
25,-O2,1,0,0,1,16520,0.021
26,-Og,0,1,1,1,16520,0.02
27,-O2,1,1,1,1,16520,0.017
28,-Og,0,0,1,1,16520,0.016
29,-O0,0,1,0,0,16520,0.02
3,-O1,0,1,0,0,16520,0.022
30,-Og,1,1,1,1,16520,0.013
31,-Og,1,1,0,1,16520,0.014
32,-O2,0,0,1,0,16520,0.025
33,-Og,0,1,0,1,16520,0.02
34,-Ofast,1,1,0,1,18032,0.022
35,-O0,0,0,1,0,16520,0.018
36,-O2,1,0,1,1,16520,0.019
37,-O2,1,0,1,0,16520,0.019
38,-Ofast,1,1,0,0,18032,0.024
39,-O2,0,1,1,0,16520,0.019
4,-Og,1,0,0,0,16520,0.014
40,-O2,0,1,0,1,16520,0.022
41,-O0,0,1,1,0,16520,0.023
42,-O1,1,1,1,1,16520,0.018
43,-Og,1,1,1,0,16520,0.019
44,-O2,0,1,0,0,16520,0.016
45,-O0,0,0,1,1,16520,0.02
46,-O0,1,1,0,1,16520,0.024
47,-O0,0,1,0,1,16520,0.021
48,-O1,0,0,1,0,16520,0.026
49,-O1,1,1,1,0,16520,0.024
5,-O0,0,1,1,1,16520,0.02
50,-Ofast,0,1,0,0,18032,0.028
51,-O1,0,0,0,0,16520,0.016
52,-Og,0,1,1,0,16520,0.016
53,-Ofast,0,0,1,1,18032,0.023
54,-O2,1,1,0,0,16520,0.013
55,-Og,1,1,0,0,16520,0.021
56,-Og,0,0,0,1,16520,0.018
57,-O0,1,1,0,0,16520,0.025
58,-O1,1,1,0,0,16520,0.024
59,-Ofast,0,1,1,0,18032,0.026
6,-Og,1,0,1,0,16520,0.024
60,-Ofast,1,0,1,1,18032,0.005
61,-Ofast,0,1,0,1,18032,0.02
62,-O2,1,1,1,0,16520,0.023
63,-O2,1,1,0,1,16520,0.026
64,-O0,1,0,0,0,16520,0.016
65,-Ofast,0,0,0,0,18032,0.024
66,-O0,1,0,1,0,16520,0.023
67,-O2,1,0,0,0,16520,0.027
68,-O1,1,0,0,1,16520,0.024
69,-O0,0,0,0,1,16520,0.026
7,-O1,1,0,1,0,16520,0.023
70,-Ofast,1,0,0,1,18032,0.021
71,-O0,1,0,1,1,16520,0.017
72,-O0,1,1,1,0,16520,0.013
73,-O2,0,0,0,1,16520,0.019
74,-Ofast,1,1,1,1,18032,0.021
75,-Og,1,0,1,1,16520,0.02
76,-Ofast,0,0,1,0,18032,0.023
77,-Ofast,1,0,1,0,18032,0.028
78,-O1,0,0,0,1,16520,0.024
79,-O2,0,0,1,1,16520,0.019
8,-Og,0,1,0,0,16520,0.02
9,-O2,0,0,0,0,16520,0.015
