configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16408,0.017
1,-O2,0,1,1,1,16408,0.02
10,-Ofast,1,0,0,0,17920,0.022
11,-O1,0,1,1,1,16408,0.025
12,-O1,1,1,0,1,16408,0.019
13,-O1,1,0,1,1,16408,0.024
14,-Og,0,0,0,0,16408,0.021
15,-O1,1,0,0,0,16408,0.021
16,-O0,0,0,0,0,16408,0.02
17,-O1,0,1,0,1,16408,0.016
18,-O1,0,1,1,0,16408,0.022
19,-O1,0,0,1,1,16408,0.02
2,-Ofast,0,0,0,1,17920,0.027
20,-O0,1,1,1,1,16408,0.019
21,-Og,0,0,1,0,16408,0.018
22,-Ofast,1,1,1,0,17920,0.028
23,-O0,1,0,0,1,16408,0.023
24,-Ofast,0,1,1,1,17920,0.012
25,-O2,1,0,0,1,16408,0.026
26,-Og,0,1,1,1,16408,0.025
27,-O2,1,1,1,1,16408,0.023
28,-Og,0,0,1,1,16408,0.023
29,-O0,0,1,0,0,16408,0.026
3,-O1,0,1,0,0,16408,0.02
30,-Og,1,1,1,1,16408,0.021
31,-Og,1,1,0,1,16408,0.025
32,-O2,0,0,1,0,16408,0.021
33,-Og,0,1,0,1,16408,0.026
34,-Ofast,1,1,0,1,17920,0.023
35,-O0,0,0,1,0,16408,0.019
36,-O2,1,0,1,1,16408,0.026
37,-O2,1,0,1,0,16408,0.016
38,-Ofast,1,1,0,0,17920,0.016
39,-O2,0,1,1,0,16408,0.016
4,-Og,1,0,0,0,16408,0.026
40,-O2,0,1,0,1,16408,0.029
41,-O0,0,1,1,0,16408,0.016
42,-O1,1,1,1,1,16408,0.02
43,-Og,1,1,1,0,16408,0.019
44,-O2,0,1,0,0,16408,0.02
45,-O0,0,0,1,1,16408,0.022
46,-O0,1,1,0,1,16408,0.016
47,-O0,0,1,0,1,16408,0.025
48,-O1,0,0,1,0,16408,0.019
49,-O1,1,1,1,0,16408,0.027
5,-O0,0,1,1,1,16408,0.015
50,-Ofast,0,1,0,0,17920,0.022
51,-O1,0,0,0,0,16408,0.017
52,-Og,0,1,1,0,16408,0.023
53,-Ofast,0,0,1,1,17920,0.025
54,-O2,1,1,0,0,16408,0.023
55,-Og,1,1,0,0,16408,0.018
56,-Og,0,0,0,1,16408,0.021
57,-O0,1,1,0,0,16408,0.017
58,-O1,1,1,0,0,16408,0.017
59,-Ofast,0,1,1,0,17920,0.018
6,-Og,1,0,1,0,16408,0.027
60,-Ofast,1,0,1,1,17920,0.025
61,-Ofast,0,1,0,1,17920,0.023
62,-O2,1,1,1,0,16408,0.019
63,-O2,1,1,0,1,16408,0.02
64,-O0,1,0,0,0,16408,0.019
65,-Ofast,0,0,0,0,17920,0.029
66,-O0,1,0,1,0,16408,0.022
67,-O2,1,0,0,0,16408,0.028
68,-O1,1,0,0,1,16408,0.026
69,-O0,0,0,0,1,16408,0.015
7,-O1,1,0,1,0,16408,0.027
70,-Ofast,1,0,0,1,17920,0.024
71,-O0,1,0,1,1,16408,0.014
72,-O0,1,1,1,0,16408,0.021
73,-O2,0,0,0,1,16408,0.021
74,-Ofast,1,1,1,1,17920,0.026
75,-Og,1,0,1,1,16408,0.025
76,-Ofast,0,0,1,0,17920,0.019
77,-Ofast,1,0,1,0,17920,0.017
78,-O1,0,0,0,1,16408,0.016
79,-O2,0,0,1,1,16408,0.025
8,-Og,0,1,0,0,16408,0.022
9,-O2,0,0,0,0,16408,0.025
