configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16464,0.015
1,-O2,0,1,1,1,16464,0.02
10,-Ofast,1,0,0,0,17968,0.02
11,-O1,0,1,1,1,16464,0.023
12,-O1,1,1,0,1,16464,0.024
13,-O1,1,0,1,1,16464,0.02
14,-Og,0,0,0,0,16464,0.018
15,-O1,1,0,0,0,16464,0.016
16,-O0,0,0,0,0,16464,0.024
17,-O1,0,1,0,1,16464,0.019
18,-O1,0,1,1,0,16464,0.021
19,-O1,0,0,1,1,16464,0.018
2,-Ofast,0,0,0,1,17968,0.025
20,-O0,1,1,1,1,16464,0.018
21,-Og,0,0,1,0,16464,0.02
22,-Ofast,1,1,1,0,17968,0.025
23,-O0,1,0,0,1,16464,0.023
24,-Ofast,0,1,1,1,17968,0.024
25,-O2,1,0,0,1,16464,0.018
26,-Og,0,1,1,1,16464,0.026
27,-O2,1,1,1,1,16464,0.01
28,-Og,0,0,1,1,16464,0.026
29,-O0,0,1,0,0,16464,0.019
3,-O1,0,1,0,0,16464,0.023
30,-Og,1,1,1,1,16464,0.026
31,-Og,1,1,0,1,16464,0.014
32,-O2,0,0,1,0,16464,0.014
33,-Og,0,1,0,1,16464,0.022
34,-Ofast,1,1,0,1,17968,0.023
35,-O0,0,0,1,0,16464,0.021
36,-O2,1,0,1,1,16464,0.015
37,-O2,1,0,1,0,16464,0.02
38,-Ofast,1,1,0,0,17968,0.026
39,-O2,0,1,1,0,16464,0.025
4,-Og,1,0,0,0,16464,0.014
40,-O2,0,1,0,1,16464,0.023
41,-O0,0,1,1,0,16464,0.026
42,-O1,1,1,1,1,16464,0.024
43,-Og,1,1,1,0,16464,0.013
44,-O2,0,1,0,0,16464,0.027
45,-O0,0,0,1,1,16464,0.023
46,-O0,1,1,0,1,16464,0.018
47,-O0,0,1,0,1,16464,0.017
48,-O1,0,0,1,0,16464,0.02
49,-O1,1,1,1,0,16464,0.02
5,-O0,0,1,1,1,16464,0.02
50,-Ofast,0,1,0,0,17968,0.016
51,-O1,0,0,0,0,16464,0.017
52,-Og,0,1,1,0,16464,0.02
53,-Ofast,0,0,1,1,17968,0.024
54,-O2,1,1,0,0,16464,0.021
55,-Og,1,1,0,0,16464,0.024
56,-Og,0,0,0,1,16464,0.018
57,-O0,1,1,0,0,16464,0.02
58,-O1,1,1,0,0,16464,0.027
59,-Ofast,0,1,1,0,17968,0.017
6,-Og,1,0,1,0,16464,0.014
60,-Ofast,1,0,1,1,17968,0.019
61,-Ofast,0,1,0,1,17968,0.028
62,-O2,1,1,1,0,16464,0.022
63,-O2,1,1,0,1,16464,0.026
64,-O0,1,0,0,0,16464,0.023
65,-Ofast,0,0,0,0,17968,0.016
66,-O0,1,0,1,0,16464,0.018
67,-O2,1,0,0,0,16464,0.027
68,-O1,1,0,0,1,16464,0.02
69,-O0,0,0,0,1,16464,0.018
7,-O1,1,0,1,0,16464,0.025
70,-Ofast,1,0,0,1,17968,0.024
71,-O0,1,0,1,1,16464,0.023
72,-O0,1,1,1,0,16464,0.023
73,-O2,0,0,0,1,16464,0.022
74,-Ofast,1,1,1,1,17968,0.019
75,-Og,1,0,1,1,16464,0.019
76,-Ofast,0,0,1,0,17968,0.02
77,-Ofast,1,0,1,0,17968,0.02
78,-O1,0,0,0,1,16464,0.014
79,-O2,0,0,1,1,16464,0.017
8,-Og,0,1,0,0,16464,0.024
9,-O2,0,0,0,0,16464,0.02
