configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16528,0.023
1,-O2,0,1,1,1,16528,0.025
10,-Ofast,1,0,0,0,18040,0.019
11,-O1,0,1,1,1,16528,0.021
12,-O1,1,1,0,1,16528,0.028
13,-O1,1,0,1,1,16528,0.028
14,-Og,0,0,0,0,16528,0.024
15,-O1,1,0,0,0,16528,0.02
16,-O0,0,0,0,0,16528,0.019
17,-O1,0,1,0,1,16528,0.029
18,-O1,0,1,1,0,16528,0.027
19,-O1,0,0,1,1,16528,0.027
2,-Ofast,0,0,0,1,18040,0.023
20,-O0,1,1,1,1,16528,0.009
21,-Og,0,0,1,0,16528,0.025
22,-Ofast,1,1,1,0,18040,0.016
23,-O0,1,0,0,1,16528,0.015
24,-Ofast,0,1,1,1,18040,0.028
25,-O2,1,0,0,1,16528,0.022
26,-Og,0,1,1,1,16528,0.024
27,-O2,1,1,1,1,16528,0.029
28,-Og,0,0,1,1,16528,0.024
29,-O0,0,1,0,0,16528,0.025
3,-O1,0,1,0,0,16528,0.025
30,-Og,1,1,1,1,16528,0.022
31,-Og,1,1,0,1,16528,0.027
32,-O2,0,0,1,0,16528,0.017
33,-Og,0,1,0,1,16528,0.025
34,-Ofast,1,1,0,1,18040,0.025
35,-O0,0,0,1,0,16528,0.008
36,-O2,1,0,1,1,16528,0.028
37,-O2,1,0,1,0,16528,0.023
38,-Ofast,1,1,0,0,18040,0.026
39,-O2,0,1,1,0,16528,0.024
4,-Og,1,0,0,0,16528,0.014
40,-O2,0,1,0,1,16528,0.029
41,-O0,0,1,1,0,16528,0.025
42,-O1,1,1,1,1,16528,0.029
43,-Og,1,1,1,0,16528,0.017
44,-O2,0,1,0,0,16528,0.029
45,-O0,0,0,1,1,16528,0.025
46,-O0,1,1,0,1,16528,0.016
47,-O0,0,1,0,1,16528,0.023
48,-O1,0,0,1,0,16528,0.022
49,-O1,1,1,1,0,16528,0.022
5,-O0,0,1,1,1,16528,0.024
50,-Ofast,0,1,0,0,18040,0.028
51,-O1,0,0,0,0,16528,0.024
52,-Og,0,1,1,0,16528,0.011
53,-Ofast,0,0,1,1,18040,0.029
54,-O2,1,1,0,0,16528,0.03
55,-Og,1,1,0,0,16528,0.02
56,-Og,0,0,0,1,16528,0.022
57,-O0,1,1,0,0,16528,0.02
58,-O1,1,1,0,0,16528,0.018
59,-Ofast,0,1,1,0,18040,0.025
6,-Og,1,0,1,0,16528,0.025
60,-Ofast,1,0,1,1,18040,0.014
61,-Ofast,0,1,0,1,18040,0.024
62,-O2,1,1,1,0,16528,0.027
63,-O2,1,1,0,1,16528,0.017
64,-O0,1,0,0,0,16528,0.025
65,-Ofast,0,0,0,0,18040,0.023
66,-O0,1,0,1,0,16528,0.02
67,-O2,1,0,0,0,16528,0.019
68,-O1,1,0,0,1,16528,0.022
69,-O0,0,0,0,1,16528,0.015
7,-O1,1,0,1,0,16528,0.021
70,-Ofast,1,0,0,1,18040,0.028
71,-O0,1,0,1,1,16528,0.019
72,-O0,1,1,1,0,16528,0.021
73,-O2,0,0,0,1,16528,0.028
74,-Ofast,1,1,1,1,18040,0.027
75,-Og,1,0,1,1,16528,0.025
76,-Ofast,0,0,1,0,18040,0.027
77,-Ofast,1,0,1,0,18040,0.025
78,-O1,0,0,0,1,16528,0.023
79,-O2,0,0,1,1,16528,0.025
8,-Og,0,1,0,0,16528,0.018
9,-O2,0,0,0,0,16528,0.022
