configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16528,0.025
1,-O2,0,1,1,1,16528,0.028
10,-Ofast,1,0,0,0,18040,0.022
11,-O1,0,1,1,1,16528,0.02
12,-O1,1,1,0,1,16528,0.025
13,-O1,1,0,1,1,16528,0.022
14,-Og,0,0,0,0,16528,0.017
15,-O1,1,0,0,0,16528,0.024
16,-O0,0,0,0,0,16528,0.012
17,-O1,0,1,0,1,16528,0.025
18,-O1,0,1,1,0,16528,0.025
19,-O1,0,0,1,1,16528,0.025
2,-Ofast,0,0,0,1,18040,0.03
20,-O0,1,1,1,1,16528,0.022
21,-Og,0,0,1,0,16528,0.019
22,-Ofast,1,1,1,0,18040,0.022
23,-O0,1,0,0,1,16528,0.017
24,-Ofast,0,1,1,1,18040,0.024
25,-O2,1,0,0,1,16528,0.025
26,-Og,0,1,1,1,16528,0.029
27,-O2,1,1,1,1,16528,0.024
28,-Og,0,0,1,1,16528,0.02
29,-O0,0,1,0,0,16528,0.022
3,-O1,0,1,0,0,16528,0.019
30,-Og,1,1,1,1,16528,0.028
31,-Og,1,1,0,1,16528,0.024
32,-O2,0,0,1,0,16528,0.028
33,-Og,0,1,0,1,16528,0.025
34,-Ofast,1,1,0,1,18040,0.03
35,-O0,0,0,1,0,16528,0.017
36,-O2,1,0,1,1,16528,0.024
37,-O2,1,0,1,0,16528,0.024
38,-Ofast,1,1,0,0,18040,0.019
39,-O2,0,1,1,0,16528,0.021
4,-Og,1,0,0,0,16528,0.019
40,-O2,0,1,0,1,16528,0.027
41,-O0,0,1,1,0,16528,0.02
42,-O1,1,1,1,1,16528,0.026
43,-Og,1,1,1,0,16528,0.025
44,-O2,0,1,0,0,16528,0.028
45,-O0,0,0,1,1,16528,0.021
46,-O0,1,1,0,1,16528,0.024
47,-O0,0,1,0,1,16528,0.016
48,-O1,0,0,1,0,16528,0.024
49,-O1,1,1,1,0,16528,0.015
5,-O0,0,1,1,1,16528,0.025
50,-Ofast,0,1,0,0,18040,0.025
51,-O1,0,0,0,0,16528,0.022
52,-Og,0,1,1,0,16528,0.02
53,-Ofast,0,0,1,1,18040,0.028
54,-O2,1,1,0,0,16528,0.022
55,-Og,1,1,0,0,16528,0.015
56,-Og,0,0,0,1,16528,0.015
57,-O0,1,1,0,0,16528,0.025
58,-O1,1,1,0,0,16528,0.023
59,-Ofast,0,1,1,0,18040,0.021
6,-Og,1,0,1,0,16528,0.025
60,-Ofast,1,0,1,1,18040,0.025
61,-Ofast,0,1,0,1,18040,0.031
62,-O2,1,1,1,0,16528,0.027
63,-O2,1,1,0,1,16528,0.024
64,-O0,1,0,0,0,16528,0.022
65,-Ofast,0,0,0,0,18040,0.025
66,-O0,1,0,1,0,16528,0.021
67,-O2,1,0,0,0,16528,0.028
68,-O1,1,0,0,1,16528,0.014
69,-O0,0,0,0,1,16528,0.021
7,-O1,1,0,1,0,16528,0.023
70,-Ofast,1,0,0,1,18040,0.03
71,-O0,1,0,1,1,16528,0.017
72,-O0,1,1,1,0,16528,0.025
73,-O2,0,0,0,1,16528,0.024
74,-Ofast,1,1,1,1,18040,0.03
75,-Og,1,0,1,1,16528,0.022
76,-Ofast,0,0,1,0,18040,0.029
77,-Ofast,1,0,1,0,18040,0.032
78,-O1,0,0,0,1,16528,0.017
79,-O2,0,0,1,1,16528,0.031
8,-Og,0,1,0,0,16528,0.021
9,-O2,0,0,0,0,16528,0.032
