configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16408,0.028
1,-O2,0,1,1,1,16408,0.029
10,-Ofast,1,0,0,0,17912,0.029
11,-O1,0,1,1,1,16408,0.022
12,-O1,1,1,0,1,16408,0.019
13,-O1,1,0,1,1,16408,0.02
14,-Og,0,0,0,0,16408,0.027
15,-O1,1,0,0,0,16408,0.021
16,-O0,0,0,0,0,16408,0.01
17,-O1,0,1,0,1,16408,0.017
18,-O1,0,1,1,0,16408,0.022
19,-O1,0,0,1,1,16408,0.024
2,-Ofast,0,0,0,1,17912,0.029
20,-O0,1,1,1,1,16408,0.015
21,-Og,0,0,1,0,16408,0.024
22,-Ofast,1,1,1,0,17912,0.027
23,-O0,1,0,0,1,16408,0.022
24,-Ofast,0,1,1,1,17912,0.022
25,-O2,1,0,0,1,16408,0.026
26,-Og,0,1,1,1,16408,0.027
27,-O2,1,1,1,1,16408,0.019
28,-Og,0,0,1,1,16408,0.026
29,-O0,0,1,0,0,16408,0.024
3,-O1,0,1,0,0,16408,0.026
30,-Og,1,1,1,1,16408,0.024
31,-Og,1,1,0,1,16408,0.011
32,-O2,0,0,1,0,16408,0.018
33,-Og,0,1,0,1,16408,0.021
34,-Ofast,1,1,0,1,17912,0.019
35,-O0,0,0,1,0,16408,0.021
36,-O2,1,0,1,1,16408,0.024
37,-O2,1,0,1,0,16408,0.028
38,-Ofast,1,1,0,0,17912,0.02
39,-O2,0,1,1,0,16408,0.024
4,-Og,1,0,0,0,16408,0.026
40,-O2,0,1,0,1,16408,0.015
41,-O0,0,1,1,0,16408,0.022
42,-O1,1,1,1,1,16408,0.017
43,-Og,1,1,1,0,16408,0.029
44,-O2,0,1,0,0,16408,0.026
45,-O0,0,0,1,1,16408,0.02
46,-O0,1,1,0,1,16408,0.02
47,-O0,0,1,0,1,16408,0.021
48,-O1,0,0,1,0,16408,0.026
49,-O1,1,1,1,0,16408,0.021
5,-O0,0,1,1,1,16408,0.019
50,-Ofast,0,1,0,0,17912,0.02
51,-O1,0,0,0,0,16408,0.026
52,-Og,0,1,1,0,16408,0.014
53,-Ofast,0,0,1,1,17912,0.024
54,-O2,1,1,0,0,16408,0.022
55,-Og,1,1,0,0,16408,0.021
56,-Og,0,0,0,1,16408,0.025
57,-O0,1,1,0,0,16408,0.016
58,-O1,1,1,0,0,16408,0.022
59,-Ofast,0,1,1,0,17912,0.019
6,-Og,1,0,1,0,16408,0.027
60,-Ofast,1,0,1,1,17912,0.02
61,-Ofast,0,1,0,1,17912,0.025
62,-O2,1,1,1,0,16408,0.027
63,-O2,1,1,0,1,16408,0.019
64,-O0,1,0,0,0,16408,0.006
65,-Ofast,0,0,0,0,17912,0.029
66,-O0,1,0,1,0,16408,0.018
67,-O2,1,0,0,0,16408,0.023
68,-O1,1,0,0,1,16408,0.021
69,-O0,0,0,0,1,16408,0.022
7,-O1,1,0,1,0,16408,0.026
70,-Ofast,1,0,0,1,17912,0.019
71,-O0,1,0,1,1,16408,0.025
72,-O0,1,1,1,0,16408,0.026
73,-O2,0,0,0,1,16408,0.024
74,-Ofast,1,1,1,1,17912,0.021
75,-Og,1,0,1,1,16408,0.025
76,-Ofast,0,0,1,0,17912,0.024
77,-Ofast,1,0,1,0,17912,0.024
78,-O1,0,0,0,1,16408,0.023
79,-O2,0,0,1,1,16408,0.021
8,-Og,0,1,0,0,16408,0.021
9,-O2,0,0,0,0,16408,0.027
