configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16528,0.019
1,-O2,0,1,1,1,16528,0.024
10,-Ofast,1,0,0,0,18032,0.023
11,-O1,0,1,1,1,16528,0.025
12,-O1,1,1,0,1,16528,0.014
13,-O1,1,0,1,1,16528,0.016
14,-Og,0,0,0,0,16528,0.018
15,-O1,1,0,0,0,16528,0.022
16,-O0,0,0,0,0,16528,0.016
17,-O1,0,1,0,1,16528,0.024
18,-O1,0,1,1,0,16528,0.015
19,-O1,0,0,1,1,16528,0.018
2,-Ofast,0,0,0,1,18032,0.025
20,-O0,1,1,1,1,16528,0.02
21,-Og,0,0,1,0,16528,0.027
22,-Ofast,1,1,1,0,18032,0.025
23,-O0,1,0,0,1,16528,0.021
24,-Ofast,0,1,1,1,18032,0.026
25,-O2,1,0,0,1,16528,0.026
26,-Og,0,1,1,1,16528,0.026
27,-O2,1,1,1,1,16528,0.022
28,-Og,0,0,1,1,16528,0.026
29,-O0,0,1,0,0,16528,0.02
3,-O1,0,1,0,0,16528,0.028
30,-Og,1,1,1,1,16528,0.017
31,-Og,1,1,0,1,16528,0.024
32,-O2,0,0,1,0,16528,0.021
33,-Og,0,1,0,1,16528,0.02
34,-Ofast,1,1,0,1,18032,0.02
35,-O0,0,0,1,0,16528,0.025
36,-O2,1,0,1,1,16528,0.018
37,-O2,1,0,1,0,16528,0.029
38,-Ofast,1,1,0,0,18032,0.024
39,-O2,0,1,1,0,16528,0.025
4,-Og,1,0,0,0,16528,0.026
40,-O2,0,1,0,1,16528,0.024
41,-O0,0,1,1,0,16528,0.016
42,-O1,1,1,1,1,16528,0.017
43,-Og,1,1,1,0,16528,0.018
44,-O2,0,1,0,0,16528,0.02
45,-O0,0,0,1,1,16528,0.017
46,-O0,1,1,0,1,16528,0.013
47,-O0,0,1,0,1,16528,0.017
48,-O1,0,0,1,0,16528,0.024
49,-O1,1,1,1,0,16528,0.016
5,-O0,0,1,1,1,16528,0.018
50,-Ofast,0,1,0,0,18032,0.019
51,-O1,0,0,0,0,16528,0.015
52,-Og,0,1,1,0,16528,0.014
53,-Ofast,0,0,1,1,18032,0.022
54,-O2,1,1,0,0,16528,0.021
55,-Og,1,1,0,0,16528,0.012
56,-Og,0,0,0,1,16528,0.018
57,-O0,1,1,0,0,16528,0.011
58,-O1,1,1,0,0,16528,0.026
59,-Ofast,0,1,1,0,18032,0.017
6,-Og,1,0,1,0,16528,0.022
60,-Ofast,1,0,1,1,18032,0.019
61,-Ofast,0,1,0,1,18032,0.019
62,-O2,1,1,1,0,16528,0.02
63,-O2,1,1,0,1,16528,0.023
64,-O0,1,0,0,0,16528,0.025
65,-Ofast,0,0,0,0,18032,0.018
66,-O0,1,0,1,0,16528,0.013
67,-O2,1,0,0,0,16528,0.016
68,-O1,1,0,0,1,16528,0.017
69,-O0,0,0,0,1,16528,0.02
7,-O1,1,0,1,0,16528,0.02
70,-Ofast,1,0,0,1,18032,0.017
71,-O0,1,0,1,1,16528,0.022
72,-O0,1,1,1,0,16528,0.025
73,-O2,0,0,0,1,16528,0.024
74,-Ofast,1,1,1,1,18032,0.023
75,-Og,1,0,1,1,16528,0.022
76,-Ofast,0,0,1,0,18032,0.015
77,-Ofast,1,0,1,0,18032,0.025
78,-O1,0,0,0,1,16528,0.02
79,-O2,0,0,1,1,16528,0.018
8,-Og,0,1,0,0,16528,0.023
9,-O2,0,0,0,0,16528,0.022
