configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16528,0.026
1,-O2,0,1,1,1,16528,0.034
10,-Ofast,1,0,0,0,18040,0.031
11,-O1,0,1,1,1,16528,0.032
12,-O1,1,1,0,1,16528,0.025
13,-O1,1,0,1,1,16528,0.031
14,-Og,0,0,0,0,16528,0.031
15,-O1,1,0,0,0,16528,0.033
16,-O0,0,0,0,0,16528,0.019
17,-O1,0,1,0,1,16528,0.024
18,-O1,0,1,1,0,16528,0.033
19,-O1,0,0,1,1,16528,0.03
2,-Ofast,0,0,0,1,18040,0.039
20,-O0,1,1,1,1,16528,0.021
21,-Og,0,0,1,0,16528,0.011
22,-Ofast,1,1,1,0,18040,0.043
23,-O0,1,0,0,1,16528,0.028
24,-Ofast,0,1,1,1,18040,0.036
25,-O2,1,0,0,1,16528,0.037
26,-Og,0,1,1,1,16528,0.024
27,-O2,1,1,1,1,16528,0.036
28,-Og,0,0,1,1,16528,0.031
29,-O0,0,1,0,0,16528,0.025
3,-O1,0,1,0,0,16528,0.023
30,-Og,1,1,1,1,16528,0.024
31,-Og,1,1,0,1,16528,0.014
32,-O2,0,0,1,0,16528,0.022
33,-Og,0,1,0,1,16528,0.031
34,-Ofast,1,1,0,1,18040,0.028
35,-O0,0,0,1,0,16528,0.021
36,-O2,1,0,1,1,16528,0.034
37,-O2,1,0,1,0,16528,0.032
38,-Ofast,1,1,0,0,18040,0.036
39,-O2,0,1,1,0,16528,0.04
4,-Og,1,0,0,0,16528,0.023
40,-O2,0,1,0,1,16528,0.03
41,-O0,0,1,1,0,16528,0.026
42,-O1,1,1,1,1,16528,0.031
43,-Og,1,1,1,0,16528,0.025
44,-O2,0,1,0,0,16528,0.038
45,-O0,0,0,1,1,16528,0.025
46,-O0,1,1,0,1,16528,0.022
47,-O0,0,1,0,1,16528,0.019
48,-O1,0,0,1,0,16528,0.032
49,-O1,1,1,1,0,16528,0.029
5,-O0,0,1,1,1,16528,0.015
50,-Ofast,0,1,0,0,18040,0.036
51,-O1,0,0,0,0,16528,0.029
52,-Og,0,1,1,0,16528,0.018
53,-Ofast,0,0,1,1,18040,0.04
54,-O2,1,1,0,0,16528,0.026
55,-Og,1,1,0,0,16528,0.023
56,-Og,0,0,0,1,16528,0.031
57,-O0,1,1,0,0,16528,0.019
58,-O1,1,1,0,0,16528,0.035
59,-Ofast,0,1,1,0,18040,0.033
6,-Og,1,0,1,0,16528,0.029
60,-Ofast,1,0,1,1,18040,0.029
61,-Ofast,0,1,0,1,18040,0.041
62,-O2,1,1,1,0,16528,0.04
63,-O2,1,1,0,1,16528,0.034
64,-O0,1,0,0,0,16528,0.025
65,-Ofast,0,0,0,0,18040,0.031
66,-O0,1,0,1,0,16528,0.025
67,-O2,1,0,0,0,16528,0.033
68,-O1,1,0,0,1,16528,0.028
69,-O0,0,0,0,1,16528,0.027
7,-O1,1,0,1,0,16528,0.025
70,-Ofast,1,0,0,1,18040,0.037
71,-O0,1,0,1,1,16528,0.022
72,-O0,1,1,1,0,16528,0.017
73,-O2,0,0,0,1,16528,0.024
74,-Ofast,1,1,1,1,18040,0.037
75,-Og,1,0,1,1,16528,0.019
76,-Ofast,0,0,1,0,18040,0.031
77,-Ofast,1,0,1,0,18040,0.036
78,-O1,0,0,0,1,16528,0.03
79,-O2,0,0,1,1,16528,0.036
8,-Og,0,1,0,0,16528,0.031
9,-O2,0,0,0,0,16528,0.04
