configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16520,0.015
1,-O2,0,1,1,1,16520,0.029
10,-Ofast,1,0,0,0,18032,0.027
11,-O1,0,1,1,1,16520,0.027
12,-O1,1,1,0,1,16520,0.017
13,-O1,1,0,1,1,16520,0.026
14,-Og,0,0,0,0,16520,0.015
15,-O1,1,0,0,0,16520,0.017
16,-O0,0,0,0,0,16520,0.018
17,-O1,0,1,0,1,16520,0.027
18,-O1,0,1,1,0,16520,0.027
19,-O1,0,0,1,1,16520,0.029
2,-Ofast,0,0,0,1,18032,0.025
20,-O0,1,1,1,1,16520,0.016
21,-Og,0,0,1,0,16520,0.014
22,-Ofast,1,1,1,0,18032,0.018
23,-O0,1,0,0,1,16520,0.012
24,-Ofast,0,1,1,1,18032,0.019
25,-O2,1,0,0,1,16520,0.023
26,-Og,0,1,1,1,16520,0.026
27,-O2,1,1,1,1,16520,0.017
28,-Og,0,0,1,1,16520,0.02
29,-O0,0,1,0,0,16520,0.02
3,-O1,0,1,0,0,16520,0.019
30,-Og,1,1,1,1,16520,0.026
31,-Og,1,1,0,1,16520,0.025
32,-O2,0,0,1,0,16520,0.027
33,-Og,0,1,0,1,16520,0.017
34,-Ofast,1,1,0,1,18032,0.028
35,-O0,0,0,1,0,16520,0.02
36,-O2,1,0,1,1,16520,0.02
37,-O2,1,0,1,0,16520,0.023
38,-Ofast,1,1,0,0,18032,0.021
39,-O2,0,1,1,0,16520,0.027
4,-Og,1,0,0,0,16520,0.019
40,-O2,0,1,0,1,16520,0.025
41,-O0,0,1,1,0,16520,0.022
42,-O1,1,1,1,1,16520,0.021
43,-Og,1,1,1,0,16520,0.024
44,-O2,0,1,0,0,16520,0.027
45,-O0,0,0,1,1,16520,0.013
46,-O0,1,1,0,1,16520,0.02
47,-O0,0,1,0,1,16520,0.026
48,-O1,0,0,1,0,16520,0.028
49,-O1,1,1,1,0,16520,0.022
5,-O0,0,1,1,1,16520,0.026
50,-Ofast,0,1,0,0,18032,0.024
51,-O1,0,0,0,0,16520,0.017
52,-Og,0,1,1,0,16520,0.026
53,-Ofast,0,0,1,1,18032,0.016
54,-O2,1,1,0,0,16520,0.028
55,-Og,1,1,0,0,16520,0.024
56,-Og,0,0,0,1,16520,0.028
57,-O0,1,1,0,0,16520,0.026
58,-O1,1,1,0,0,16520,0.021
59,-Ofast,0,1,1,0,18032,0.018
6,-Og,1,0,1,0,16520,0.021
60,-Ofast,1,0,1,1,18032,0.028
61,-Ofast,0,1,0,1,18032,0.013
62,-O2,1,1,1,0,16520,0.025
63,-O2,1,1,0,1,16520,0.024
64,-O0,1,0,0,0,16520,0.019
65,-Ofast,0,0,0,0,18032,0.02
66,-O0,1,0,1,0,16520,0.014
67,-O2,1,0,0,0,16520,0.026
68,-O1,1,0,0,1,16520,0.028
69,-O0,0,0,0,1,16520,0.021
7,-O1,1,0,1,0,16520,0.022
70,-Ofast,1,0,0,1,18032,0.025
71,-O0,1,0,1,1,16520,0.014
72,-O0,1,1,1,0,16520,0.019
73,-O2,0,0,0,1,16520,0.019
74,-Ofast,1,1,1,1,18032,0.026
75,-Og,1,0,1,1,16520,0.015
76,-Ofast,0,0,1,0,18032,0.028
77,-Ofast,1,0,1,0,18032,0.016
78,-O1,0,0,0,1,16520,0.025
79,-O2,0,0,1,1,16520,0.024
8,-Og,0,1,0,0,16520,0.016
9,-O2,0,0,0,0,16520,0.022
