configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16600,0.018
1,-O2,0,1,1,1,16600,0.034
10,-Ofast,1,0,0,0,18104,0.033
11,-O1,0,1,1,1,16600,0.02
12,-O1,1,1,0,1,16600,0.02
13,-O1,1,0,1,1,16600,0.026
14,-Og,0,0,0,0,16600,0.03
15,-O1,1,0,0,0,16600,0.022
16,-O0,0,0,0,0,16600,0.023
17,-O1,0,1,0,1,16600,0.021
18,-O1,0,1,1,0,16600,0.024
19,-O1,0,0,1,1,16600,0.03
2,-Ofast,0,0,0,1,18104,0.031
20,-O0,1,1,1,1,16600,0.015
21,-Og,0,0,1,0,16600,0.024
22,-Ofast,1,1,1,0,18104,0.034
23,-O0,1,0,0,1,16600,0.025
24,-Ofast,0,1,1,1,18104,0.035
25,-O2,1,0,0,1,16600,0.035
26,-Og,0,1,1,1,16600,0.024
27,-O2,1,1,1,1,16600,0.031
28,-Og,0,0,1,1,16600,0.02
29,-O0,0,1,0,0,16600,0.019
3,-O1,0,1,0,0,16600,0.028
30,-Og,1,1,1,1,16600,0.031
31,-Og,1,1,0,1,16600,0.011
32,-O2,0,0,1,0,16600,0.029
33,-Og,0,1,0,1,16600,0.027
34,-Ofast,1,1,0,1,18104,0.031
35,-O0,0,0,1,0,16600,0.026
36,-O2,1,0,1,1,16600,0.027
37,-O2,1,0,1,0,16600,0.035
38,-Ofast,1,1,0,0,18104,0.035
39,-O2,0,1,1,0,16600,0.034
4,-Og,1,0,0,0,16600,0.023
40,-O2,0,1,0,1,16600,0.03
41,-O0,0,1,1,0,16600,0.026
42,-O1,1,1,1,1,16600,0.022
43,-Og,1,1,1,0,16600,0.024
44,-O2,0,1,0,0,16600,0.03
45,-O0,0,0,1,1,16600,0.026
46,-O0,1,1,0,1,16600,0.02
47,-O0,0,1,0,1,16600,0.02
48,-O1,0,0,1,0,16600,0.033
49,-O1,1,1,1,0,16600,0.027
5,-O0,0,1,1,1,16600,0.02
50,-Ofast,0,1,0,0,18104,0.024
51,-O1,0,0,0,0,16600,0.025
52,-Og,0,1,1,0,16600,0.029
53,-Ofast,0,0,1,1,18104,0.035
54,-O2,1,1,0,0,16600,0.032
55,-Og,1,1,0,0,16600,0.021
56,-Og,0,0,0,1,16600,0.026
57,-O0,1,1,0,0,16600,0.023
58,-O1,1,1,0,0,16600,0.033
59,-Ofast,0,1,1,0,18104,0.026
6,-Og,1,0,1,0,16600,0.021
60,-Ofast,1,0,1,1,18104,0.033
61,-Ofast,0,1,0,1,18104,0.032
62,-O2,1,1,1,0,16600,0.022
63,-O2,1,1,0,1,16600,0.026
64,-O0,1,0,0,0,16600,0.026
65,-Ofast,0,0,0,0,18104,0.032
66,-O0,1,0,1,0,16600,0.022
67,-O2,1,0,0,0,16600,0.033
68,-O1,1,0,0,1,16600,0.029
69,-O0,0,0,0,1,16600,0.018
7,-O1,1,0,1,0,16600,0.026
70,-Ofast,1,0,0,1,18104,0.035
71,-O0,1,0,1,1,16600,0.027
72,-O0,1,1,1,0,16600,0.027
73,-O2,0,0,0,1,16600,0.027
74,-Ofast,1,1,1,1,18104,0.032
75,-Og,1,0,1,1,16600,0.031
76,-Ofast,0,0,1,0,18104,0.033
77,-Ofast,1,0,1,0,18104,0.037
78,-O1,0,0,0,1,16600,0.019
79,-O2,0,0,1,1,16600,0.025
8,-Og,0,1,0,0,16600,0.023
9,-O2,0,0,0,0,16600,0.027
