configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16416,0.016
1,-O2,0,1,1,1,16416,0.023
10,-Ofast,1,0,0,0,17920,0.014
11,-O1,0,1,1,1,16416,0.021
12,-O1,1,1,0,1,16416,0.017
13,-O1,1,0,1,1,16416,0.017
14,-Og,0,0,0,0,16416,0.024
15,-O1,1,0,0,0,16416,0.013
16,-O0,0,0,0,0,16416,0.02
17,-O1,0,1,0,1,16416,0.017
18,-O1,0,1,1,0,16416,0.023
19,-O1,0,0,1,1,16416,0.024
2,-Ofast,0,0,0,1,17920,0.016
20,-O0,1,1,1,1,16416,0.018
21,-Og,0,0,1,0,16416,0.024
22,-Ofast,1,1,1,0,17920,0.018
23,-O0,1,0,0,1,16416,0.024
24,-Ofast,0,1,1,1,17920,0.027
25,-O2,1,0,0,1,16416,0.023
26,-Og,0,1,1,1,16416,0.018
27,-O2,1,1,1,1,16416,0.026
28,-Og,0,0,1,1,16416,0.018
29,-O0,0,1,0,0,16416,0.014
3,-O1,0,1,0,0,16416,0.013
30,-Og,1,1,1,1,16416,0.014
31,-Og,1,1,0,1,16416,0.012
32,-O2,0,0,1,0,16416,0.025
33,-Og,0,1,0,1,16416,0.023
34,-Ofast,1,1,0,1,17920,0.023
35,-O0,0,0,1,0,16416,0.013
36,-O2,1,0,1,1,16416,0.02
37,-O2,1,0,1,0,16416,0.024
38,-Ofast,1,1,0,0,17920,0.018
39,-O2,0,1,1,0,16416,0.024
4,-Og,1,0,0,0,16416,0.019
40,-O2,0,1,0,1,16416,0.016
41,-O0,0,1,1,0,16416,0.024
42,-O1,1,1,1,1,16416,0.024
43,-Og,1,1,1,0,16416,0.024
44,-O2,0,1,0,0,16416,0.017
45,-O0,0,0,1,1,16416,0.024
46,-O0,1,1,0,1,16416,0.016
47,-O0,0,1,0,1,16416,0.013
48,-O1,0,0,1,0,16416,0.027
49,-O1,1,1,1,0,16416,0.023
5,-O0,0,1,1,1,16416,0.011
50,-Ofast,0,1,0,0,17920,0.024
51,-O1,0,0,0,0,16416,0.011
52,-Og,0,1,1,0,16416,0.013
53,-Ofast,0,0,1,1,17920,0.027
54,-O2,1,1,0,0,16416,0.014
55,-Og,1,1,0,0,16416,0.021
56,-Og,0,0,0,1,16416,0.013
57,-O0,1,1,0,0,16416,0.024
58,-O1,1,1,0,0,16416,0.023
59,-Ofast,0,1,1,0,17920,0.021
6,-Og,1,0,1,0,16416,0.022
60,-Ofast,1,0,1,1,17920,0.021
61,-Ofast,0,1,0,1,17920,0.025
62,-O2,1,1,1,0,16416,0.027
63,-O2,1,1,0,1,16416,0.023
64,-O0,1,0,0,0,16416,0.022
65,-Ofast,0,0,0,0,17920,0.013
66,-O0,1,0,1,0,16416,0.025
67,-O2,1,0,0,0,16416,0.014
68,-O1,1,0,0,1,16416,0.023
69,-O0,0,0,0,1,16416,0.014
7,-O1,1,0,1,0,16416,0.022
70,-Ofast,1,0,0,1,17920,0.024
71,-O0,1,0,1,1,16416,0.016
72,-O0,1,1,1,0,16416,0.021
73,-O2,0,0,0,1,16416,0.017
74,-Ofast,1,1,1,1,17920,0.016
75,-Og,1,0,1,1,16416,0.021
76,-Ofast,0,0,1,0,17920,0.022
77,-Ofast,1,0,1,0,17920,0.025
78,-O1,0,0,0,1,16416,0.017
79,-O2,0,0,1,1,16416,0.02
8,-Og,0,1,0,0,16416,0.02
9,-O2,0,0,0,0,16416,0.022
