configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16624,0.02
1,-O2,0,1,1,1,16624,0.027
10,-Ofast,1,0,0,0,18128,0.025
11,-O1,0,1,1,1,16624,0.022
12,-O1,1,1,0,1,16624,0.018
13,-O1,1,0,1,1,16624,0.029
14,-Og,0,0,0,0,16624,0.023
15,-O1,1,0,0,0,16624,0.029
16,-O0,0,0,0,0,16624,0.021
17,-O1,0,1,0,1,16624,0.023
18,-O1,0,1,1,0,16624,0.029
19,-O1,0,0,1,1,16624,0.024
2,-Ofast,0,0,0,1,18128,0.032
20,-O0,1,1,1,1,16624,0.018
21,-Og,0,0,1,0,16624,0.022
22,-Ofast,1,1,1,0,18128,0.023
23,-O0,1,0,0,1,16624,0.019
24,-Ofast,0,1,1,1,18128,0.02
25,-O2,1,0,0,1,16624,0.026
26,-Og,0,1,1,1,16624,0.027
27,-O2,1,1,1,1,16624,0.027
28,-Og,0,0,1,1,16624,0.019
29,-O0,0,1,0,0,16624,0.021
3,-O1,0,1,0,0,16624,0.031
30,-Og,1,1,1,1,16624,0.023
31,-Og,1,1,0,1,16624,0.025
32,-O2,0,0,1,0,16624,0.032
33,-Og,0,1,0,1,16624,0.029
34,-Ofast,1,1,0,1,18128,0.027
35,-O0,0,0,1,0,16624,0.018
36,-O2,1,0,1,1,16624,0.025
37,-O2,1,0,1,0,16624,0.028
38,-Ofast,1,1,0,0,18128,0.028
39,-O2,0,1,1,0,16624,0.022
4,-Og,1,0,0,0,16624,0.021
40,-O2,0,1,0,1,16624,0.027
41,-O0,0,1,1,0,16624,0.02
42,-O1,1,1,1,1,16624,0.031
43,-Og,1,1,1,0,16624,0.012
44,-O2,0,1,0,0,16624,0.024
45,-O0,0,0,1,1,16624,0.025
46,-O0,1,1,0,1,16624,0.014
47,-O0,0,1,0,1,16624,0.011
48,-O1,0,0,1,0,16624,0.028
49,-O1,1,1,1,0,16624,0.021
5,-O0,0,1,1,1,16624,0.027
50,-Ofast,0,1,0,0,18128,0.026
51,-O1,0,0,0,0,16624,0.029
52,-Og,0,1,1,0,16624,0.015
53,-Ofast,0,0,1,1,18128,0.027
54,-O2,1,1,0,0,16624,0.029
55,-Og,1,1,0,0,16624,0.022
56,-Og,0,0,0,1,16624,0.029
57,-O0,1,1,0,0,16624,0.015
58,-O1,1,1,0,0,16624,0.025
59,-Ofast,0,1,1,0,18128,0.032
6,-Og,1,0,1,0,16624,0.022
60,-Ofast,1,0,1,1,18128,0.028
61,-Ofast,0,1,0,1,18128,0.029
62,-O2,1,1,1,0,16624,0.029
63,-O2,1,1,0,1,16624,0.028
64,-O0,1,0,0,0,16624,0.027
65,-Ofast,0,0,0,0,18128,0.029
66,-O0,1,0,1,0,16624,0.017
67,-O2,1,0,0,0,16624,0.033
68,-O1,1,0,0,1,16624,0.024
69,-O0,0,0,0,1,16624,0.024
7,-O1,1,0,1,0,16624,0.021
70,-Ofast,1,0,0,1,18128,0.023
71,-O0,1,0,1,1,16624,0.02
72,-O0,1,1,1,0,16624,0.026
73,-O2,0,0,0,1,16624,0.031
74,-Ofast,1,1,1,1,18128,0.033
75,-Og,1,0,1,1,16624,0.022
76,-Ofast,0,0,1,0,18128,0.029
77,-Ofast,1,0,1,0,18128,0.023
78,-O1,0,0,0,1,16624,0.02
79,-O2,0,0,1,1,16624,0.024
8,-Og,0,1,0,0,16624,0.028
9,-O2,0,0,0,0,16624,0.021
