configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16472,0.025
1,-O2,0,1,1,1,16472,0.032
10,-Ofast,1,0,0,0,17984,0.025
11,-O1,0,1,1,1,16472,0.025
12,-O1,1,1,0,1,16472,0.025
13,-O1,1,0,1,1,16472,0.029
14,-Og,0,0,0,0,16472,0.023
15,-O1,1,0,0,0,16472,0.021
16,-O0,0,0,0,0,16472,0.025
17,-O1,0,1,0,1,16472,0.019
18,-O1,0,1,1,0,16472,0.029
19,-O1,0,0,1,1,16472,0.029
2,-Ofast,0,0,0,1,17984,0.028
20,-O0,1,1,1,1,16472,0.024
21,-Og,0,0,1,0,16472,0.02
22,-Ofast,1,1,1,0,17984,0.024
23,-O0,1,0,0,1,16472,0.014
24,-Ofast,0,1,1,1,17984,0.025
25,-O2,1,0,0,1,16472,0.031
26,-Og,0,1,1,1,16472,0.022
27,-O2,1,1,1,1,16472,0.027
28,-Og,0,0,1,1,16472,0.028
29,-O0,0,1,0,0,16472,0.023
3,-O1,0,1,0,0,16472,0.018
30,-Og,1,1,1,1,16472,0.024
31,-Og,1,1,0,1,16472,0.027
32,-O2,0,0,1,0,16472,0.029
33,-Og,0,1,0,1,16472,0.02
34,-Ofast,1,1,0,1,17984,0.03
35,-O0,0,0,1,0,16472,0.026
36,-O2,1,0,1,1,16472,0.031
37,-O2,1,0,1,0,16472,0.019
38,-Ofast,1,1,0,0,17984,0.027
39,-O2,0,1,1,0,16472,0.022
4,-Og,1,0,0,0,16472,0.026
40,-O2,0,1,0,1,16472,0.029
41,-O0,0,1,1,0,16472,0.024
42,-O1,1,1,1,1,16472,0.024
43,-Og,1,1,1,0,16472,0.029
44,-O2,0,1,0,0,16472,0.031
45,-O0,0,0,1,1,16472,0.02
46,-O0,1,1,0,1,16472,0.025
47,-O0,0,1,0,1,16472,0.02
48,-O1,0,0,1,0,16472,0.024
49,-O1,1,1,1,0,16472,0.026
5,-O0,0,1,1,1,16472,0.025
50,-Ofast,0,1,0,0,17984,0.024
51,-O1,0,0,0,0,16472,0.016
52,-Og,0,1,1,0,16472,0.024
53,-Ofast,0,0,1,1,17984,0.031
54,-O2,1,1,0,0,16472,0.031
55,-Og,1,1,0,0,16472,0.018
56,-Og,0,0,0,1,16472,0.019
57,-O0,1,1,0,0,16472,0.022
58,-O1,1,1,0,0,16472,0.022
59,-Ofast,0,1,1,0,17984,0.026
6,-Og,1,0,1,0,16472,0.028
60,-Ofast,1,0,1,1,17984,0.032
61,-Ofast,0,1,0,1,17984,0.03
62,-O2,1,1,1,0,16472,0.019
63,-O2,1,1,0,1,16472,0.027
64,-O0,1,0,0,0,16472,0.02
65,-Ofast,0,0,0,0,17984,0.032
66,-O0,1,0,1,0,16472,0.019
67,-O2,1,0,0,0,16472,0.027
68,-O1,1,0,0,1,16472,0.031
69,-O0,0,0,0,1,16472,0.017
7,-O1,1,0,1,0,16472,0.027
70,-Ofast,1,0,0,1,17984,0.019
71,-O0,1,0,1,1,16472,0.025
72,-O0,1,1,1,0,16472,0.013
73,-O2,0,0,0,1,16472,0.023
74,-Ofast,1,1,1,1,17984,0.023
75,-Og,1,0,1,1,16472,0.023
76,-Ofast,0,0,1,0,17984,0.033
77,-Ofast,1,0,1,0,17984,0.031
78,-O1,0,0,0,1,16472,0.017
79,-O2,0,0,1,1,16472,0.027
8,-Og,0,1,0,0,16472,0.025
9,-O2,0,0,0,0,16472,0.025
