configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16424,0.026
1,-O2,0,1,1,1,16424,0.02
10,-Ofast,1,0,0,0,17936,0.025
11,-O1,0,1,1,1,16424,0.02
12,-O1,1,1,0,1,16424,0.024
13,-O1,1,0,1,1,16424,0.025
14,-Og,0,0,0,0,16424,0.017
15,-O1,1,0,0,0,16424,0.022
16,-O0,0,0,0,0,16424,0.023
17,-O1,0,1,0,1,16424,0.024
18,-O1,0,1,1,0,16424,0.025
19,-O1,0,0,1,1,16424,0.025
2,-Ofast,0,0,0,1,17936,0.017
20,-O0,1,1,1,1,16424,0.024
21,-Og,0,0,1,0,16424,0.024
22,-Ofast,1,1,1,0,17936,0.018
23,-O0,1,0,0,1,16424,0.026
24,-Ofast,0,1,1,1,17936,0.024
25,-O2,1,0,0,1,16424,0.019
26,-Og,0,1,1,1,16424,0.026
27,-O2,1,1,1,1,16424,0.023
28,-Og,0,0,1,1,16424,0.025
29,-O0,0,1,0,0,16424,0.02
3,-O1,0,1,0,0,16424,0.028
30,-Og,1,1,1,1,16424,0.025
31,-Og,1,1,0,1,16424,0.021
32,-O2,0,0,1,0,16424,0.021
33,-Og,0,1,0,1,16424,0.021
34,-Ofast,1,1,0,1,17936,0.025
35,-O0,0,0,1,0,16424,0.015
36,-O2,1,0,1,1,16424,0.015
37,-O2,1,0,1,0,16424,0.024
38,-Ofast,1,1,0,0,17936,0.012
39,-O2,0,1,1,0,16424,0.023
4,-Og,1,0,0,0,16424,0.021
40,-O2,0,1,0,1,16424,0.025
41,-O0,0,1,1,0,16424,0.021
42,-O1,1,1,1,1,16424,0.022
43,-Og,1,1,1,0,16424,0.014
44,-O2,0,1,0,0,16424,0.023
45,-O0,0,0,1,1,16424,0.025
46,-O0,1,1,0,1,16424,0.009
47,-O0,0,1,0,1,16424,0.015
48,-O1,0,0,1,0,16424,0.016
49,-O1,1,1,1,0,16424,0.017
5,-O0,0,1,1,1,16424,0.016
50,-Ofast,0,1,0,0,17936,0.017
51,-O1,0,0,0,0,16424,0.022
52,-Og,0,1,1,0,16424,0.015
53,-Ofast,0,0,1,1,17936,0.022
54,-O2,1,1,0,0,16424,0.021
55,-Og,1,1,0,0,16424,0.02
56,-Og,0,0,0,1,16424,0.021
57,-O0,1,1,0,0,16424,0.017
58,-O1,1,1,0,0,16424,0.012
59,-Ofast,0,1,1,0,17936,0.024
6,-Og,1,0,1,0,16424,0.02
60,-Ofast,1,0,1,1,17936,0.014
61,-Ofast,0,1,0,1,17936,0.026
62,-O2,1,1,1,0,16424,0.021
63,-O2,1,1,0,1,16424,0.021
64,-O0,1,0,0,0,16424,0.026
65,-Ofast,0,0,0,0,17936,0.017
66,-O0,1,0,1,0,16424,0.02
67,-O2,1,0,0,0,16424,0.026
68,-O1,1,0,0,1,16424,0.025
69,-O0,0,0,0,1,16424,0.023
7,-O1,1,0,1,0,16424,0.022
70,-Ofast,1,0,0,1,17936,0.022
71,-O0,1,0,1,1,16424,0.016
72,-O0,1,1,1,0,16424,0.017
73,-O2,0,0,0,1,16424,0.011
74,-Ofast,1,1,1,1,17936,0.021
75,-Og,1,0,1,1,16424,0.024
76,-Ofast,0,0,1,0,17936,0.021
77,-Ofast,1,0,1,0,17936,0.019
78,-O1,0,0,0,1,16424,0.024
79,-O2,0,0,1,1,16424,0.017
8,-Og,0,1,0,0,16424,0.021
9,-O2,0,0,0,0,16424,0.014
