configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16584,0.029
1,-O2,0,1,1,1,16584,0.052
10,-Ofast,1,0,0,0,18088,0.064
11,-O1,0,1,1,1,16584,0.027
12,-O1,1,1,0,1,16584,0.043
13,-O1,1,0,1,1,16584,0.035
14,-Og,0,0,0,0,16584,0.015
15,-O1,1,0,0,0,16584,0.037
16,-O0,0,0,0,0,16584,0.019
17,-O1,0,1,0,1,16584,0.035
18,-O1,0,1,1,0,16584,0.042
19,-O1,0,0,1,1,16584,0.033
2,-Ofast,0,0,0,1,18088,0.073
20,-O0,1,1,1,1,16584,0.024
21,-Og,0,0,1,0,16584,0.031
22,-Ofast,1,1,1,0,18088,0.075
23,-O0,1,0,0,1,16584,0.023
24,-Ofast,0,1,1,1,18088,0.068
25,-O2,1,0,0,1,16584,0.04
26,-Og,0,1,1,1,16584,0.033
27,-O2,1,1,1,1,16584,0.054
28,-Og,0,0,1,1,16584,0.029
29,-O0,0,1,0,0,16584,0.025
3,-O1,0,1,0,0,16584,0.037
30,-Og,1,1,1,1,16584,0.03
31,-Og,1,1,0,1,16584,0.024
32,-O2,0,0,1,0,16584,0.055
33,-Og,0,1,0,1,16584,0.028
34,-Ofast,1,1,0,1,18088,0.067
35,-O0,0,0,1,0,16584,0.03
36,-O2,1,0,1,1,16584,0.042
37,-O2,1,0,1,0,16584,0.046
38,-Ofast,1,1,0,0,18088,0.072
39,-O2,0,1,1,0,16584,0.05
4,-Og,1,0,0,0,16584,0.026
40,-O2,0,1,0,1,16584,0.051
41,-O0,0,1,1,0,16584,0.025
42,-O1,1,1,1,1,16584,0.034
43,-Og,1,1,1,0,16584,0.029
44,-O2,0,1,0,0,16584,0.052
45,-O0,0,0,1,1,16584,0.026
46,-O0,1,1,0,1,16584,0.03
47,-O0,0,1,0,1,16584,0.022
48,-O1,0,0,1,0,16584,0.04
49,-O1,1,1,1,0,16584,0.036
5,-O0,0,1,1,1,16584,0.021
50,-Ofast,0,1,0,0,18088,0.07
51,-O1,0,0,0,0,16584,0.035
52,-Og,0,1,1,0,16584,0.027
53,-Ofast,0,0,1,1,18088,0.07
54,-O2,1,1,0,0,16584,0.048
55,-Og,1,1,0,0,16584,0.03
56,-Og,0,0,0,1,16584,0.021
57,-O0,1,1,0,0,16584,0.026
58,-O1,1,1,0,0,16584,0.034
59,-Ofast,0,1,1,0,18088,0.065
6,-Og,1,0,1,0,16584,0.029
60,-Ofast,1,0,1,1,18088,0.066
61,-Ofast,0,1,0,1,18088,0.073
62,-O2,1,1,1,0,16584,0.052
63,-O2,1,1,0,1,16584,0.052
64,-O0,1,0,0,0,16584,0.03
65,-Ofast,0,0,0,0,18088,0.063
66,-O0,1,0,1,0,16584,0.024
67,-O2,1,0,0,0,16584,0.048
68,-O1,1,0,0,1,16584,0.032
69,-O0,0,0,0,1,16584,0.03
7,-O1,1,0,1,0,16584,0.025
70,-Ofast,1,0,0,1,18088,0.072
71,-O0,1,0,1,1,16584,0.027
72,-O0,1,1,1,0,16584,0.02
73,-O2,0,0,0,1,16584,0.056
74,-Ofast,1,1,1,1,18088,0.056
75,-Og,1,0,1,1,16584,0.029
76,-Ofast,0,0,1,0,18088,0.072
77,-Ofast,1,0,1,0,18088,0.071
78,-O1,0,0,0,1,16584,0.029
79,-O2,0,0,1,1,16584,0.054
8,-Og,0,1,0,0,16584,0.031
9,-O2,0,0,0,0,16584,0.05
