configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,time
0,-Og,1,0,0,1,16560,0.019
1,-O2,0,1,1,1,16600,0.039
10,-Ofast,1,0,0,0,18112,0.041
11,-O1,0,1,1,1,16560,0.024
12,-O1,1,1,0,1,16560,0.027
13,-O1,1,0,1,1,16560,0.023
14,-Og,0,0,0,0,16560,0.022
15,-O1,1,0,0,0,16560,0.027
16,-O0,0,0,0,0,16560,0.02
17,-O1,0,1,0,1,16560,0.024
18,-O1,0,1,1,0,16560,0.016
19,-O1,0,0,1,1,16560,0.028
2,-Ofast,0,0,0,1,18112,0.042
20,-O0,1,1,1,1,16560,0.017
21,-Og,0,0,1,0,16560,0.024
22,-Ofast,1,1,1,0,18112,0.042
23,-O0,1,0,0,1,16560,0.025
24,-Ofast,0,1,1,1,18112,0.039
25,-O2,1,0,0,1,16600,0.037
26,-Og,0,1,1,1,16560,0.013
27,-O2,1,1,1,1,16600,0.041
28,-Og,0,0,1,1,16560,0.022
29,-O0,0,1,0,0,16560,0.021
3,-O1,0,1,0,0,16560,0.028
30,-Og,1,1,1,1,16560,0.029
31,-Og,1,1,0,1,16560,0.022
32,-O2,0,0,1,0,16600,0.033
33,-Og,0,1,0,1,16560,0.02
34,-Ofast,1,1,0,1,18112,0.045
35,-O0,0,0,1,0,16560,0.022
36,-O2,1,0,1,1,16600,0.044
37,-O2,1,0,1,0,16600,0.034
38,-Ofast,1,1,0,0,18112,0.032
39,-O2,0,1,1,0,16600,0.041
4,-Og,1,0,0,0,16560,0.027
40,-O2,0,1,0,1,16600,0.037
41,-O0,0,1,1,0,16560,0.02
42,-O1,1,1,1,1,16560,0.017
43,-Og,1,1,1,0,16560,0.018
44,-O2,0,1,0,0,16600,0.04
45,-O0,0,0,1,1,16560,0.015
46,-O0,1,1,0,1,16560,0.024
47,-O0,0,1,0,1,16560,0.02
48,-O1,0,0,1,0,16560,0.03
49,-O1,1,1,1,0,16560,0.017
5,-O0,0,1,1,1,16560,0.02
50,-Ofast,0,1,0,0,18112,0.048
51,-O1,0,0,0,0,16560,0.024
52,-Og,0,1,1,0,16560,0.017
53,-Ofast,0,0,1,1,18112,0.041
54,-O2,1,1,0,0,16600,0.033
55,-Og,1,1,0,0,16560,0.027
56,-Og,0,0,0,1,16560,0.025
57,-O0,1,1,0,0,16560,0.016
58,-O1,1,1,0,0,16560,0.03
59,-Ofast,0,1,1,0,18112,0.041
6,-Og,1,0,1,0,16560,0.021
60,-Ofast,1,0,1,1,18112,0.04
61,-Ofast,0,1,0,1,18112,0.04
62,-O2,1,1,1,0,16600,0.039
63,-O2,1,1,0,1,16600,0.046
64,-O0,1,0,0,0,16560,0.027
65,-Ofast,0,0,0,0,18112,0.033
66,-O0,1,0,1,0,16560,0.025
67,-O2,1,0,0,0,16600,0.04
68,-O1,1,0,0,1,16560,0.028
69,-O0,0,0,0,1,16560,0.014
7,-O1,1,0,1,0,16560,0.024
70,-Ofast,1,0,0,1,18112,0.041
71,-O0,1,0,1,1,16560,0.019
72,-O0,1,1,1,0,16560,0.026
73,-O2,0,0,0,1,16600,0.039
74,-Ofast,1,1,1,1,18112,0.04
75,-Og,1,0,1,1,16560,0.022
76,-Ofast,0,0,1,0,18112,0.04
77,-Ofast,1,0,1,0,18112,0.041
78,-O1,0,0,0,1,16560,0.025
79,-O2,0,0,1,1,16600,0.045
8,-Og,0,1,0,0,16560,0.023
9,-O2,0,0,0,0,16600,0.048
