id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,170,4,4,38,177,8
1,197,96,2,89,119,2
2,4,2,12,80,46,4
3,4,4,60,5,5,32
4,1,1,28,92,26,103
5,1,1,29,50,1,29
6,38,8,9,80,80,100
7,0,9,0,62,3,85
8,196,134,8,2,153,165
9,2,31,8,172,52,30
10,29,8,38,40,29,104
11,2,100,174,2,174,169
12,4,4,89,62,170,21
13,46,8,5,35,60,137
14,1,89,123,153,153,123
15,8,25,8,78,2,20
16,1,8,21,94,20,65
17,4,8,123,165,179,169
18,4,38,38,67,134,165
19,1,1,20,67,67,100
20,4,9,9,17,15,69
21,84,8,198,6,100,20
22,1,71,65,1,168,1
23,123,30,64,62,112,100
24,1,21,9,75,119,17
25,4,26,190,9,4,4
26,2,74,73,91,2,62
27,8,39,2,40,97,69
28,4,20,62,27,69,24
29,32,171,62,165,97,9
30,195,48,1,5,195,154
31,8,165,39,47,43,43
32,2,5,172,32,59,60
33,32,134,75,89,46,46
34,4,12,26,137,32,100
35,0,89,10,48,14,3
36,4,38,19,8,48,169
37,2,2,190,164,16,61
38,1,39,26,4,45,47
39,4,119,65,91,91,184
40,4,42,10,169,2,20
41,4,52,8,61,169,164
42,0,84,2,15,94,168
43,8,25,13,1,65,65
44,1,9,21,153,2,2
45,89,61,168,168,168,169
46,1,14,168,29,85,5
47,11,30,5,57,20,11
48,2,2,45,20,177,45
49,52,164,2,2,28,23
50,103,27,5,67,42,101
51,0,4,4,54,68,130
52,32,4,32,54,65,123
53,38,68,4,91,93,4
54,1,7,6,6,140,40
55,1,38,9,10,104,10
56,1,123,20,177,170,153
57,11,20,84,169,67,67
58,62,2,100,2,140,170
59,1,32,62,10,32,5
60,13,15,1,50,13,14
61,4,4,171,34,12,34
62,1,8,137,112,15,10
63,5,11,51,11,65,155
64,1,34,28,165,48,48
65,91,25,1,97,26,30
66,4,5,97,4,12,12
67,0,27,155,8,23,7
68,1,21,24,9,21,85
69,1,2,2,2,2,165
70,9,16,2,197,70,91
71,4,46,28,12,32,46
72,13,4,89,172,4,8
73,6,1,12,42,130,143
74,1,1,74,32,6,20
75,20,76,26,9,65,65
76,61,27,71,71,1,17
77,0,49,31,31,31,51
78,10,59,2,46,104,95
79,12,32,32,60,60,104
80,19,67,177,123,70,70
81,9,2,60,172,62,8
82,21,8,89,89,169,169
83,4,28,179,192,8,1
84,0,29,32,12,60,171
85,4,100,21,21,100,62
86,5,8,85,12,8,12
87,1,48,36,32,4,38
88,1,32,4,36,20,177
89,6,91,195,176,21,136
90,8,2,123,8,123,123
91,4,4,9,170,62,155
92,89,8,17,2,1,14
93,8,96,21,20,25,8
94,20,8,20,103,104,91
95,23,8,50,67,179,17
96,0,2,21,93,10,155
97,62,8,19,3,91,91
98,8,45,195,42,195,8
99,23,23,23,1,97,165
100,23,38,80,191,118,16
101,196,80,182,21,89,169
102,20,169,4,32,123,60
103,25,8,8,13,8,123
104,1,9,2,168,23,123
105,7,4,28,61,58,9
106,1,15,75,107,67,101
107,2,118,2,20,2,39
108,21,97,134,123,169,123
109,12,62,46,100,166,46
110,1,136,83,56,20,185
111,52,192,39,2,126,69
112,89,153,3,123,123,20
113,4,20,20,67,57,21
114,1,47,123,20,95,8
115,2,19,13,84,140,2
116,9,38,171,100,17,104
117,0,6,2,6,175,164
118,1,170,91,91,123,91
119,41,14,10,14,30,189
120,2,2,2,123,169,123
121,20,5,112,94,60,60
122,19,2,19,19,65,45
123,2,21,104,8,93,100
124,62,1,10,91,62,62
125,1,89,123,123,123,153
126,1,8,1,1,62,170
127,2,26,32,32,21,179
128,1,26,27,97,42,91
129,38,5,21,5,26,123
130,15,8,57,169,104,169
131,12,67,166,46,91,62
132,1,26,145,1,93,166
133,1,4,2,4,112,2
134,52,6,2,31,39,23
135,2,85,23,21,23,23
136,187,4,62,38,123,91
137,52,26,199,11,21,26
138,4,12,171,32,32,155
139,20,8,51,11,76,92
140,7,165,153,10,91,6
141,2,3,26,26,26,91
142,32,91,195,179,76,91
143,4,4,4,91,91,91
144,4,91,32,170,91,46
145,56,1,4,28,3,184
146,2,2,29,123,123,123
147,1,8,67,165,20,91
148,8,20,81,123,85,168
149,95,112,42,112,4,123
150,1,20,21,8,85,85
151,13,26,43,57,187,2
152,8,91,67,106,106,165
153,4,135,26,49,4,54
154,99,45,10,10,45,170
155,4,4,4,4,32,32
156,9,13,95,123,123,123
157,1,11,179,16,192,8
158,169,123,169,24,169,123
159,2,42,80,20,1,123
160,19,46,166,153,153,166
161,89,91,9,172,29,94
162,54,51,32,76,34,76
163,1,9,20,32,59,35
164,46,5,11,4,67,62
165,2,3,137,3,169,123
166,4,26,10,71,175,10
167,1,4,2,23,20,29
168,8,61,160,130,10,197
169,8,23,28,62,3,43
170,28,1,134,32,8,32
171,1,29,24,20,30,8
172,0,19,0,30,165,36
173,1,10,23,86,42,14
174,48,32,4,32,32,32
175,1,73,3,185,43,43
176,76,76,10,175,39,92
177,4,12,38,12,57,12
178,1,87,24,98,15,93
179,123,123,8,15,185,100
180,1,8,91,8,65,8
181,4,4,74,4,5,104
182,1,8,85,76,67,169
183,30,26,48,160,1,32
184,1,25,192,130,26,89
185,62,21,91,41,123,123
186,2,16,98,75,10,39
187,4,32,75,50,68,130
188,1,8,15,15,8,15
189,8,192,123,94,64,65
190,1,29,15,85,134,10
191,4,15,130,5,34,19
192,91,149,26,26,165,90
193,1,63,2,38,2,60
194,123,123,123,123,123,123
195,123,2,123,100,8,43
196,21,20,123,165,123,91
197,38,20,17,17,20,153
198,1,46,38,32,54,4
199,0,95,164,171,14,16
200,1,169,85,32,85,130
201,2,1,113,1,51,57
202,8,24,78,74,74,190
203,21,62,93,196,62,91
204,38,2,61,20,168,50
205,23,153,123,166,123,166
206,4,1,1,26,62,26
207,1,91,123,130,168,168
208,7,123,20,123,189,123
209,9,40,123,170,198,84
210,8,62,91,62,38,170
211,17,4,83,51,4,2
212,15,91,91,91,20,15
213,1,75,12,176,12,91
214,2,196,2,41,4,155
215,123,123,1,123,123,123
216,1,26,32,160,160,160
217,1,5,2,26,57,3
218,4,32,57,12,32,57
219,89,143,4,7,126,36
220,2,4,4,106,25,169
221,2,32,4,32,134,74
222,36,13,12,12,21,8
223,4,2,60,8,134,99
224,89,60,4,12,168,123
225,2,10,104,3,92,2
226,1,29,2,93,169,45
227,4,4,4,32,32,46
228,1,42,43,172,74,177
229,1,25,165,84,26,78
230,2,32,60,72,32,147
231,3,4,171,130,68,32
232,28,40,20,47,153,168
233,4,4,21,60,68,4
234,19,73,46,168,5,27
235,15,15,41,15,100,100
236,4,62,197,15,20,3
237,95,81,68,32,4,8
238,4,4,4,4,60,4
239,1,2,123,2,101,20
240,11,8,38,38,75,4
241,2,52,62,97,123,75
242,7,9,123,123,123,123
243,1,26,32,4,32,104
244,62,6,171,130,171,5
245,2,10,67,62,112,103
246,4,0,4,4,28,4
247,91,20,6,32,6,91
248,48,84,19,123,169,104
249,6,9,32,4,12,38
250,135,0,5,26,61,168
251,95,9,2,42,68,68
252,26,8,32,130,67,15
253,4,4,15,12,134,32
254,8,1,8,134,91,91
255,6,85,10,23,134,151
256,26,85,20,111,134,118
257,10,2,123,123,20,164
258,1,73,8,8,29,93
259,30,20,8,13,1,25
260,13,2,119,93,56,78
261,4,46,4,19,135,46
262,2,2,164,123,2,134
263,9,54,164,73,26,9
264,1,8,1,8,91,15
265,8,13,32,112,2,2
266,2,193,60,6,171,46
267,36,68,4,36,177,8
268,1,20,62,134,14,89
269,2,91,97,103,100,97
270,2,38,198,130,41,68
271,1,113,2,92,2,164
272,4,23,17,134,160,2
273,1,26,26,28,28,73
274,15,12,15,41,41,91
275,11,43,3,150,57,54
276,4,13,3,6,26,73
277,9,2,9,9,2,170
278,91,170,75,91,26,11
279,191,105,195,15,100,100
280,4,25,12,46,4,32
281,71,71,4,95,111,39
282,8,165,8,41,165,9
283,92,6,25,85,2,50
284,10,93,46,63,1,1
285,4,32,32,38,168,179
286,4,6,94,46,4,59
287,8,48,113,70,12,136
288,0,64,2,85,172,169
289,192,107,9,2,197,89
290,4,2,197,2,79,6
291,3,32,1,21,160,169
292,46,2,61,169,46,169
293,60,26,60,38,188,98
294,19,2,112,7,7,190
295,1,1,8,2,2,166
296,9,51,168,20,42,3
297,26,26,4,27,39,107
298,17,2,2,8,71,39
299,11,9,29,62,166,29
300,81,168,2,71,165,36
301,46,123,8,1,80,180
302,21,95,29,123,23,168
303,0,46,155,4,130,60
304,2,8,10,15,49,45
305,2,26,2,155,169,7
306,104,85,57,91,196,75
307,31,41,7,2,47,47
308,2,26,21,1,81,81
309,1,38,56,62,104,48
310,45,2,170,186,134,186
311,89,65,21,89,21,89
312,2,25,25,91,91,91
313,0,13,2,123,153,123
314,9,69,170,75,91,75
315,1,2,104,104,79,26
316,2,15,24,100,169,171
317,60,91,0,0,2,86
318,6,104,11,46,36,176
319,21,89,123,89,185,170
320,1,61,16,185,65,123
321,8,49,62,91,38,91
322,0,92,6,26,2,74
323,13,0,29,30,176,169
324,5,60,74,1,25,15
325,89,64,10,79,45,10
326,2,2,164,2,3,164
327,0,123,45,2,42,3
328,1,1,192,8,1,74
329,2,1,46,32,32,137
330,21,1,8,169,137,142
331,4,26,60,26,170,172
332,2,32,46,2,4,4
333,20,67,91,195,67,106
334,38,8,12,63,46,196
335,1,20,191,5,58,5
336,12,29,62,91,21,105
337,38,10,6,123,165,134
338,6,1,140,15,60,60
339,1,30,15,12,130,17
340,1,4,4,4,4,4
341,3,5,5,5,26,68
342,6,182,4,2,6,2
343,2,93,61,165,75,46
344,74,52,8,3,61,153
345,8,15,91,104,91,103
346,1,72,2,2,164,93
