id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,24,182,57,168,170,154
1,99,100,102,100,165,168
2,76,195,34,58,60,161
3,34,56,12,36,160,60
4,42,3,97,112,108,47
5,4,60,101,189,189,93
6,144,123,165,123,165,80
7,1,92,86,112,2,10
8,0,172,21,173,182,21
9,48,62,94,95,94,189
10,178,54,4,40,9,38
11,1,181,15,169,168,123
12,1,182,62,94,91,192
13,8,69,107,34,54,26
14,12,138,8,154,165,166
15,111,83,123,195,8,173
16,169,80,65,108,85,108
17,17,185,123,170,184,157
18,64,170,168,123,166,170
19,153,85,101,105,108,107
20,165,85,100,165,97,100
21,167,80,170,105,94,170
22,6,20,20,123,20,169
23,88,78,105,200,170,168
24,4,85,57,12,170,36
25,50,4,171,104,60,171
26,96,61,92,3,112,105
27,111,130,35,132,4,40
28,169,123,8,100,177,165
29,136,169,169,93,102,85
30,1,166,170,168,166,182
31,69,145,47,2,47,86
32,32,167,187,104,58,46
33,83,173,196,48,190,102
34,0,93,57,103,105,96
35,0,175,91,86,164,92
36,5,182,192,164,2,2
37,91,79,16,98,112,2
38,1,86,165,123,112,112
39,159,123,123,183,184,197
40,150,100,25,2,42,164
41,41,164,123,92,165,177
42,159,179,123,168,196,62
43,31,83,107,123,92,196
44,1,42,164,179,184,170
45,52,143,26,168,170,169
46,85,100,169,123,183,123
47,29,182,25,185,169,183
48,147,175,196,123,177,134
49,1,79,164,47,164,79
50,45,74,75,170,62,92
51,2,169,130,163,130,161
52,100,167,60,4,196,159
53,38,168,100,91,189,91
54,69,23,3,175,43,112
55,20,81,60,155,161,160
56,83,159,2,165,154,159
57,14,80,181,100,166,96
58,1,177,85,64,185,169
59,4,165,166,61,104,60
60,123,20,65,197,159,166
61,12,4,130,5,104,32
62,111,137,153,91,123,168
63,22,155,160,32,160,68
64,168,131,176,187,68,4
65,1,101,83,75,85,166
66,151,160,4,171,104,104
67,1,123,91,98,47,197
68,12,172,168,192,196,168
69,19,179,181,166,123,159
70,123,195,94,109,168,165
71,155,75,160,187,130,36
72,34,137,165,30,134,123
73,47,123,161,26,160,119
74,86,101,170,85,91,101
75,4,134,164,10,23,165
76,189,91,54,170,26,28
77,53,187,130,163,176,46
78,4,130,111,104,134,160
79,155,32,78,187,161,130
80,74,195,32,169,165,165
81,40,89,80,26,184,168
82,4,95,153,196,91,166
83,49,182,96,123,168,134
84,32,54,187,199,68,171
85,181,96,100,27,108,171
86,36,85,171,190,131,60
87,190,176,104,34,131,161
88,14,71,173,190,35,104
89,46,190,93,176,189,127
90,123,111,29,105,91,165
91,10,21,165,91,197,170
92,70,10,175,10,42,164
93,83,196,159,189,42,96
94,2,86,183,168,169,2
95,151,177,153,123,91,172
96,42,20,105,164,169,42
97,67,92,170,42,169,164
98,1,20,79,159,168,23
99,29,97,165,46,46,177
100,149,20,98,102,3,164
101,6,175,197,3,123,166
102,1,134,57,171,171,168
103,6,181,139,166,181,123
104,144,123,200,92,134,43
105,75,168,2,184,179,166
106,165,30,94,179,89,89
107,135,151,193,42,113,113
108,42,20,185,157,123,123
109,11,32,91,48,89,104
110,42,166,165,180,89,166
111,20,123,193,175,79,26
112,34,75,108,170,200,89
113,1,60,20,184,91,177
114,119,1,181,181,159,182
115,123,2,16,79,2,23
116,167,20,168,160,131,169
117,130,113,112,51,2,47
118,87,177,100,89,168,123
119,86,174,189,165,102,97
120,91,123,141,173,184,170
121,12,74,26,169,165,123
122,179,143,23,196,168,179
123,170,87,89,87,93,169
124,46,134,123,9,168,165
125,181,123,154,168,165,158
126,182,62,189,107,196,93
127,1,160,183,57,182,171
128,8,39,123,170,134,177
129,1,181,166,166,170,166
130,164,25,177,123,168,184
131,134,177,100,195,123,54
132,62,78,197,177,168,168
133,136,21,159,169,16,3
134,0,90,86,23,193,16
135,62,78,93,74,102,100
136,181,62,17,173,165,91
137,1,172,28,46,190,190
138,123,171,60,171,176,46
139,48,123,95,43,69,73
140,38,190,101,60,104,12
141,9,42,170,112,92,47
142,4,5,35,181,68,104
143,138,89,89,158,89,196
144,60,79,123,169,104,173
145,181,168,183,158,157,169
146,58,20,91,159,91,91
147,134,153,196,101,166,107
148,76,46,91,93,109,109
149,145,3,164,179,92,43
150,14,91,75,108,91,101
151,75,164,39,112,193,169
152,123,179,89,165,9,170
153,154,68,35,161,46,4
154,9,25,186,171,163,159
155,84,57,134,130,46,171
156,143,1,170,145,169,170
157,140,43,168,173,3,184
158,1,169,168,169,21,182
159,4,137,123,195,166,94
160,1,20,1,21,21,2
161,37,131,67,189,169,168
162,111,13,76,9,20,166
163,19,50,163,169,59,123
164,127,26,172,27,27,26
165,0,95,85,134,172,123
166,2,42,123,137,23,112
167,7,83,173,189,160,159
168,1,67,8,190,186,196
169,62,50,164,97,164,42
170,83,200,62,93,101,101
171,0,80,91,100,168,177
172,92,190,60,163,133,129
173,71,164,47,42,164,175
174,76,171,130,130,104,27
175,78,83,175,10,189,23
176,42,42,2,123,172,23
177,1,85,171,123,131,131
178,38,170,107,107,189,108
179,100,170,168,85,123,165
180,20,172,159,105,104,173
181,38,104,32,32,81,60
182,64,167,103,75,91,62
183,65,137,169,169,93,189
184,2,171,160,60,27,60
185,0,172,107,189,85,94
186,19,107,177,169,168,91
187,8,177,171,26,36,130
188,11,159,177,67,189,195
189,64,164,92,193,10,10
190,127,62,169,165,171,169
191,0,60,183,4,161,160
192,1,51,169,169,10,2
193,5,54,81,163,104,161
194,59,60,161,153,170,170
195,9,87,170,165,105,168
196,1,111,97,173,173,96
197,74,172,100,165,165,170
198,74,34,104,57,34,59
199,16,169,104,85,32,171
200,60,65,62,107,85,104
201,189,5,171,180,68,36
202,176,155,111,187,163,54
203,181,74,169,100,105,75
204,151,123,3,179,159,169
205,99,123,169,170,184,171
206,8,170,78,170,197,62
207,1,182,104,36,179,104
208,1,91,93,137,165,200
209,140,163,104,105,68,46
210,37,176,57,100,38,187
211,90,107,123,197,170,60
212,4,17,26,21,26,60
213,143,166,32,184,183,36
214,1,181,60,171,181,104
215,64,25,159,137,168,25
216,42,161,104,54,32,160
217,168,153,123,104,170,183
218,119,60,35,188,163,132
219,125,170,20,131,161,160
220,34,38,32,104,32,46
221,1,196,132,104,34,34
222,25,15,46,104,104,131
223,179,91,123,104,91,60
224,54,183,168,107,134,179
225,12,60,26,171,169,169
226,95,167,168,25,165,159
227,32,168,172,160,32,12
228,3,25,74,123,169,42
229,135,23,123,181,168,170
230,14,164,153,42,23,3
231,34,119,123,26,32,168
232,75,168,181,184,177,168
233,20,160,177,169,132,169
234,1,155,179,166,32,68
235,38,189,69,100,187,100
236,136,169,123,168,187,137
237,100,134,60,190,160,60
238,99,36,12,163,131,160
239,78,101,168,200,62,134
240,86,42,91,85,187,200
241,2,32,38,176,104,67
242,134,4,89,104,89,159
243,1,155,32,171,46,35
244,87,60,111,160,46,81
245,153,123,123,89,159,170
246,46,60,4,32,81,46
247,1,102,130,131,161,171
248,1,171,104,35,155,160
249,162,81,54,190,187,190
250,7,176,176,48,161,46
251,80,196,104,36,128,190
252,50,102,171,104,132,32
253,46,27,2,21,196,159
254,91,93,96,172,189,168
255,2,23,91,134,123,42
256,4,165,20,180,158,166
257,25,54,97,59,160,159
258,118,123,196,173,123,169
259,6,179,94,170,166,173
260,181,123,137,91,196,137
261,37,46,40,176,173,40
262,4,107,195,159,2,3
263,1,189,68,190,130,170
264,1,159,197,170,189,104
265,14,54,25,32,163,171
266,4,171,34,59,34,132
267,71,168,100,130,32,171
268,130,151,123,196,197,134
269,136,134,134,160,134,93
270,138,4,160,104,130,132
271,60,76,86,134,86,45
272,178,16,92,15,159,193
