id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,134,105,108,107,170,123
1,196,169,85,91,168,173
2,74,107,172,165,85,123
3,137,91,97,168,173,196
4,12,189,170,91,91,169
5,20,173,50,123,94,170
6,62,102,93,91,168,107
7,96,107,177,107,91,123
8,105,134,168,100,96,91
9,107,101,169,177,189,170
10,189,102,96,168,85,165
11,197,109,172,134,169,168
12,20,108,108,108,91,91
13,109,24,101,189,168,168
14,172,189,91,100,168,168
15,97,91,20,169,101,196
16,21,170,166,169,91,91
17,85,196,170,168,196,91
18,20,101,196,62,170,170
19,93,21,50,85,168,85
20,169,107,74,169,195,165
21,159,75,85,85,96,165
22,101,173,62,168,123,93
23,196,107,94,197,134,123
24,198,15,170,172,169,196
25,97,192,168,91,168,91
26,17,105,96,197,169,169
27,94,169,91,123,170,91
28,90,85,91,165,168,170
29,106,24,196,75,169,170
30,177,159,170,102,166,196
31,189,197,74,100,100,172
32,196,196,168,91,196,168
33,196,181,197,169,108,170
34,109,85,159,197,169,168
35,177,197,25,75,170,197
36,196,169,196,100,169,196
37,83,96,196,197,177,93
38,91,91,91,168,24,134
39,105,13,168,85,96,96
40,93,159,91,169,159,168
41,102,170,101,168,93,169
42,168,91,169,109,91,169
43,105,108,96,159,170,165
44,67,85,168,91,170,168
45,106,76,15,195,172,172
46,96,170,78,96,134,159
47,109,100,159,85,165,168
48,91,100,195,189,134,170
49,193,87,169,25,168,94
50,123,105,21,197,91,168
51,168,105,85,96,165,85
52,159,91,169,134,172,197
53,101,29,165,101,168,196
54,159,170,165,85,29,91
55,75,89,109,91,170,94
56,96,91,17,91,170,170
57,107,97,97,170,85,172
58,85,165,159,101,170,169
59,2,74,166,168,75,159
60,169,91,173,196,195,94
61,15,197,134,169,96,85
62,166,74,159,20,170,169
63,166,96,93,165,196,168
64,200,159,168,168,159,200
65,173,192,196,85,91,170
66,89,96,134,91,134,91
67,177,83,177,85,91,159
68,25,189,109,93,168,93
69,159,189,102,168,169,165
70,74,67,123,91,169,177
71,169,94,168,170,75,91
72,91,156,105,93,108,159
73,105,189,170,102,159,169
74,107,170,91,170,173,123
75,109,123,75,85,168,123
76,15,165,91,101,169,91
77,171,102,85,170,85,168
78,31,17,170,169,91,169
79,134,109,159,196,177,91
80,104,165,100,166,170,168
81,13,24,168,169,168,159
82,189,166,96,177,165,96
83,178,159,169,169,169,159
84,177,197,100,123,108,172
85,91,159,107,96,168,165
86,97,170,177,196,168,168
87,105,85,107,101,85,177
88,156,85,100,94,196,159
89,107,14,134,177,85,134
