id_video,conf5,conf10,conf15,conf20,conf25,conf30
0,69,21,89,123,123,89
1,1,25,65,85,89,89
2,1,1,38,32,36,130
3,20,57,25,4,160,5
4,1,1,83,16,112,79
5,1,1,100,100,94,85
6,80,8,3,123,30,123
7,16,39,100,45,2,42
8,19,20,13,25,85,177
9,1,71,123,123,100,62
10,1,8,5,4,123,38
11,1,123,123,165,14,29
12,4,1,91,1,62,85
13,5,25,4,26,26,32
14,83,1,123,123,184,157
15,1,1,15,67,8,75
16,4,62,20,100,14,85
17,4,169,17,183,123,168
18,4,1,123,123,91,165
19,41,83,85,20,85,100
20,12,100,8,168,123,85
21,41,3,20,62,94,25
22,3,20,20,1,8,20
23,1,100,8,123,67,8
24,1,34,4,4,4,4
25,1,4,1,4,60,104
26,5,79,109,42,28,100
27,4,34,32,46,187,171
28,1,25,123,165,123,8
29,37,20,76,62,62,100
30,1,6,153,2,109,168
31,24,2,17,42,16,2
32,83,11,85,4,5,176
33,1,38,1,38,109,38
34,4,63,3,96,4,104
35,96,86,42,42,86,2
36,0,179,2,123,2,2
37,39,26,20,45,27,3
38,1,3,2,164,2,3
39,0,2,20,20,17,123
40,6,3,43,16,42,2
41,1,2,42,42,42,42
42,4,189,172,170,196,21
43,1,47,8,42,62,91
44,7,107,2,164,2,2
45,1,20,20,32,26,32
46,8,21,169,177,20,32
47,2,80,123,1,2,169
48,1,32,1,11,2,2
49,1,2,79,3,2,70
50,8,62,1,8,10,43
51,4,11,0,4,26,130
52,1,32,145,68,123,123
53,4,4,85,123,91,15
54,1,1,2,2,23,2
55,100,68,5,34,81,32
56,4,15,84,25,2,168
57,38,83,100,29,100,91
58,42,177,62,65,75,65
59,4,4,5,60,171,32
60,1,1,29,89,29,173
61,38,1,56,32,35,32
62,1,177,89,21,177,123
63,0,4,4,4,4,32
64,20,4,46,104,4,4
65,4,62,30,94,85,100
66,4,8,169,4,29,32
67,3,2,39,39,2,164
68,41,8,20,8,89,123
69,1,175,2,3,123,168
70,47,8,42,74,74,165
71,4,4,38,187,38,130
72,0,1,143,165,165,169
73,1,11,5,4,26,26
74,41,3,62,62,67,50
75,83,3,39,23,123,10
76,2,42,20,170,169,20
77,38,34,68,4,56,160
78,38,32,5,32,46,46
79,1,4,130,4,12,4
80,3,5,32,123,170,123
81,2,123,80,89,89,123
82,1,177,180,123,168,89
83,1,177,177,29,166,169
84,123,4,4,4,130,4
85,1,9,26,104,20,85
86,4,34,38,4,25,4
87,58,32,5,35,32,5
88,4,11,131,4,4,4
89,0,38,46,85,111,187
90,29,1,65,91,123,17
91,1,64,170,91,21,91
92,1,42,2,3,10,16
93,41,3,137,42,168,123
94,0,2,134,2,80,42
95,4,2,123,137,123,29
96,41,112,2,2,112,39
97,20,2,3,2,2,42
98,101,2,2,2,123,165
99,15,15,13,130,186,46
100,0,14,2,10,2,2
101,54,2,123,137,3,80
102,3,3,5,123,179,123
103,1,41,8,123,8,20
104,4,2,3,2,2,2
105,14,1,123,3,179,181
106,43,185,41,62,123,134
107,1,0,2,2,2,23
108,34,195,9,137,2,168
109,0,62,38,104,38,38
110,80,145,123,123,123,89
111,3,2,2,2,92,91
